exercises,ex,659.09,2232,2,0.2688
appeal,app,736.65,652,3,0.8150
limbo,li,1111.12,2730,2,0.3705
practice,pr,1651.62,5408,2,0.2780
exercise,ex,659.09,2232,2,0.2688
series,s,1671.65,22115,1,0.1091
articles,a,424.71,11147,1,0.0550
muscle,m,556.08,12755,1,0.0629
body,bo,588.47,2227,2,0.2405
part,p,1293.57,19454,1,0.0959
moment,mo,661.36,2771,2,0.2172
matter,ma,1471.28,4133,2,0.3240
lengths,le,379.75,1596,2,0.2166
exercise,ex,659.09,2232,2,0.2688
definition,de,1405.16,3728,2,0.3431
thighs,thi,547.15,841,3,0.4693
hipline,h,160.38,6850,1,0.0338
mark,ma,1471.28,4133,2,0.3240
champion,c,1485.46,20847,1,0.1028
bodybuilders,bo,588.47,2227,2,0.2405
criterion,c,1485.46,20847,1,0.1028
muscle,m,556.08,12755,1,0.0629
drama,d,403.56,10866,1,0.0536
judges,judg,201.29,128,4,0.9771
audiences,a,424.71,11147,1,0.0550
facet,fac,866.47,1337,3,0.4675
development,de,1405.16,3728,2,0.3431
prizes,pr,1651.62,5408,2,0.2780
Definition,De,12.75,42,2,0.2763
thighs,thi,547.15,841,3,0.4693
part,p,1293.57,19454,1,0.0959
championship,c,1485.46,20847,1,0.1028
lifters,li,1111.12,2730,2,0.3705
split,s,1671.65,22115,1,0.1091
lifters,li,1111.12,2730,2,0.3705
workouts,wor,2330.89,2135,3,0.7875
definition,de,1405.16,3728,2,0.3431
purposes,p,1293.57,19454,1,0.0959
conjunction,co,4975.83,9717,2,0.4661
programs,pro,3070.59,3461,3,0.6400
weight,w,233.71,8269,1,0.0408
weight,w,233.71,8269,1,0.0408
split,s,1671.65,22115,1,0.1091
sets,s,1671.65,22115,1,0.1091
reps,re,3892.93,6004,2,0.5902
week,week,690.68,437,4,0.9820
leg,le,379.75,1596,2,0.2166
definition,de,1405.16,3728,2,0.3431
muscles,m,556.08,12755,1,0.0629
wire,w,233.71,8269,1,0.0408
cables,c,1485.46,20847,1,0.1028
skin,s,1671.65,22115,1,0.1091
reason,re,3892.93,6004,2,0.5902
exercise,ex,659.09,2232,2,0.2688
way,wa,1046.08,2806,2,0.3393
leg,le,379.75,1596,2,0.2166
program,pro,3070.59,3461,3,0.6400
times,time,2865.93,1816,4,0.9806
suggestions,s,1671.65,22115,1,0.1091
thigh,thi,547.15,841,3,0.4693
exercise,ex,659.09,2232,2,0.2688
tension,t,480.78,11860,1,0.0585
leg,le,379.75,1596,2,0.2166
muscles,m,556.08,12755,1,0.0629
start,s,1671.65,22115,1,0.1091
finish,f,367.70,10372,1,0.0511
repetition,re,3892.93,6004,2,0.5902
balance,ba,506.46,2066,2,0.2231
control,co,4975.83,9717,2,0.4661
bodybuilder,bo,588.47,2227,2,0.2405
flexibility,f,367.70,10372,1,0.0511
legs,le,379.75,1596,2,0.2166
muscle,m,556.08,12755,1,0.0629
growth,gro,764.36,959,3,0.5749
power,p,1293.57,19454,1,0.0959
development,de,1405.16,3728,2,0.3431
bodybuilder,bo,588.47,2227,2,0.2405
hip,h,160.38,6850,1,0.0338
leg,le,379.75,1596,2,0.2166
effort,eff,949.61,685,3,1.0000
exercise,ex,659.09,2232,2,0.2688
way,wa,1046.08,2806,2,0.3393
position,p,1293.57,19454,1,0.0959
height,he,413.66,1606,2,0.2345
will,w,233.71,8269,1,0.0408
height,he,413.66,1606,2,0.2345
shoulders,s,1671.65,22115,1,0.1091
leg,le,379.75,1596,2,0.2166
split,s,1671.65,22115,1,0.1091
barbell,ba,506.46,2066,2,0.2231
bar,ba,506.46,2066,2,0.2231
back,ba,506.46,2066,2,0.2231
neck,ne,291.26,1012,2,0.2620
feet,fee,416.24,599,3,0.5013
leg,le,379.75,1596,2,0.2166
split,s,1671.65,22115,1,0.1091
weight,w,233.71,8269,1,0.0408
leg,le,379.75,1596,2,0.2166
feet,fee,416.24,599,3,0.5013
knee,knee,115.88,72,4,1.0000
bar,ba,506.46,2066,2,0.2231
contact,co,4975.83,9717,2,0.4661
sides,s,1671.65,22115,1,0.1091
breather,brea,342.14,250,4,0.8503
position,p,1293.57,19454,1,0.0959
legs,le,379.75,1596,2,0.2166
thigh,thi,547.15,841,3,0.4693
exercise,ex,659.09,2232,2,0.2688
rear,re,3892.93,6004,2,0.5902
thigh,thi,547.15,841,3,0.4693
front,f,367.70,10372,1,0.0511
movement,mo,661.36,2771,2,0.2172
manner,ma,1471.28,4133,2,0.3240
nutshell,nu,153.22,734,2,0.1900
couple,co,4975.83,9717,2,0.4661
partners,p,1293.57,19454,1,0.0959
experiments,experi,752.24,437,6,0.8846
safety,s,1671.65,22115,1,0.1091
exercise,ex,659.09,2232,2,0.2688
barbell,ba,506.46,2066,2,0.2231
bit,b,293.02,9259,1,0.0457
experiment,experi,752.24,437,6,0.8846
improvement,imp,401.99,490,3,0.5918
veteran,ve,107.43,539,2,0.1814
bar,ba,506.46,2066,2,0.2231
back,ba,506.46,2066,2,0.2231
neck,ne,291.26,1012,2,0.2620
reason,re,3892.93,6004,2,0.5902
experiments,experi,752.24,437,6,0.8846
bar,ba,506.46,2066,2,0.2231
front,f,367.70,10372,1,0.0511
neck,ne,291.26,1012,2,0.2620
lifters,li,1111.12,2730,2,0.3705
lifters,li,1111.12,2730,2,0.3705
variations,vari,291.61,187,4,0.9689
sets,s,1671.65,22115,1,0.1091
leg,le,379.75,1596,2,0.2166
front,f,367.70,10372,1,0.0511
bed,b,293.02,9259,1,0.0457
pansies,p,1293.57,19454,1,0.0959
yard,yar,145.13,118,3,0.8872
day,day,799.54,1022,3,0.5643
Pansies,Pa,11.76,56,2,0.1911
flowers,f,367.70,10372,1,0.0511
sun,s,1671.65,22115,1,0.1091
gardener,garden,142.05,73,6,1.0000
beauties,b,293.02,9259,1,0.0457
weather,w,233.71,8269,1,0.0408
question,qu,962.38,876,2,1.0000
secret,s,1671.65,22115,1,0.1091
blooming,b,293.02,9259,1,0.0457
course,co,4975.83,9717,2,0.4661
love,love,310.62,193,4,1.0000
care,c,1485.46,20847,1,0.1028
pansy,p,1293.57,19454,1,0.0959
seeds,s,1671.65,22115,1,0.1091
pansy,p,1293.57,19454,1,0.0959
specialist,s,1671.65,22115,1,0.1091
specialists,s,1671.65,22115,1,0.1091
deal,de,1405.16,3728,2,0.3431
work,wor,2330.89,2135,3,0.7875
size,s,1671.65,22115,1,0.1091
health,hea,1016.18,1085,3,0.6756
plants,pla,2111.36,1754,3,0.8683
flowers,f,367.70,10372,1,0.0511
seeds,s,1671.65,22115,1,0.1091
plants,pla,2111.36,1754,3,0.8683
size,s,1671.65,22115,1,0.1091
strains,s,1671.65,22115,1,0.1091
seeds,s,1671.65,22115,1,0.1091
plants,pla,2111.36,1754,3,0.8683
flower,f,367.70,10372,1,0.0511
pansy,p,1293.57,19454,1,0.0959
seeds,s,1671.65,22115,1,0.1091
dealer,de,1405.16,3728,2,0.3431
soil,s,1671.65,22115,1,0.1091
prairie,pr,1651.62,5408,2,0.2780
land,la,384.05,1605,2,0.2178
compost,co,4975.83,9717,2,0.4661
feeling,fee,416.24,599,3,0.5013
adequacy,a,424.71,11147,1,0.0550
texture,t,480.78,11860,1,0.0585
tilth,t,480.78,11860,1,0.0585
body,bo,588.47,2227,2,0.2405
gardener,garden,142.05,73,6,1.0000
fingers,f,367.70,10372,1,0.0511
soil,s,1671.65,22115,1,0.1091
seed,s,1671.65,22115,1,0.1091
pansies,p,1293.57,19454,1,0.0959
plants,pla,2111.36,1754,3,0.8683
week,week,690.68,437,4,0.9820
month,mo,661.36,2771,2,0.2172
year,year,2550.98,1590,4,0.9969
variation,vari,291.61,187,4,0.9689
temperature,t,480.78,11860,1,0.0585
hours,ho,866.22,2324,2,0.3393
seedbed,s,1671.65,22115,1,0.1091
people,people,1628.73,837,6,1.0000
frames,f,367.70,10372,1,0.0511
Pansies,Pa,11.76,56,2,0.1911
things,thing,1135.65,683,5,0.9280
protection,pro,3070.59,3461,3,0.6400
days,day,799.54,1022,3,0.5643
frame,f,367.70,10372,1,0.0511
ventilation,ve,107.43,539,2,0.1814
seedbed,s,1671.65,22115,1,0.1091
garden,garden,142.05,73,6,1.0000
soil,s,1671.65,22115,1,0.1091
sand,s,1671.65,22115,1,0.1091
seeds,s,1671.65,22115,1,0.1091
fog,fo,377.16,1887,2,0.1819
spray,s,1671.65,22115,1,0.1091
sowing,s,1671.65,22115,1,0.1091
board,bo,588.47,2227,2,0.2405
birds,b,293.02,9259,1,0.0457
Ants,A,0.12,189,1,0.0009
seeds,s,1671.65,22115,1,0.1091
ant,a,424.71,11147,1,0.0550
hills,h,160.38,6850,1,0.0338
sprinkling,s,1671.65,22115,1,0.1091
green,gr,590.19,1668,2,0.3221
board,bo,588.47,2227,2,0.2405
mulch,m,556.08,12755,1,0.0629
roots,r,353.73,10173,1,0.0502
soil,s,1671.65,22115,1,0.1091
days,day,799.54,1022,3,0.5643
growth,gro,764.36,959,3,0.5749
sawdust,s,1671.65,22115,1,0.1091
hay,ha,428.74,1635,2,0.2387
leaves,le,379.75,1596,2,0.2166
plants,pla,2111.36,1754,3,0.8683
time,time,2865.93,1816,4,0.9806
time,time,2865.93,1816,4,0.9806
pansy,p,1293.57,19454,1,0.0959
flowers,f,367.70,10372,1,0.0511
moral,mo,661.36,2771,2,0.2172
inches,in,3186.16,4317,2,0.6718
scoop,s,1671.65,22115,1,0.1091
phosphate,p,1293.57,19454,1,0.0959
rock,r,353.73,10173,1,0.0502
bone,bo,588.47,2227,2,0.2405
meal,me,842.21,3127,2,0.2452
hole,ho,866.22,2324,2,0.3393
plant,pla,2111.36,1754,3,0.8683
roots,r,353.73,10173,1,0.0502
flowers,f,367.70,10372,1,0.0511
Pansies,Pa,11.76,56,2,0.1911
gluttons,g,91.68,5179,1,0.0255
lots,lo,190.03,1129,2,0.1532
compost,co,4975.83,9717,2,0.4661
bed,b,293.02,9259,1,0.0457
manure,ma,1471.28,4133,2,0.3240
bed,b,293.02,9259,1,0.0457
year,year,2550.98,1590,4,0.9969
plants,pla,2111.36,1754,3,0.8683
remains,re,3892.93,6004,2,0.5902
compost,co,4975.83,9717,2,0.4661
pile,p,1293.57,19454,1,0.0959
sand,s,1671.65,22115,1,0.1091
pansies,p,1293.57,19454,1,0.0959
experience,experi,752.24,437,6,0.8846
addition,a,424.71,11147,1,0.0550
soil,s,1671.65,22115,1,0.1091
feedings,fee,416.24,599,3,0.5013
manure,ma,1471.28,4133,2,0.3240
water,wa,1046.08,2806,2,0.3393
week,week,690.68,437,4,0.9820
color,co,4975.83,9717,2,0.4661
tea,t,480.78,11860,1,0.0585
substitute,s,1671.65,22115,1,0.1091
fertilizer,f,367.70,10372,1,0.0511
water,wa,1046.08,2806,2,0.3393
strength,s,1671.65,22115,1,0.1091
directions,di,856.76,2911,2,0.2679
mulch,m,556.08,12755,1,0.0629
mulch,m,556.08,12755,1,0.0629
seedlings,s,1671.65,22115,1,0.1091
inches,in,3186.16,4317,2,0.6718
material,ma,1471.28,4133,2,0.3240
job,job,253.18,297,3,0.6149
weeds,wee,293.29,445,3,0.4754
soil,s,1671.65,22115,1,0.1091
winter,win,286.51,493,3,0.4192
mulch,m,556.08,12755,1,0.0629
hay,ha,428.74,1635,2,0.2387
tops,t,480.78,11860,1,0.0585
plants,pla,2111.36,1754,3,0.8683
frost,f,367.70,10372,1,0.0511
moisture,mo,661.36,2771,2,0.2172
heaving,hea,1016.18,1085,3,0.6756
pansies,p,1293.57,19454,1,0.0959
time,time,2865.93,1816,4,0.9806
time,time,2865.93,1816,4,0.9806
winter,win,286.51,493,3,0.4192
thaw,t,480.78,11860,1,0.0585
days,day,799.54,1022,3,0.5643
blossom,b,293.02,9259,1,0.0457
winter,win,286.51,493,3,0.4192
blooming,b,293.02,9259,1,0.0457
pansies,p,1293.57,19454,1,0.0959
winter,win,286.51,493,3,0.4192
seed,s,1671.65,22115,1,0.1091
flat,f,367.70,10372,1,0.0511
pansies,p,1293.57,19454,1,0.0959
frame,f,367.70,10372,1,0.0511
greenhouse,gr,590.19,1668,2,0.3221
plants,pla,2111.36,1754,3,0.8683
nights,night,815.25,455,5,1.0000
stride,s,1671.65,22115,1,0.1091
mat,ma,1471.28,4133,2,0.3240
straw,s,1671.65,22115,1,0.1091
glass,glass,223.97,125,5,1.0000
response,re,3892.93,6004,2,0.5902
days,day,799.54,1022,3,0.5643
flowers,f,367.70,10372,1,0.0511
frame,f,367.70,10372,1,0.0511
morale,mo,661.36,2771,2,0.2172
builder,build,399.56,223,5,1.0000
mass,ma,1471.28,4133,2,0.3240
bloom,b,293.02,9259,1,0.0457
border,bo,588.47,2227,2,0.2405
snow,s,1671.65,22115,1,0.1091
spirits,s,1671.65,22115,1,0.1091
time,time,2865.93,1816,4,0.9806
strawberries,s,1671.65,22115,1,0.1091
pansies,p,1293.57,19454,1,0.0959
winter,win,286.51,493,3,0.4192
pickup,p,1293.57,19454,1,0.0959
snow,s,1671.65,22115,1,0.1091
day,day,799.54,1022,3,0.5643
day,day,799.54,1022,3,0.5643
midsummer,m,556.08,12755,1,0.0629
plants,pla,2111.36,1754,3,0.8683
foliage,fo,377.16,1887,2,0.1819
expense,expe,751.81,697,4,0.6702
blossoms,b,293.02,9259,1,0.0457
branch,b,293.02,9259,1,0.0457
earth,ear,263.25,231,3,0.8221
bobby,bo,588.47,2227,2,0.2405
pin,p,1293.57,19454,1,0.0959
flowers,f,367.70,10372,1,0.0511
soil,s,1671.65,22115,1,0.1091
branches,b,293.02,9259,1,0.0457
root,r,353.73,10173,1,0.0502
plant,pla,2111.36,1754,3,0.8683
rest,re,3892.93,6004,2,0.5902
season,s,1671.65,22115,1,0.1091
tug,t,480.78,11860,1,0.0585
roots,r,353.73,10173,1,0.0502
mother,mo,661.36,2771,2,0.2172
plant,pla,2111.36,1754,3,0.8683
practice,pr,1651.62,5408,2,0.2780
tops,t,480.78,11860,1,0.0585
inch,in,3186.16,4317,2,0.6718
stub,s,1671.65,22115,1,0.1091
leaf,le,379.75,1596,2,0.2166
branch,b,293.02,9259,1,0.0457
plants,pla,2111.36,1754,3,0.8683
record,re,3892.93,6004,2,0.5902
time,time,2865.93,1816,4,0.9806
spring,s,1671.65,22115,1,0.1091
plants,pla,2111.36,1754,3,0.8683
time,time,2865.93,1816,4,0.9806
round,r,353.73,10173,1,0.0502
way,wa,1046.08,2806,2,0.3393
bloom,b,293.02,9259,1,0.0457
blossoms,b,293.02,9259,1,0.0457
seed,s,1671.65,22115,1,0.1091
aim,a,424.71,11147,1,0.0550
generation,genera,274.99,148,6,0.9548
work,wor,2330.89,2135,3,0.7875
plant,pla,2111.36,1754,3,0.8683
word,wor,2330.89,2135,3,0.7875
advice,a,424.71,11147,1,0.0550
pansy,p,1293.57,19454,1,0.0959
seeds,s,1671.65,22115,1,0.1091
grower,gro,764.36,959,3,0.5749
pansy,p,1293.57,19454,1,0.0959
specialist,s,1671.65,22115,1,0.1091
plants,pla,2111.36,1754,3,0.8683
things,thing,1135.65,683,5,0.9280
fact,fac,866.47,1337,3,0.4675
flowers,f,367.70,10372,1,0.0511
seed,s,1671.65,22115,1,0.1091
people,people,1628.73,837,6,1.0000
pansies,p,1293.57,19454,1,0.0959
weeks,week,690.68,437,4,0.9820
period,p,1293.57,19454,1,0.0959
growth,gro,764.36,959,3,0.5749
bloom,b,293.02,9259,1,0.0457
plants,pla,2111.36,1754,3,0.8683
winter,win,286.51,493,3,0.4192
year,year,2550.98,1590,4,0.9969
exhibition,ex,659.09,2232,2,0.2688
pansies,p,1293.57,19454,1,0.0959
branches,b,293.02,9259,1,0.0457
plant,pla,2111.36,1754,3,0.8683
buds,b,293.02,9259,1,0.0457
flowers,f,367.70,10372,1,0.0511
Pansies,Pa,11.76,56,2,0.1911
character,c,1485.46,20847,1,0.1028
principles,pr,1651.62,5408,2,0.2780
due,d,403.56,10866,1,0.0536
regularity,re,3892.93,6004,2,0.5902
showing,s,1671.65,22115,1,0.1091
month,mo,661.36,2771,2,0.2172
year,year,2550.98,1590,4,0.9969
ones,ones,178.70,113,4,0.9826
food,fo,377.16,1887,2,0.1819
shade,s,1671.65,22115,1,0.1091
mulch,m,556.08,12755,1,0.0629
water,wa,1046.08,2806,2,0.3393
food,fo,377.16,1887,2,0.1819
solicitude,s,1671.65,22115,1,0.1091
beauty,b,293.02,9259,1,0.0457
salad,s,1671.65,22115,1,0.1091
greens,gr,590.19,1668,2,0.3221
tomato,t,480.78,11860,1,0.0585
addition,a,424.71,11147,1,0.0550
meal,me,842.21,3127,2,0.2452
avocado,a,424.71,11147,1,0.0550
fruit,f,367.70,10372,1,0.0511
years,year,2550.98,1590,4,0.9969
transportation,tra,748.72,1190,3,0.4539
methods,me,842.21,3127,2,0.2452
avocados,a,424.71,11147,1,0.0550
assets,ass,527.21,524,3,0.7258
avocado,a,424.71,11147,1,0.0550
part,p,1293.57,19454,1,0.0959
diet,di,856.76,2911,2,0.2679
avocado,a,424.71,11147,1,0.0550
fruit,f,367.70,10372,1,0.0511
pear,p,1293.57,19454,1,0.0959
skin,s,1671.65,22115,1,0.1091
pulp,p,1293.57,19454,1,0.0959
consistency,co,4975.83,9717,2,0.4661
pear,p,1293.57,19454,1,0.0959
avocado,a,424.71,11147,1,0.0550
give,g,91.68,5179,1,0.0255
flavor,f,367.70,10372,1,0.0511
pear,p,1293.57,19454,1,0.0959
orange,or,209.72,889,2,0.2147
flavor,f,367.70,10372,1,0.0511
getting,g,91.68,5179,1,0.0255
flavor,f,367.70,10372,1,0.0511
light,li,1111.12,2730,2,0.3705
experience,experi,752.24,437,6,0.8846
fruits,f,367.70,10372,1,0.0511
eatings,e,235.69,8304,1,0.0409
avocado,a,424.71,11147,1,0.0550
quality,qu,962.38,876,2,1.0000
taste,t,480.78,11860,1,0.0585
world,wor,2330.89,2135,3,0.7875
avocado,a,424.71,11147,1,0.0550
fan,fa,866.39,2860,2,0.2757
season,s,1671.65,22115,1,0.1091
year,year,2550.98,1590,4,0.9969
anticipation,a,424.71,11147,1,0.0550
carriers,c,1485.46,20847,1,0.1028
shipping,s,1671.65,22115,1,0.1091
avocados,a,424.71,11147,1,0.0550
place,pla,2111.36,1754,3,0.8683
world,wor,2330.89,2135,3,0.7875
fruit,f,367.70,10372,1,0.0511
tree,tr,636.83,2622,2,0.2211
point,p,1293.57,19454,1,0.0959
houses,house,899.13,522,5,0.9613
size,s,1671.65,22115,1,0.1091
quality,qu,962.38,876,2,1.0000
excelsior,ex,659.09,2232,2,0.2688
fruit,f,367.70,10372,1,0.0511
temperature,t,480.78,11860,1,0.0585
sort,s,1671.65,22115,1,0.1091
state,s,1671.65,22115,1,0.1091
cooling,co,4975.83,9717,2,0.4661
avocado,a,424.71,11147,1,0.0550
way,wa,1046.08,2806,2,0.3393
softening,s,1671.65,22115,1,0.1091
fruit,f,367.70,10372,1,0.0511
temperature,t,480.78,11860,1,0.0585
room,room,516.77,421,4,0.7627
temperature,t,480.78,11860,1,0.0585
shelf,s,1671.65,22115,1,0.1091
kitchen,ki,434.07,690,2,0.5726
things,thing,1135.65,683,5,0.9280
avocados,a,424.71,11147,1,0.0550
kind,kind,483.39,344,4,0.8731
temperature,t,480.78,11860,1,0.0585
avocado,a,424.71,11147,1,0.0550
ripening,r,353.73,10173,1,0.0502
fruits,f,367.70,10372,1,0.0511
skin,s,1671.65,22115,1,0.1091
avocado,a,424.71,11147,1,0.0550
egg,e,235.69,8304,1,0.0409
skin,s,1671.65,22115,1,0.1091
poison,p,1293.57,19454,1,0.0959
sprays,s,1671.65,22115,1,0.1091
hazard,ha,428.74,1635,2,0.2387
consumer,co,4975.83,9717,2,0.4661
taste,t,480.78,11860,1,0.0585
versatility,ve,107.43,539,2,0.1814
safety,s,1671.65,22115,1,0.1091
spray,s,1671.65,22115,1,0.1091
poisons,p,1293.57,19454,1,0.0959
use,use,522.46,395,3,0.9541
fruit,f,367.70,10372,1,0.0511
values,value,663.33,379,5,0.9768
Avocados,A,0.12,189,1,0.0009
nutrients,nu,153.22,734,2,0.1900
asset,ass,527.21,524,3,0.7258
abundance,a,424.71,11147,1,0.0550
acids,a,424.71,11147,1,0.0550
health,hea,1016.18,1085,3,0.6756
system,s,1671.65,22115,1,0.1091
average,a,424.71,11147,1,0.0550
portion,p,1293.57,19454,1,0.0959
protein,pro,3070.59,3461,3,0.6400
amount,a,424.71,11147,1,0.0550
vitamins,vi,330.22,945,2,0.3181
requirement,re,3892.93,6004,2,0.5902
vitamin,vi,330.22,945,2,0.3181
requirement,re,3892.93,6004,2,0.5902
vitamins,vi,330.22,945,2,0.3181
thiamin,thi,547.15,841,3,0.4693
riboflavin,r,353.73,10173,1,0.0502
Calcium,Ca,6.84,41,2,0.1519
phosphorus,p,1293.57,19454,1,0.0959
iron,i,141.14,6426,1,0.0317
amounts,a,424.71,11147,1,0.0550
minerals,m,556.08,12755,1,0.0629
trace,tra,748.72,1190,3,0.4539
amounts,a,424.71,11147,1,0.0550
values,value,663.33,379,5,0.9768
refrigeration,re,3892.93,6004,2,0.5902
storage,s,1671.65,22115,1,0.1091
avocados,a,424.71,11147,1,0.0550
content,co,4975.83,9717,2,0.4661
acids,a,424.71,11147,1,0.0550
cholesterol,c,1485.46,20847,1,0.1028
blood,b,293.02,9259,1,0.0457
patients,p,1293.57,19454,1,0.0959
study,s,1671.65,22115,1,0.1091
patients,p,1293.57,19454,1,0.0959
age,age,444.21,445,3,0.7201
control,co,4975.83,9717,2,0.4661
diets,di,856.76,2911,2,0.2679
cholesterol,c,1485.46,20847,1,0.1028
level,leve,449.57,289,4,0.9666
blood,b,293.02,9259,1,0.0457
avocados,a,424.71,11147,1,0.0550
day,day,799.54,1022,3,0.5643
substitute,s,1671.65,22115,1,0.1091
part,p,1293.57,19454,1,0.0959
fat,fa,866.39,2860,2,0.2757
consumption,co,4975.83,9717,2,0.4661
energy,en,246.86,1366,2,0.1645
rocket,r,353.73,10173,1,0.0502
engines,engine,264.64,136,6,1.0000
vibration,vi,330.22,945,2,0.3181
energy,en,246.86,1366,2,0.1645
pit,p,1293.57,19454,1,0.0959
stomach,s,1671.65,22115,1,0.1091
introduction,in,3186.16,4317,2,0.6718
weapon,w,233.71,8269,1,0.0408
apprehension,app,736.65,652,3,0.8150
fear,f,367.70,10372,1,0.0511
weapons,w,233.71,8269,1,0.0408
missile,m,556.08,12755,1,0.0629
stealth,s,1671.65,22115,1,0.1091
swiftness,s,1671.65,22115,1,0.1091
writers,writ,281.68,198,4,0.8839
advantage,a,424.71,11147,1,0.0550
attacker,att,721.93,670,3,0.7773
surprise,s,1671.65,22115,1,0.1091
rockets,r,353.73,10173,1,0.0502
step,s,1671.65,22115,1,0.1091
attacker,att,721.93,670,3,0.7773
possession,p,1293.57,19454,1,0.0959
power,p,1293.57,19454,1,0.0959
cities,c,1485.46,20847,1,0.1028
people,people,1628.73,837,6,1.0000
nation,nation,554.58,285,6,1.0000
attacker,att,721.93,670,3,0.7773
people,people,1628.73,837,6,1.0000
destruction,de,1405.16,3728,2,0.3431
cities,c,1485.46,20847,1,0.1028
people,people,1628.73,837,6,1.0000
act,act,556.11,777,3,0.5163
subjugation,s,1671.65,22115,1,0.1091
nation,nation,554.58,285,6,1.0000
will,w,233.71,8269,1,0.0408
people,people,1628.73,837,6,1.0000
time,time,2865.93,1816,4,0.9806
peril,p,1293.57,19454,1,0.0959
weapons,w,233.71,8269,1,0.0408
world,wor,2330.89,2135,3,0.7875
means,me,842.21,3127,2,0.2452
hours,ho,866.22,2324,2,0.3393
days,day,799.54,1022,3,0.5643
rockets,r,353.73,10173,1,0.0502
means,me,842.21,3127,2,0.2452
minutes,m,556.08,12755,1,0.0629
point,p,1293.57,19454,1,0.0959
cities,c,1485.46,20847,1,0.1028
people,people,1628.73,837,6,1.0000
destruction,de,1405.16,3728,2,0.3431
weapons,w,233.71,8269,1,0.0408
vulnerability,v,30.17,2971,1,0.0147
advantage,a,424.71,11147,1,0.0550
side,s,1671.65,22115,1,0.1091
cities,c,1485.46,20847,1,0.1028
opponent,oppo,383.56,247,4,0.9648
weapons,w,233.71,8269,1,0.0408
reprisal,re,3892.93,6004,2,0.5902
tactic,t,480.78,11860,1,0.0585
capability,c,1485.46,20847,1,0.1028
ways,wa,1046.08,2806,2,0.3393
people,people,1628.73,837,6,1.0000
loss,loss,206.06,130,4,0.9848
people,people,1628.73,837,6,1.0000
discrimination,dis,876.95,1357,3,0.4662
force,for,1005.67,1170,3,0.6200
interest,in,3186.16,4317,2,0.6718
war,wa,1046.08,2806,2,0.3393
suicide,s,1671.65,22115,1,0.1091
look,lo,190.03,1129,2,0.1532
missiles,m,556.08,12755,1,0.0629
missiles,m,556.08,12755,1,0.0629
war,wa,1046.08,2806,2,0.3393
aircraft,a,424.71,11147,1,0.0550
job,job,253.18,297,3,0.6149
missile,m,556.08,12755,1,0.0629
Missiles,Mi,3.25,23,2,0.1285
weapons,w,233.71,8269,1,0.0408
limitations,li,1111.12,2730,2,0.3705
trajectory,tra,748.72,1190,3,0.4539
location,lo,190.03,1129,2,0.1532
target,t,480.78,11860,1,0.0585
missiles,m,556.08,12755,1,0.0629
submarines,s,1671.65,22115,1,0.1091
barges,ba,506.46,2066,2,0.2231
railroads,r,353.73,10173,1,0.0502
highways,h,160.38,6850,1,0.0338
surface,s,1671.65,22115,1,0.1091
vessels,ve,107.43,539,2,0.1814
air,a,424.71,11147,1,0.0550
protection,pro,3070.59,3461,3,0.6400
advantage,a,424.71,11147,1,0.0550
weakness,w,233.71,8269,1,0.0408
missiles,m,556.08,12755,1,0.0629
difficulty,di,856.76,2911,2,0.2679
target,t,480.78,11860,1,0.0585
weapons,w,233.71,8269,1,0.0408
target,t,480.78,11860,1,0.0585
destruction,de,1405.16,3728,2,0.3431
missile,m,556.08,12755,1,0.0629
target,t,480.78,11860,1,0.0585
ballistics,ba,506.46,2066,2,0.2231
flight,f,367.70,10372,1,0.0511
missile,m,556.08,12755,1,0.0629
operations,opera,510.87,291,5,0.9798
ICBM,I,0.04,112,1,0.0006
time,time,2865.93,1816,4,0.9806
flight,f,367.70,10372,1,0.0511
target,t,480.78,11860,1,0.0585
minutes,m,556.08,12755,1,0.0629
target,t,480.78,11860,1,0.0585
location,lo,190.03,1129,2,0.1532
minutes,m,556.08,12755,1,0.0629
probability,pro,3070.59,3461,3,0.6400
percentage,p,1293.57,19454,1,0.0959
missiles,m,556.08,12755,1,0.0629
mobility,mo,661.36,2771,2,0.2172
missile,m,556.08,12755,1,0.0629
defenses,de,1405.16,3728,2,0.3431
kill,ki,434.07,690,2,0.5726
probability,pro,3070.59,3461,3,0.6400
order,order,727.49,409,5,0.9927
forces,for,1005.67,1170,3,0.6200
capability,c,1485.46,20847,1,0.1028
addition,a,424.71,11147,1,0.0550
missiles,m,556.08,12755,1,0.0629
operation,opera,510.87,291,5,0.9798
spacecraft,s,1671.65,22115,1,0.1091
aircraft,a,424.71,11147,1,0.0550
means,me,842.21,3127,2,0.2452
war,wa,1046.08,2806,2,0.3393
act,act,556.11,777,3,0.5163
citizens,c,1485.46,20847,1,0.1028
cinders,c,1485.46,20847,1,0.1028
force,for,1005.67,1170,3,0.6200
aircraft,a,424.71,11147,1,0.0550
forces,for,1005.67,1170,3,0.6200
ICBM,I,0.04,112,1,0.0006
force,for,1005.67,1170,3,0.6200
aircraft,a,424.71,11147,1,0.0550
operations,opera,510.87,291,5,0.9798
missiles,m,556.08,12755,1,0.0629
terms,t,480.78,11860,1,0.0585
weapons,w,233.71,8269,1,0.0408
weapons,w,233.71,8269,1,0.0408
targets,t,480.78,11860,1,0.0585
weapons,w,233.71,8269,1,0.0408
aircraft,a,424.71,11147,1,0.0550
load,lo,190.03,1129,2,0.1532
