Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
<s> रिपोर्ट में रूस भारत संबंधों को भी विस्तार से बताया गया है. </s>,-107.41740820892014,-107.37647155507527,-195.55082822619596,-207.6362600191421,-207.61285389684966,-232.83050318295832,-262.2892306207934,-260.25366611997754,-285.54403915100204,-289.3265446078358,-288.82114436038296,-293.63059954404633
<s> उस ज़माने के फ़ैशन बेलबॉटम में तो उनकी छरहरी टांगें और उभरकर आती थीं. </s>,-161.38571207191964,-161.39428271884853,-223.2900315784006,-362.4431014107853,-362.43406665495115,-372.3491580332159,-386.83429562299966,-386.83429562299966,-386.83429562299966,-359.2032745070711,-359.2032745070711,-359.2032745070711
"<s> मेरे इस सवाल के जवाब में जफर इस्लाम कहते हैं, ""मुझे भविष्य बहुत अच्छा दिखता है. </s>",-194.23469668529836,-194.1884114360311,-279.1674562894614,-355.07652853753945,-355.0604247998612,-371.4783932191379,-387.71784293804245,-386.18806760517845,-407.57502089359025,-381.75435159946437,-380.73527741439773,-393.84402161728485
<s> ’’ पीएम मोदी ने कल अमेरिका के राष्ट्रपति जो बाइडन से भी फोन पर बात की थी. </s>,-163.57424967863898,-163.52101125755343,-275.80506771486915,-293.5451813125974,-293.5125003471726,-328.87726059402127,-348.8020365277433,-345.2462687462579,-389.1778292805345,-398.2004375789706,-396.68766915250933,-411.1644377982407
<s> इस कहानी में जानिए कि ओरेवा कंपनी के मालिक कौन हैं और उन्होंने कैसे इतना बड़ा साम्राज्य खड़ा किया? </s>,-189.22839487438213,-189.1692817295795,-303.5181765146377,-398.40732890355105,-398.38341042105554,-426.0417831274939,-459.1754742631166,-457.16201308861,-478.9613056529327,-483.78965541522706,-483.29433558067876,-487.0477487979621
"<s> आलोक पुतुल, रायपुर से बीबीसी हिंदी के लिए छत्तीसगढ़ के माओवाद
प्रभावित कांकेर में पुलिस ने एक मुठभेड़ में 18 माओवादियों के मारे जाने
का दावा किया है. </s>",-256.5645569059843,-256.48300563492637,-419.5143972138444,-487.2607191810086,-487.2284885022575,-534.0718274011056,-652.0579263522633,-648.5076462386636,-693.1189493316173,-702.0369739311359,-700.523890669539,-715.105669232052
<s> 1995 के मार्च में एके एंटनी मुख्यमंत्री बने. </s>,-92.48468514935502,-92.4584019407144,-142.92040800392203,-177.39612937018512,-177.39923814410477,-178.51150618970868,-221.04816892742838,-221.04816892742838,-221.04816892742838,-193.41714781149983,-193.41714781149983,-193.41714781149983
<s> बाहर जाने से पहले ये लोग घर में रखा सारा पैसा और गहने लूटकर गए. </s>,-139.97927569645694,-139.93011843669677,-237.24608757571716,-234.91660209757256,-234.89987101304936,-259.5937666206206,-331.69018613187245,-329.15615017871346,-356.93016954130843,-386.83429562299966,-386.83429562299966,-386.83429562299966
"<s> "" लता जी ने इस पर सहमति दे दी. </s>",-92.6938499909277,-92.66270245245397,-157.38885028182335,-159.79606190544803,-159.78391284807412,-178.02071312131045,-199.34316906649022,-197.82879656562682,-214.15807516457295,-221.04816892742838,-221.04816892742838,-221.04816892742838
"<s> "" यह भी पढ़ें
:-  नेटफ़्लिक्स का कहना है कि साल 2016 में भारतीय बाज़ार में उतरने के बाद से उसने जो भी सामग्री पेश की है, उसपर कंपनी को गर्व है. </s>",-298.9038692137408,-298.86621380418813,-487.18842630033384,-524.440016214725,-524.3903144350725,-588.4615958580896,-704.8841243115331,-699.8347471664972,-769.1162226209357,-795.0294972035156,-793.0283368782374,-815.3183867494201
<s> लेख में कहा गया है कि चुनाव नतीजों से ये साफ़ हो गया है कि ऐसे स्वयंसेवकों को भी पार्टी ने नज़रअंदाज़ किया जो सोशल मीडिया की चकाचौंध के इस दौर में बिना किसी लालच के मेहनत कर रहे थे. </s>,-301.9993696547089,-301.8796383184786,-562.0646454812869,-601.230404225239,-601.1639157453768,-696.6874401465527,-816.4130236038395,-808.3289720882462,-921.1225778803625,-951.0609049602375,-947.0234463278907,-995.124432554907
<s> ऑस्ट्रेलिया के हाथों मिली हार के बाद भारतीय क्रिकेट टीम विशाखापत्तनम में गुरुवार को होने वाले टी-20 मुक़ाबले से ऑस्ट्रेलिया के ख़िलाफ़ टी-20 सिरीज़ की शुरुआत करेगी. </s>,-271.0385073933894,-270.964307449136,-421.69672679757514,-469.25689155223495,-469.2124808239172,-520.7953413316418,-588.7730795736995,-584.2135792513963,-642.4738823600967,-661.5670350899226,-659.5620447851245,-677.1640193515901
"<s> इस प्रेस कॉन्फ्रेंस में बाबर ने कहा, ''खिलाड़ी, मैनेजमेंट सबको दुख है. </s>",-166.11126183567424,-166.0775632028102,-225.75163697762525,-265.36634708378887,-265.3663030732085,-274.7931664401717,-313.89159019393696,-313.3816828673088,-320.0652017437734,-303.941232275214,-303.941232275214,-303.941232275214
<s> उनकी शादी विजय  गोविल से हुई. </s>,-76.62025502803397,-76.60272739308142,-117.7470441556183,-159.6767211010011,-159.67117933397353,-165.33960614516315,-149.91054486369848,-149.40537500730403,-154.27911491042454,-138.15510557964274,-138.15510557964274,-138.15510557964274
<s> हम किसी इंसान को इतनी बुरी तरह से प्रताड़ित करते हैं कि वह आत्महत्या कर ले और फिर हम ऐसे दिखावा करते हैं जैसे कि कुछ हुआ ही नहीं. </s>,-232.1532182459451,-232.06048022923872,-423.4612589790933,-406.38330152051196,-406.34364498461065,-463.81783701787873,-650.8694393719727,-646.3208645620025,-697.7361375139833,-759.0013048892799,-758.495656001762,-763.3579583946317
"<s> उस समय वर्ल्ड टेस्ट चैंपियनशिप जैसे टूर्नामेंट नहीं थे और राहुल द्रविड़ उन खिलाड़ियों में थे, जिनका मानना था कि सीनियर खिलाड़ियों को 2007 के टी-20 वर्ल्ड कप में हिस्सा नहीं लेना चाहिए, जिसे भारत ने जीता था. </s>",-379.773960528,-379.6615048758313,-585.9913168692833,-681.8484132975109,-681.814656991383,-726.6752184988919,-914.8443700537383,-910.7883228739018,-957.9223565467249,-1022.3477812893562,-1022.3477812893562,-1022.3477812893562
<s> पवित्र का आत्मविश्वास कई मौकों पर कहानी को आगे बढ़ाने में मददगार साबित होता है. </s>,-144.78100408915995,-144.7315912817763,-236.80352150170006,-272.593742800938,-272.5718418501632,-287.72215538410364,-330.77188882292506,-328.23305779601276,-356.93016665693625,-358.2275750727776,-357.2249907022128,-366.2130304311191
"<s> "" उन्होंने पूछा, ""इतने लोग कहां से आएंगे. </s>",-123.49609977961637,-123.47398940875948,-172.72182369636312,-200.82553091288364,-200.81948192862464,-206.57354933952615,-221.04816892742838,-221.04816892742838,-221.04816892742838,-193.41714781149983,-193.41714781149983,-193.41714781149983
<s> उस समय इसके अध्यक्ष रहे क़ासिम राजवी को गिरफ़्तार कर लिया गया था. </s>,-133.62241369566297,-133.6118229192359,-211.3628108888181,-257.5081803963355,-257.5024819559535,-274.50141623433797,-304.4090987334057,-302.8861907398,-324.6815581284199,-318.08357067607136,-317.58955327246656,-321.26162216249145
<s> '' यानि वैज्ञानिक शरीर के काम करने की क्षमता को ठप्प करने वाली कई बीमारियों के इलाज पर शोध कर रहे हैं. </s>,-205.16737496539392,-205.10047433853723,-342.2495134793858,-386.5032837629939,-386.4698740743171,-424.85514600006195,-460.105124559769,-455.55719687027,-504.31916822348416,-525.004972166899,-523.0115976124177,-539.0089173178827
<s> अब बीबीसी हिंदी से बातचीत में रश्मि देसाई ने सिद्धार्थ शुक्ला के साथ अपने रिश्तों पर खुलकर बात रखी है. </s>,-183.4281815440961,-183.36355743578898,-302.5543058339997,-302.6862272617291,-302.6748673737262,-327.3704237571748,-467.5605027753811,-465.0377948786078,-495.0850587302345,-524.9894012026424,-524.9894012026424,-524.9894012026424
"<s> अंशुमान को याद करते हुए 
स्मृति कहती हैं
, “हम कॉलेज के पहले दिन मिले थे. </s>",-164.19053453229537,-164.14378045219826,-263.5598558490134,-325.49136402146985,-325.4669560886432,-357.2565902458308,-368.6669060643229,-366.62646642690487,-396.0679291821992,-397.7934053298513,-397.28328519484944,-404.1546688324682
<s> यह प्रतिशत सेवा अवधि और वेतन के आधार पर निर्धारित होता है. </s>,-112.56978547195123,-112.52876999998117,-196.7073914395479,-218.8978118424706,-218.90294491821277,-232.77325603784226,-310.51171994644506,-310.00189742401574,-320.0638472761692,-303.941232275214,-303.941232275214,-303.941232275214
<s> प्रेस कॉन्फ्रेंस ख़त्म होने के बाद रोहित लिफ्ट की तरफ जा रहे थे और मैं भी साथ-साथ उतर रहा था. </s>,-194.9751774386144,-194.913303736667,-317.4122986156609,-341.6789796008198,-341.65021673432864,-383.43429142256366,-396.32484881659616,-391.7746940424835,-449.05528222387926,-466.9329250396594,-464.919513436724,-483.7468695868204
<s> आज भारत समेत दुनिया की कुछ अहम ख़बरों पर हमारी नज़र है. </s>,-121.63993606990576,-121.60144427000908,-197.9829178519172,-233.56350106481733,-233.5495081209803,-246.9086935939262,-299.7410454946564,-298.73174131097505,-308.55822693802793,-303.941232275214,-303.941232275214,-303.941232275214
"<s> शाहरुख़ की माँ हैदराबाद से, पिता पेशावर से और दादी कश्मीर से हैं. </s>",-153.0685219315266,-153.03426796282668,-223.81778276457723,-325.9061350795034,-325.90163552027985,-330.69814370546277,-359.2032745070711,-359.2032745070711,-359.2032745070711,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> मनु भाकर भारत की ऐसी पहली खिलाड़ी हैं, जिन्होंने
एक ही ओलंपिक में दो मेडल जीते हैं. </s>",-185.22167442118382,-185.17280153187238,-278.51898319604817,-342.002138008986,-341.9970537169709,-356.98598593546694,-469.7273589707853,-469.7273589707853,-469.7273589707853,-442.09633785485676,-442.09633785485676,-442.09633785485676
<s> यह एपल आईडी थी- natalymarinova@proton. </s>,-90.63773317217405,-90.62326667528815,-119.05975619486033,-145.33711527259067,-145.33394993698306,-151.66138388856817,-138.15510557964274,-138.15510557964274,-138.15510557964274,-110.52408446371419,-110.52408446371419,-110.52408446371419
<s> अभी दोनों राज्यसभा सांसद हैं. </s>,-67.3528519881134,-67.33395336884236,-105.16543150937656,-131.6695758289894,-131.66376275878358,-137.70901202040528,-138.15510557964274,-138.15510557964274,-138.15510557964274,-110.52408446371419,-110.52408446371419,-110.52408446371419
<s> आख़िरकार शाम ढलते-ढलते पुलिस ने लाठियां बरसाकर प्रदर्शनकारियों को रेलवे ट्रैक से हटाया. </s>,-159.45823483878212,-159.4309332430772,-224.8287496315886,-293.59072749400195,-293.5860764328045,-302.5707761482374,-344.0905655115197,-343.5940698227507,-347.6962668975372,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> न कोई को-ऑर्डिनेशन था और न कोई जानकारी मुहैया करवा रहा था. </s>,-132.7745008672903,-132.73664532000421,-212.55122091522793,-215.54730264384276,-215.53412336294664,-232.872866891332,-283.3731495485629,-281.8568365138458,-297.05120759783085,-303.941232275214,-303.941232275214,-303.941232275214
"<s> पीएम नरेंद्र मोदी ने मुइज़्ज़ू का
शुक्रिया अदा करते हुए मालदीप को महत्वपूर्ण साझेदार कहा है. </s>",-189.0225562518796,-188.97677354851874,-279.25256390167834,-318.7716491235234,-318.7495704263615,-343.31929182343606,-338.10582907309197,-335.05961045136746,-373.05368222165566,-354.2160932110296,-352.1961916005784,-373.22277130002857
<s> हालाँकि यह हमला कितना बड़ा था इसकी सही जानकारी जुटा पाना करना मुश्किल है. </s>,-145.56594109558242,-145.519274558185,-226.7450785787158,-297.7100300714027,-297.7072300222418,-302.19728722246396,-371.52075842545054,-371.0189476388285,-375.32728721768535,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> लेकिन उनके बीच एक सड़क विवाद का विषय है. </s>,-90.69149868580504,-90.65989408477084,-157.89375248395723,-160.30592783372032,-160.287422137364,-178.00951097615038,-216.5090542670679,-215.5024700331267,-225.66515454446306,-221.04816892742838,-221.04816892742838,-221.04816892742838
<s> ऐसा देखा जाता है कि भारतीय कप्तान अपने मुख्य गेंदबाज़ का ज़्यादा इस्तेमाल करते हैं. </s>,-139.80705549420102,-139.75897112600728,-237.673236110262,-288.9285088787179,-288.91010601179767,-315.423894365804,-357.66129089796175,-356.15073521947375,-379.94336911464063,-357.7304599966088,-356.7282777667685,-366.2130276063976
"<s> जिन्ना की बहन ने भावावेश में जिन्ना का हाथ पकड़ कर कहा, ‘वो देखो. </s>",-179.02868373789684,-179.01464444633095,-250.76043613714168,-310.352357696376,-310.34687021492425,-316.2296375516921,-355.4920901705989,-354.4838939591374,-363.82027414015045,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> इस पर तीखी प्रतिक्रिया आई. </s>,-65.46320664939458,-65.444749562579,-104.09018213621042,-97.45652902389173,-97.45063425156545,-109.42391133428703,-102.11233128663945,-101.11041459099303,-115.14022289361037,-110.52408446371419,-110.52408446371419,-110.52408446371419
"<s> दिल्ली में विपक्ष की ‘लोकतंत्र बचाओ रैली’ में शामिल नेताओं ने बीजेपी के नेतृत्व वाली सरकार के ख़िलाफ़ जमकर भाषण दिया और लोगों से अपील की कि वो लोकसभा चुनावों में ""गणतंत्र और संविधान बचाने के लिए"" बीजेपी की ख़िलाफ़ वोट करें. </s>",-389.4478745618354,-389.33951416262033,-631.8361334486113,-744.7262700479185,-744.6528498577393,-823.1052889785905,-953.8935892328766,-947.7963865790596,-1022.4181340322692,-1071.3829305523923,-1069.3586767120578,-1091.6293159268362
<s> इनकी जांच के बाद ही इस मामले कोई निष्कर्ष निकाला जा सकता है. </s>,-119.62780288628213,-119.5839762416859,-210.65533502287454,-213.04591944981541,-213.02220123886204,-246.2235060151208,-270.98186197192376,-268.4487725099263,-301.6676641460953,-301.1878514021929,-300.17308844440123,-310.95098354147467
<s> वहीं मंगलवार को मिक्स्ड इवेंट में पदक जीतकर उन्होंने इतिहास में एक बार फिर अपना नाम दर्ज कराया. </s>,-163.20833971811993,-163.1523702636732,-276.84152872656983,-306.4241455783874,-306.3970356892444,-342.3595324666037,-377.8046245435753,-374.2663094663251,-416.8078929429883,-423.79191983016165,-422.27748815228966,-438.79541798663894
<s> अगर ऐसा होता है तो शायद मेरे पास भी आपको शुक्रिया कहने के लिए कोई वजह हो. </s>,-148.15240427852197,-148.09589858887287,-263.5050060255248,-273.54767359710013,-273.5138180535449,-314.31780694973554,-361.887168459395,-358.8627478451245,-400.68473391117203,-396.2995542977641,-394.7758501927765,-411.1644330803452
<s> इस रिपोर्ट में यही समझने की कोशिश करते हैं. </s>,-88.63905364614305,-88.60754026292396,-156.28051851414395,-154.84341527963403,-154.82349685017732,-177.83669389729124,-178.52015213547375,-176.4945624649082,-202.6509866378179,-205.2569142212207,-204.74776649085248,-210.73753120792145
<s> यह कंपनी भी अब मुश्किल स्थिति का शिकार है. </s>,-90.22015041498841,-90.1885606598073,-157.69273318344656,-163.80558424005966,-163.79754778204557,-177.9785675014034,-232.09224101493982,-231.58895614087282,-237.1721700079879,-221.04816892742838,-221.04816892742838,-221.04816892742838
<s> इसका मतलब था कि नखील को उसकी मालिकाना कंपनी दुबई वर्ल्ड के ज़रिए इस मुसीबत से ऊबारा जा सका. </s>,-211.983325530046,-211.92840968869947,-318.0377375709944,-412.2261051059025,-412.22289631902095,-426.25793911666557,-491.1011779676496,-490.0879699723662,-501.97529234335,-497.35838008671385,-497.35838008671385,-497.35838008671385
"<s> उन्होंने अमिताभ बच्चन के साथ ‘अमर अकबर एंथनी’, ‘सुहाग’, ‘नसीब’, ‘देश प्रेमी’, ‘परवरिश’, ‘कुली’, ‘मर्द’, ‘गंगा जमुना सरस्वती’ और ‘तूफ़ान’ जैसी फिल्में कीं. </s>",-437.34728183595604,-437.35368943320356,-501.3831778611279,-573.9443914233514,-573.9316507435781,-592.6160374156569,-601.550461517163,-600.5327143391293,-612.49942561333,-592.9084060674516,-592.4013685988753,-597.5718308576509
<s> प्रज्वल ने तब इन वीडियो को फेक और एडिटेड बताया था. </s>,-120.54556282414435,-120.58217918424292,-183.72055962996433,-272.98520075355015,-272.9877040957743,-275.4366228043218,-303.941232275214,-303.941232275214,-303.941232275214,-276.3102111592855,-276.3102111592855,-276.3102111592855
<s> क्या पाकिस्तानी तेज़ गेंदबाज़ शाहीन शाह अफ़रीदी  उतने ही असरदार और ख़तरनाक़ हैं जितना वसीम अकरम थे? </s>,-214.73969128579247,-214.7613168373476,-280.46800580650466,-423.4542633478389,-423.4577559844499,-427.1823162332248,-469.7273589707853,-469.7273589707853,-469.7273589707853,-442.09633785485676,-442.09633785485676,-442.09633785485676
<s> कई प्राइवेट अस्पताल. </s>,-50.326185826469896,-50.313580874843275,-77.99625937352414,-91.91849098965807,-91.9153531866504,-96.47596897067157,-82.89306334778564,-82.89306334778564,-82.89306334778564,-55.262042231857095,-55.262042231857095,-55.262042231857095
"<s> ” राहुल ने भारतीय टीम के गोलकीपर श्रीजेश का शुक्रिया
अदा करते हुए लिखा, धन्यवाद, श्रीजेश. </s>",-213.80555189770186,-213.76863478447555,-292.992572374142,-321.55024084434183,-321.5310892035754,-343.3366712131409,-359.10111229761094,-356.56708221867297,-384.5611454297895,-372.34859973964046,-370.8453918599991,-383.5334214302563
"<s> आदरणीय प्रधानमंत्री श्री नरेंद्र मोदी जी के नेतृत्व में झारखंड राज्य के सर्वांगीण विकास, आदिवासी समाज के उत्थान तथा घुसपैठ के रोकथाम में पार्टी को आपका सहयोग, सहभागिता एवं मार्गदर्शन सदैव मिलता रहेगा. </s>",-332.31852317556,-332.22245613471637,-502.85743907130023,-608.491095147327,-608.4629389429496,-644.68616912421,-761.4253246893813,-756.8617056561459,-808.259863919032,-812.835246594015,-810.3230746688323,-832.6395145781025
<s> उन्होंने मुझे भावनात्मक तौर पर काफ़ी सपोर्ट किया है. </s>,-100.14181387840637,-100.11113333653257,-158.24040815184247,-206.38838801528144,-206.3788864371736,-220.01805233490975,-232.00704924602857,-231.50576123556522,-237.17216851720607,-221.04816892742838,-221.04816892742838,-221.04816892742838
"<s> पीटीआई ने सोशल मीडिया वेबसाइट एक्स पर 
सीधे पाकिस्तान के सेना प्रमुख को निशाने पर लिया है. </s>",-155.2008314117318,-155.14470840075316,-262.9906336473541,-309.74282457372544,-309.7243113596321,-328.9224582436979,-401.34980144165166,-399.31741531350946,-423.69915178985286,-413.22655781205486,-412.22314231965834,-421.4750716412669
<s> शनिवार को द्विपक्षीय बैठक में दोनों देशों ने कुल दस सहमति पत्रों पर हस्ताक्षर किए. </s>,-142.70750419634888,-142.65764998284203,-236.83779205778978,-263.76410227718907,-263.74972103595894,-287.6702678445314,-345.4638715077489,-343.4334706541648,-368.4368538484471,-386.83429562299966,-386.83429562299966,-386.83429562299966
"<s> इनमें नव-बौद्ध या जिन्हें महार कहा जाता है, चर्मकार और मातंग ये तीन जातियां है. </s>",-205.60527729957616,-205.65273696496257,-267.7333658004891,-391.04005861164865,-391.0329096634403,-399.9730601408843,-414.4653167389282,-414.4653167389282,-414.4653167389282,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> आम जवान को पेंशन मिलेगी. </s>,-65.90379982403547,-65.88494042734524,-104.19518075986221,-119.08923720438756,-119.08284786011322,-123.68294169987867,-138.15510557964274,-138.15510557964274,-138.15510557964274,-110.52408446371419,-110.52408446371419,-110.52408446371419
"<s> जब पर्थ में गेंद दरार से टकराती है, तो यह बहुत बुरी तरह से आपके सिर के पार चली जाती है. </s>",-212.54396185913703,-212.4867518038384,-330.63204206234025,-386.047672895333,-386.03243390028666,-411.3446710473937,-514.9684825199965,-512.949397743551,-534.2232869504833,-539.218750409533,-538.7262746456432,-542.3097911500205
"<s> मेलेनिन त्वचा के पिगपेंटेशन के लिए जिम्मेदार होता है, जो मेलानोसाइट्स नाम की खास कोशिकाओं से बना होता है. </s>",-228.96047154957165,-228.92650255284437,-331.1092722989588,-409.6807602603581,-409.674414136527,-425.84673941795853,-491.4234905020201,-490.4406744464095,-501.97530556835386,-483.8697207805749,-483.37571898257744,-487.0477488580634
<s> उनके मुताबिक़ इसकी उत्तर भारतीय सिनेमाघरों में ऑक्यूपेंसी 88 प्रतिशत रही है. </s>,-132.0387469213878,-132.0080499731451,-198.5325501053266,-296.1529882070387,-296.14625021318886,-303.0518572726163,-331.57225339114257,-331.57225339114257,-331.57225339114257,-303.941232275214,-303.941232275214,-303.941232275214
<s> जब आशा ने इस फ़िल्म की शूटिंग शुरू की तब वह 16 बरस की थीं. </s>,-134.96641968843065,-134.9166487005427,-235.63964012776592,-255.2725027528718,-255.26612500123247,-273.6330743686418,-381.85941367938864,-380.8483881717118,-391.451271398295,-372.9973145375667,-372.4983300225097,-376.52366409384524
<s> समुद्र में ड्रग के फैलने की कई वजहें हो सकती हैं. </s>,-110.33347403471689,-110.29801521585767,-181.93420798441517,-208.66067881658495,-208.65231779547534,-219.28816450853745,-287.901659070217,-287.3951640104217,-292.43421909826105,-276.3102111592855,-276.3102111592855,-276.3102111592855
"<s> अलीगढ़ में एक रैली के दौरान पीएम मोदी ने कहा, ''कांग्रेस के शहज़ादे ने कहा है कि वो ये पड़ताल करेंगे कि कौन कितना कमाता है, किसके पास कितनी प्रॉपर्टी है. </s>",-326.49662918966663,-326.4600050368192,-490.2454734173221,-590.5736173784851,-590.5323531266982,-644.9970793633224,-677.443032886535,-672.3913253620399,-741.488367611546,-736.2344316205728,-733.2022659946647,-767.0665754461323
"<s> 11 मई-
 पहलवानों ने सिर पर काली पट्टियां बांधकर ब्लैक डे मनाया. </s>",-157.1168891179586,-157.0856627738804,-212.8210138350655,-284.71891400565244,-284.71644710342446,-289.0334599481475,-316.4817405611009,-315.98209499769484,-320.0652458804994,-303.941232275214,-303.941232275214,-303.941232275214
<s> कह देते हैं कि अफसरशाही है. </s>,-74.22868052861219,-74.20993244447834,-117.45723885523172,-127.72189084688695,-127.7177403242564,-137.22574388421955,-132.37898683237637,-131.3649428704466,-142.77206306430742,-138.15510557964274,-138.15510557964274,-138.15510557964274
<s> हमने बात की वैलरी मार्सेल से जो न्यू प्रोड्यूसर्स ग्रुप की निदेशक हैं. </s>,-142.1871966199101,-142.2291137050439,-210.14619046953462,-304.4847377233684,-304.47230630148294,-316.64773405136134,-359.2032745070711,-359.2032745070711,-359.2032745070711,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> हिज़्बुल्लाह जैसे संगठनों ने उनकी सांस्कृतिक नीतियों का विरोध करना शुरू कर दिया था. </s>,-136.81854591768789,-136.77954872632378,-224.84036553776477,-277.3899153666506,-277.3682655156608,-302.07155352202625,-299.8540530738918,-297.3197074988888,-329.29825794722296,-313.6861136875444,-312.17865630626966,-328.2713336130707
<s> हानिबल गद्दाफ़ी और उनकी पत्नी पर अपने नौकर को पीटने आरोप लगे थे. </s>,-164.53366857507953,-164.497068760791,-239.0391755630075,-290.0365648769671,-290.0230372243801,-302.6190783849877,-340.956367265851,-340.44642512279177,-347.69618647822887,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> पाकिस्तान में बीते दो सप्ताह में पेट्रोल की कीमत में 41 रुपये की बढ़ोतरी हो चुकी है. </s>,-145.00685305587623,-144.95018987333097,-260.84130826244706,-247.37947615413628,-247.3378742457829,-286.8043567637533,-334.96659090882224,-330.9062269242048,-377.6710365551302,-411.65065271857077,-410.63502000051835,-421.47506851603555
<s> शीर्ष रैंकिंग वाली चौथे स्थान पर आने वाली टीम से मुंबई के वानखेड़े स्टेडियम में पहला सेमीफ़ाइनल खेलेगी. </s>,-172.2946800467547,-172.2533608609265,-276.72986084422575,-314.86851463329424,-314.8397105255669,-342.5240105436478,-383.8048479907015,-380.26097825010754,-416.8092519622115,-440.93478492762557,-439.92663569839556,-449.1060943799088
"<s> आप हमें 
फ़ेसबुक
, 
एक्स
, 
इंस्टाग्राम
 और 
यूट्यूब
 पर फ़ॉलो भी कर सकते हैं. </s>",-144.57312726042906,-144.54257577174732,-236.1119336517306,-301.70018784620675,-301.6943242665777,-315.7434051056849,-380.9632346979539,-379.95375729196286,-391.4512110606603,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> ''. </s>,-33.736709366801094,-33.73036850811135,-50.94452183931885,-55.262042231857095,-55.262042231857095,-55.262042231857095,-27.631021115928547,-27.631021115928547,-27.631021115928547,0.0,0.0,0.0
<s> वो कैप्टन राकेश शर्मा के बाद अंतरिक्ष तक जाने वाले दूसरे भारतीय बन गए. </s>,-132.67728863092654,-132.63015368883353,-224.98381268434514,-281.7387117246534,-281.72454458463426,-301.9811680266989,-371.122661697789,-370.61786593067814,-375.3272850306794,-359.2032745070711,-359.2032745070711,-359.2032745070711
"<s> दिनभर: पूरा दिन,पूरी ख़बर हुमायूं रशीद चौधरी के बेटे नौमान रशीद चौधरी ने मशहूर बांगलादेशी अख़बार 'द डेली स्टार' के 15 अगस्त, 2014 के अंक में एक लेख लिखा. </s>",-394.6321919617171,-394.5805548771086,-507.856788960204,-666.7949862398501,-666.7747066722303,-688.523185334945,-769.0729052464353,-768.0655950111653,-778.285577360082,-773.6685912459993,-773.6685912459993,-773.6685912459993
<s> टीम ने यह फ़िल्माया भी था कि कैसे फ़्रांसीसी पुलिस के एक समूह ने एक नाव को रोकने की कोशिश की जिसके बाद तस्करों के दो समूहों और नाव के यात्रियों के साथ हिंसक झड़प भी हुई. </s>,-292.81319314368346,-292.7509294216482,-522.7339946619808,-567.7781068367134,-567.7277420110169,-642.557123892115,-800.6788238642807,-794.0799546687334,-872.7557243828355,-948.3704042528113,-946.8452388036507,-963.7848527544961
"<s> गैर-पारंपरिक ऊर्जा का विकास, ऊर्जा के नए स्रोत, बैटरी, साथ ही लुप्तप्राय प्रजातियों का संरक्षण, व्यवसाय परामर्श, या क़ानूनी सलाह और पर्यावरण संरक्षण क़ानून क्षेत्र में उभर सकते हैं. </s>",-382.8048906654472,-382.7417346334929,-509.03629905728116,-669.3600665094118,-669.3499596222456,-688.4860485844492,-786.0084633306127,-785.5067999452481,-789.7926040560143,-773.6685912459993,-773.6685912459993,-773.6685912459993
<s> पंजाब के ख़िलाफ़ गिल का ये लगातार दूसरा अर्धशतक है. </s>,-108.24314282163505,-108.2092904531331,-170.59280584658396,-196.38234597371098,-196.382858105173,-205.69631005876278,-257.8672327362924,-257.3570414024337,-264.80310494015407,-248.67919004335693,-248.67919004335693,-248.67919004335693
"<s> इस कव्वाली के बोल थे, 'दिल ग़लती कर बैठा है, ग़लती कर बैठा है दिल. </s>",-212.0737098567308,-212.0440077732377,-278.98884499996774,-364.2718320188458,-364.27154723683526,-371.7210293819834,-414.4653167389282,-414.4653167389282,-414.4653167389282,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> कुछ लोग उन पर जातिवाद का लाभ उठाने का भी आरोप लगाते हैं. </s>,-123.09397188110799,-123.05093904002429,-210.62282311622977,-218.2130428680885,-218.1883113328876,-246.44000080171153,-290.2683622246782,-288.23665133931047,-313.1750793515971,-317.5980723561485,-317.0975635343912,-321.26162171173644
<s> उन्हीं दिनों मेरी मुलाकात मज़हर ख़ाँ से हुई जिन्होंने  मुझे अपनी फ़िल्म 'बड़ी बात' में स्कूल टीचर का रोल दिया. </s>,-251.08852547450581,-251.04346369910579,-347.5593914208075,-433.82818828109384,-433.83065312913885,-439.9129780396366,-552.620422318571,-552.620422318571,-552.620422318571,-524.9894012026424,-524.9894012026424,-524.9894012026424
"<s> कोहली ऐसे खिलाड़ी नहीं हैं, जो यूँ ही कुछ भी कहने के लिए ही ऐसे ही कुछ बयान दे दें. </s>",-188.55799758814098,-188.49600313742204,-318.1259655677988,-354.3663702188397,-354.34060376588286,-383.29800150922506,-483.659433851548,-481.654115432072,-506.5921746894163,-524.9894012026424,-524.9894012026424,-524.9894012026424
