Ngram,Count,KneserNey_Prob
"<s> सूत्रों के अनुसार",1168,0.4161736612610684
"लगाया गया । </s>",1167,0.9999987155474095
"<s> उन्होंने आगे कहा",1167,0.8050043272842994
"कर रहे है ।",1165,0.689152950553249
"की जाएगी . </s>",1165,0.9828919399458137
"कर दिए । </s>",1165,0.999999999650012
"<s> . . .",1164,0.8398634247587649
"<s> उन्होंने यह भी",1164,0.962502622985338
"ने कहा कि हम",1163,0.018909647614768377
"एक - दूसरे के",1161,0.2989779354241008
"निधन हो गया ।",1161,0.5158440913379377
"चाहते हैं . </s>",1159,0.9535286178577014
"में अलग - अलग",1157,0.9999852809653673
"नहीं होती । </s>",1156,0.9999999980576635
"आनन - फानन में",1156,0.9999999997951508
"भी है . </s>",1153,0.9999836015227079
"ली गई है ।",1153,0.8722670158491705
"सुनिश्चित करने के लिए",1152,0.8450990896804126
"करना चाहते हैं ।",1152,0.4455735399089311
"नहीं हो रहा है",1152,0.7252059157531952
"चुका था । </s>",1150,0.9999980993462777
"सकी है । </s>",1150,0.9999962668800727
"आम आदमी पार्टी के",1150,0.36284333047881795
"हो गये । </s>",1149,0.9999999992307851
"कर लिया था ।",1148,0.7338601014701996
"कर दी गई थी",1147,0.15995610163695345
"नहीं मिली । </s>",1146,0.9999999995016452
"काम करने के लिए",1143,0.6651203282958138
"तोड़ दिया । </s>",1142,0.9999982305744759
"करने लगा । </s>",1139,0.9999999994977073
"नहीं होता है ।",1138,0.6344251741638973
"दर्ज की गई ।",1138,0.33116280865571873
"ली है . </s>",1138,0.9999833853740617
"लगाया जा रहा है",1137,0.9107812777253219
"अधिकारी ने कहा कि",1137,0.9623595261814869
"किसी भी तरह की",1137,0.4081369333135841
"कहा था । </s>",1136,0.9999980759227284
"देखने को मिला ।",1134,0.4989190233083536
"के लिए कहा गया",1134,0.2640876025838601
"आई हैं । </s>",1133,0.9999955521851093
"चलाया जा रहा है",1132,0.9192904349666615
"भी हो सकता है",1129,0.9654886167699622
"पुलिस को बताया कि",1129,0.8745548803029835
"होता था । </s>",1124,0.9999980553809781
"में ले लिया ।",1124,0.4314844922044515
"<s> मौसम विभाग के",1123,0.4971544148339982
"को सूचना दी ।",1123,0.6191835610464296
"संबोधित करते हुए कहा",1122,0.5338644140911998
"दावा किया है कि",1119,0.6669258702250737
"को पूरी तरह से",1119,0.9385702413848387
"रहे है . </s>",1119,0.9822036711503199
"मौजूद हैं । </s>",1118,0.9999954925095964
"होने के साथ ही",1117,0.653361486108
"मौत हो गई .",1116,0.0670220156938434
"दर्ज किया गया ।",1116,0.2932843228605531
"वाला है . </s>",1116,0.9999830578455935
"कर रहे थे .",1115,0.13804464430062607
"सूत्रों का कहना है",1115,0.9999374157949757
"<s> उन्‍ होंने कहा",1114,0.6868243562360834
"लगी थी । </s>",1114,0.999998257852025
"रहने वाला है ।",1114,0.76462805913577
"पाए गए हैं ।",1112,0.8387051347976745
"बात ये है कि",1112,0.9717783842921058
"पुलिस ने शव को",1111,0.7297233915969092
"से मौत हो गई",1109,0.8352270406579401
"संबोधित किया । </s>",1108,0.9999983886938635
"चल रहा है .",1108,0.1378623669660284
"नहीं आया । </s>",1108,0.9999999993692774
"किए गए थे ।",1106,0.8109591569786907
"खास बात यह है",1105,0.7874992477756376
"हुए थे . </s>",1104,0.9999885212636888
"रहता है . </s>",1104,0.9802237667359048
"ले लिया है ।",1103,0.7644952097296748
"का निर्णय लिया गया",1103,0.3366858094421558
"पुलिस मौके पर पहुंची",1101,0.7318218168615801
"हिस्सा लिया । </s>",1101,0.999998777875676
"में काम करने वाले",1101,0.4057730428156307
"की जांच कर रही",1100,0.6173162674303081
"सरकार की तरफ से",1100,0.9998756765463346
"की गयी । </s>",1099,0.9999999994426396
"पोस्टमार्टम के लिए भेज",1099,0.5786521557042993
"का गठन किया गया",1099,0.4747142070932749
"यह भी है कि",1097,0.9808076629003272
"बनाए गए हैं ।",1097,0.8868834522427415
"किया जा रहा था",1096,0.060417616746948344
"की सुरक्षा के लिए",1096,0.8339616110677034
"में था । </s>",1094,0.9999980020550452
"परेशानी का सामना करना",1094,0.9066803901366658
"- आर . </s>",1093,0.9999999801647084
"उन्होंने कहा कि यह",1092,0.04386816981629978
"काम करते हैं ।",1091,0.6661168265310472
"चपेट में आने से",1089,0.8227085025330312
"कर लिया है .",1089,0.15311675002560288
"पिछले 24 घंटे में",1089,0.8518803824371424
"करने के मामले में",1089,0.9211310116254844
"आरोप लगाया । </s>",1088,0.9999999986494073
"लिखा है । </s>",1087,0.9999960505170963
"मौजूद है । </s>",1087,0.9999960505170963
"जताई जा रही है",1087,0.885276485702397
"बात कही है ।",1083,0.7709928813041554
"इलाज चल रहा है",1083,0.7822090072560797
"पर निशाना साधते हुए",1082,0.9999999997365916
"कर लिया गया ।",1081,0.24933768165050357
"मिली जानकारी के मुताबिक",1080,0.31259204425709747
"ने कहा कि भारत",1079,0.017546614179610835
"बताया गया है ।",1079,0.3015173002988446
"सकता था । </s>",1077,0.9999979705183095
"गई हैं . </s>",1077,0.9999827694004403
"लिया था . </s>",1075,0.9999851376611797
"<s> इसके बाद उन्होंने",1074,0.05577797077003608
"कर सकें । </s>",1074,0.9823784193059334
"लगा था । </s>",1073,0.9999979629526742
"<s> बताया गया कि",1073,0.5932077787415482
"का पालन करते हुए",1072,0.8856561890739435
"की जा रही थी",1071,0.0726979535555093
"बयान में कहा गया",1071,0.4273447052109845
"की घोषणा की थी",1070,0.20531586813654557
"पुलिस को सूचना दी",1070,0.6261824692070082
"ऐसा लगता है कि",1069,0.9141411734700726
"देखने को मिल रहा",1068,0.40622012036525285
"रखा गया । </s>",1068,0.999998596482984
"में रखा गया है",1066,0.6377038458099061
"गृह मंत्री अमित शाह",1065,0.9999998430421553
"बैठक हुई । </s>",1064,0.999997912385853
"बंद हुआ । </s>",1062,0.99999772840851
"बंद है । </s>",1061,0.9999959537342918
"<s> घटना की सूचना",1061,0.500241205481324
"दिए जाएंगे । </s>",1060,0.9999939744833448
"पर है . </s>",1060,0.9999821627883795
"कर लें । </s>",1060,0.9999999993916481
"<s> इस घटना के",1059,0.3463857963186876
"हैं . . .",1059,0.6944594798135397
"कर देते हैं ।",1058,0.723818648033195
"मौके पर पहुंचे ।",1058,0.4746019554411361
"हो गईं । </s>",1058,0.9999999992276605
"मामले की जांच कर",1057,0.25295105930426853
"काम कर रहा है",1057,0.7108513142487043
"नहीं किया गया ।",1057,0.2669323879353801
"की रिपोर्ट के मुताबिक",1056,0.4712433108568654
"बनाता है । </s>",1056,0.9999959345758367
"मिली है . </s>",1055,0.9999820782518316
"मिल सके । </s>",1055,0.9999931136927904
"आ चुके हैं ।",1055,0.7256192471750571
"रिपोर्ट में कहा गया",1054,0.7696008583678381
"पेश किया । </s>",1054,0.9999983061411771
"को पोस्टमार्टम के लिए",1053,0.9102952256258248
"हो रही थी ।",1053,0.7145320872153342
"होने वाला है ।",1052,0.6821226647464431
"हार का सामना करना",1052,0.9743147737430983
"जा रहा है और",1051,0.020137988105789453
"रूप में हुई है",1050,0.6704485629820122
"आता है . </s>",1050,0.9701866898535224
"उन्होंने कहा है कि",1050,0.9998737506576805
"पुलिस का कहना है",1049,0.9673828914495815
"के लिए तैयार है",1049,0.23092134039772666
"जाया गया । </s>",1048,0.999998569698308
"मिले थे । </s>",1048,0.9999980585617755
"में हुआ । </s>",1048,0.9999976980628222
"बढ़ रही है ।",1047,0.7490170043439841
"देखा गया । </s>",1046,0.9999985669635055
"का रहने वाला है",1045,0.6924632626632047
"नहीं था . </s>",1045,0.9754832518391199
"<s> कहा जाता है",1044,0.9999364264353935
"जारी कर दिया है",1044,0.45831811381190485
"नहीं कर रहे हैं",1043,0.7415789648605281
"कर सकते है ।",1042,0.6942017487829226
"सामना करना पड़ा ।",1042,0.49482742944409197
"से बचाने के लिए",1042,0.9734856456610216
"ले जाया गया ।",1039,0.5135012412985118
"<s> मुझे लगता है",1039,0.9999867850109311
"भर्ती कराया गया था",1037,0.24583516006355963
"के बाद पुलिस ने",1037,0.6546566684219792
"आए हैं . </s>",1037,0.9999821047678632
"शुरू हुआ । </s>",1037,0.9999976736449736
"में आने के बाद",1036,0.7174560657257623
"प्राप्त कर सकते हैं",1036,0.9221555587976862
"जानी चाहिए । </s>",1035,0.9999885694493207
"कहा गया था कि",1032,0.7237802985740954
"कर ली गई है",1030,0.6556021063415114
"करने के लिए तैयार",1029,0.032641421129839844
"पीएम मोदी ने कहा",1029,0.6948539536588572
"शिवराज सिंह चौहान ने",1029,0.5700690155951725
"<s> केंद्र सरकार ने",1028,0.4476680225950465
"भर्ती कराया । </s>",1027,0.999999999308952
"कर चुकी है ।",1025,0.7264081518655283
"चाहते थे । </s>",1023,0.9999980111170486
"शुरू हो गया ।",1023,0.26974463601924525
"पर पहुंची । </s>",1022,0.9999999992067462
"देता है . </s>",1022,0.9740116048679663
"<s> वहीं दूसरी ओर",1022,0.6177914131822028
"<s> इस वीडियो में",1022,0.5897729260060098
"बढ़ावा देने के लिए",1021,0.8965613841985611
"<s> इसके बाद से",1021,0.05305195471136454
"ने पुलिस को बताया",1021,0.43504179047398883
"जाती थी । </s>",1021,0.9999980991646973
"मिला है . </s>",1018,0.9999814268719865
"इस घटना के बाद",1018,0.7019743453578832
"का जिक्र करते हुए",1016,0.9701325434998079
"बता दें कि इस",1016,0.09013812579370371
"भी थे । </s>",1015,0.9999979954411238
"बनाया गया । </s>",1015,0.9999985231958884
"के खिलाफ मामला दर्ज",1013,0.9999996736432554
"जारी रहा । </s>",1013,0.9999981180831089
"यादव ने बताया कि",1012,0.9999681285154834
"कांग्रेस अध्यक्ष राहुल गांधी",1012,0.9999835089724408
"वीडियो सोशल मीडिया पर",1012,0.9186537494353244
"नहीं होने के कारण",1011,0.791655152351882
"बनाया जा रहा है",1011,0.9096814890997545
"शुरू होगा । </s>",1010,0.9999925666231784
"से मुलाकात की ।",1009,0.4976024287407033
"नहीं की गई है",1008,0.4999897781600514
"बयान में कहा कि",1008,0.4022119851973549
"रखा जाएगा । </s>",1008,0.9999946694056057
"लिया गया था ।",1007,0.7656333808163891
"वाले हैं . </s>",1007,0.9999815716427748
"लोगों को गिरफ्तार किया",1006,0.7445851531759392
"का निर्देश दिया है",1006,0.2834528183777655
"पाए गए । </s>",1005,0.9999987790087062
"के नाम से जाना",1005,0.287731757640194
"मुश्किल है । </s>",1004,0.9999957240160194
"से घायल हो गया",1003,0.384442735107952
"नहीं मिला है ।",1003,0.8269842151578641
"मारकर हत्या कर दी",1003,0.9999503209047091
"शुरू कर दी गई",1003,0.12432663130870314
"बना है । </s>",1003,0.9999957197528252
"कर दिया था .",1002,0.16779920889856698
"के मुख्यमंत्री योगी आदित्यनाथ",1002,0.9999676590155115
"में बताया गया है",1001,0.5521731787480758
"ने सोशल मीडिया पर",1001,0.8570655669945177
"उन्होंने यह भी कहा",999,0.7566198432255342
"का जायजा लिया ।",999,0.786323623531005
"शुरू हो गई ।",999,0.2579238339296729
"हो सका । </s>",998,0.999999998869448
"ने बताया कि यह",997,0.0213323347301686
"करना होगा . </s>",997,0.9999768700252266
"दिवस के अवसर पर",997,0.9998799679034083
"को कम करने के",994,0.49992905380210173
"करती थी । </s>",994,0.9999980475323499
"में मौत हो गई",994,0.9120226737253917
"बैठक की । </s>",994,0.9999983743878766
"हैं . "" </s>",993,0.9999999221120294
"<s> मध्य प्रदेश के",993,0.4260726427253527
"योजना है । </s>",991,0.9999956679233941
"एक - दूसरे को",991,0.25517109380974096
"के साथ आता है",991,0.999999892549459
"गिर गया । </s>",990,0.9999984859028553
"लेता है । </s>",990,0.9999956635475592
"उन्होंने कहा था कि",989,0.9701049938451369
"अधिकारी डॉ . </s>",989,0.9999999979285913
"की पुष्टि हुई है",989,0.6654967920495983
"हो गए हैं .",989,0.1533202997260601
"की जा चुकी है",988,0.8556041704472503
"छात्र - छात्राओं को",986,0.3542004160865233
"कहना है कि इस",985,0.06574238714386599
"आ रही है .",982,0.17548471224913978
"आयोजित किया गया ।",980,0.65180755538596
"स) ता . </s>",980,0.7235778508304475
"लिए है । </s>",979,0.9999956148233745
"भेज दिया गया ।",979,0.3806154829300037
"कोविड - 19 की",979,0.09289917874576972
"मिलते हैं । </s>",979,0.9999948525288344
"की जांच की जा",978,0.3016183985933108
"जारी रहेगा । </s>",977,0.9999948357951869
"ने भाग लिया ।",976,0.7957405588123414
"करने का प्रयास किया",976,0.5012088144483005
"सकती हैं . </s>",975,0.9999809668146402
"उत्तर प्रदेश के मुख्यमंत्री",973,0.20879169767108877
"के लिए तैयार हैं",972,0.21397871095347537
"मदद मिलेगी । </s>",972,0.966931944280958
"हुए उन्होंने कहा कि",972,0.9554388100644794
"<s> जबलपुर । </s>",970,0.9999999967617212
"देख सकते हैं ।",970,0.5292843547569658
"रुपये है । </s>",970,0.9999955741361687
"कर लिया . </s>",970,0.9999843966990913
"प्रधानमंत्री नरेंद्र मोदी की",969,0.10429684911912618
"के खिलाफ मुकदमा दर्ज",969,0.9677617744829525
"की बात कही थी",967,0.14865613267226618
"खत्म होने के बाद",966,0.909152153737212
"<s> 6 . </s>",966,0.9999999398745936
"निर्देश दिए गए हैं",965,0.6528195709059946
"का इंतजार कर रहे",965,0.6633068916185331
"में होगा । </s>",964,0.9999922119184752
"मदद करता है ।",964,0.7363867009177227
"डीएसपी - बीआर एफएमपी",964,0.930050242300932
"की सूचना मिलते ही",963,0.9999998874296208
"लग रहा है ।",963,0.4514897927527325
"करना पड़ता है ।",963,0.7868767115633192
"सामने आ रहे हैं",962,0.9033269935350267
"शव को कब्जे में",962,0.9999998493740679
"भी नहीं है ।",961,0.6712820619569445
"दिल्‍ ली । </s>",961,0.9999999996577875
"को कब्जे में लेकर",961,0.6705094669147633
"फैसला लिया है ।",960,0.6943143662208457
"के लिए कहा ।",960,0.22353719268107625
"बनाया था । </s>",960,0.9999977231752286
"<s> खास बात यह",959,0.6426403806152516
"प्राप्त किया । </s>",959,0.9999981383449434
"गलत है । </s>",959,0.9999955233702645
"का सामना करना पड़",958,0.12956463659465237
"सामने आया है .",957,0.18599799972165812
"की जरूरत होती है",957,0.9772956105464808
"की गयी है ।",957,0.6361529729779032
"की घोषणा कर दी",957,0.8457586587660344
"बनाया जाएगा । </s>",956,0.9999943794569566
"कराई जाएगी । </s>",955,0.9999942021043212
"लिए कहा । </s>",955,0.9999999991948967
"ही हैं । </s>",955,0.9999947231683024
"बधाई दी । </s>",954,0.9999988450383105
"बन गया । </s>",953,0.9999984271183913
"मामला दर्ज किया गया",950,0.4765746812278085
"किसी भी प्रकार की",950,0.4877960990876566
"का आरोप लगाया ।",949,0.2141234940823992
"लगाई है । </s>",949,0.9999954761981913
"हिस्सा है । </s>",947,0.9999954666442277
"उठाया है । </s>",947,0.9999954666442277
"सवाल के जवाब में",946,0.9998771175960786
"करना चाहिए . </s>",946,0.9739529359038336
"में रहते हैं ।",946,0.6882065464015492
"लगे थे । </s>",946,0.9999978492312269
"बाकी है । </s>",945,0.999995457049824
"हो जाता है .",945,0.1328511188840024
"पिछले कुछ दिनों से",944,0.73630522658606
"देती हैं । </s>",943,0.9999946560188003
"कि इस मामले में",943,0.7075689511431072
"करना पड़ रहा है",943,0.9522454092209759
"आ गए हैं ।",943,0.7655812764610819
"हो चुकी हैं ।",942,0.7690313046090799
"करने जा रही है",938,0.7589577823675239
"ने आगे कहा कि",938,0.8848674539571707
"में से एक हैं",938,0.14083405558017378
"हुए कहा था कि",938,0.999870519041599
"फैसला किया । </s>",938,0.9999980966660988
"जागरण संवाददाता । </s>",938,0.9999999962049669
"की मदद के लिए",938,0.9747414022728124
"जाते है । </s>",938,0.9999954231472107
"माना जाता है .",937,0.14273885126120295
"की बात कही गई",937,0.14404021009264256
"कर दिया है कि",935,0.05634938335428573
"ने दावा किया कि",935,0.4594305914020542
"नाम से जाना जाता",935,0.8602721841048623
"का आदेश दिया है",935,0.40612471214802004
"को मिली । </s>",935,0.9999999993891822
"संभव है । </s>",934,0.9999954035461281
"उपस्थित रहे । </s>",934,0.9999978425176778
"कार्रवाई की मांग की",934,0.8012483672482668
"ने कहा कि देश",933,0.015170420420293417
"निर्देश दिया है ।",932,0.6324397959329492
"दे सकते हैं ।",932,0.7264924497671437
"की अपील की है",932,0.305229993733156
"के निर्देश दिए गए",931,0.1899960492144764
"मनाया जाएगा । </s>",931,0.9999942285293776
"की रिपोर्ट के अनुसार",930,0.4149244613788571
"सामने आ रही है",930,0.6634290673474394
"हो रहा था ।",930,0.7059060586239524
"शव को पोस्टमार्टम के",929,0.9999997725533273
"के हवाले कर दिया",929,0.9684885686562363
"उन्‍ होंने कहा कि",929,0.9156602340822421
"आधारित है । </s>",929,0.9999953788074097
"जरूरत है . </s>",928,0.9775917738014366
"कार्यक्रम का आयोजन किया",928,0.86754508647596
"मांग की थी ।",927,0.7030625491721115
"को एक बार फिर",927,0.966105071892037
"की बात है कि",926,0.36483284461416293
"व्यवस्था की गई है",926,0.7195695499529362
"रेफर कर दिया गया",926,0.4921860764671507
"करने जा रहे हैं",926,0.840239157704601
"नई दिल्‍ ली ।",925,0.7075364705855034
"उपलब्ध हैं । </s>",924,0.9999945461317411
"मामला दर्ज कर लिया",924,0.5663619765924821
"कर सकती हैं ।",924,0.7694765026443725
"करने की अपील की",924,0.8553002073179443
"को इलाज के लिए",923,0.8620453270976551
"रहती हैं . </s>",923,0.9999798945225072
"ले रहा है ।",923,0.7892761579592996
"को हिरासत में लिया",922,0.4011420277853931
"कराई थी । </s>",920,0.999997890486039
"अनुमान है । </s>",919,0.9999953285223978
"कर रही हैं .",919,0.20811731618836482
"मीडिया पर वायरल हो",918,0.614625473417617
"कि कोविड - 19",918,0.9999999501838329
"रह गए । </s>",918,0.999998663293845
"पहुंच रहे हैं ।",918,0.8578298314058597
"<s> इस तरह के",917,0.30165319864163503
"लगा दी है ।",917,0.7694314236768637
"किए जाने के बाद",917,0.47494034447488626
"<s> इसके बाद वह",916,0.04757922973307665
"का फैसला किया ।",915,0.20223075966024873
"नजर आएंगे । </s>",914,0.9999999984796475
"गोली मारकर हत्या कर",914,0.8591782399920369
"किया जाना है ।",914,0.9000739375349796
"पाते हैं । </s>",914,0.9999944864614101
"बारे में जानकारी दी",913,0.33446821050937064
"करते थे . </s>",913,0.9999861199070235
"बनाया गया था ।",913,0.7918690397758998
"दे रहे हैं .",913,0.1862190220241373
"बना रहे हैं ।",913,0.6662245076907934
"लगा दिया । </s>",912,0.9999977843377758
"इस योजना के तहत",912,0.7086499616012218
"अपने परिवार के साथ",911,0.7773958755277711
"दिया गया था .",911,0.1651362870958788
"जानते हैं । </s>",910,0.9999944622260756
"में शामिल किया गया",909,0.5172991203211718
"करने का आदेश दिया",908,0.7850104030672632
"से इंकार कर दिया",907,0.9201721638199389
"पर पहुंच गया ।",907,0.47905115306414364
"शुरू करने के लिए",907,0.7729781538235678
"हासिल करने के लिए",906,0.760350549816438
"ने कहा कि आज",905,0.014714374246934066
"उनका कहना था कि",904,0.999999850180067
"कहा है कि वह",904,0.10388333047698836
"की बात है ।",903,0.35566511172461673
"दिया जाएगा . </s>",903,0.9999795079261173
"दे दिया है ।",903,0.6679332338760219
"आस - पास के",902,0.7364789181734802
"दी गई . </s>",901,0.999974635347722
"बनता है । </s>",900,0.9999952299023152
"माना गया है ।",900,0.7280585516726659
"में . . .",899,0.9326252144353196
"मंत्री डॉ . </s>",898,0.9999999977186824
"बढ़ता जा रहा है",898,0.9610329581592801
"में भर्ती कराया ।",898,0.1645855503394856
"चल रही थी ।",898,0.7349909329118764
"को शामिल किया गया",898,0.6265635251225493
"<s> साथ ही उन्होंने",897,0.10369978734563484
"शुरू हुई । </s>",897,0.9999975237219036
"तैयार किया गया है",897,0.7526145946811617
"से पता चलता है",897,0.9999999077286397
"शामिल है . </s>",896,0.9999788979416098
"पर पहुंच गए ।",895,0.5454435184353685
"न होने के कारण",895,0.7359733795669023
"का अनुमान है ।",894,0.6410233275791299
"विभाग की टीम ने",894,0.6882592542100351
"में डॉ . </s>",894,0.9999999977084751
"पड़ती है । </s>",892,0.99999518712117
"आ रही हैं .",892,0.2813904382729092
"वाली हैं । </s>",891,0.9999943441366204
"मरने वालों की संख्या",890,0.8850632638579732
"आयोजित की गई ।",889,0.6342546582652183
"एसएल एफटीपी सीरीज -",889,0.9999996854093485
"<s> ov . i",888,0.9999992886448325
"ov . i </s>",888,0.9999999871777449
"में कहा गया कि",888,0.16065828592978823
"की जरूरत है .",888,0.1460555489303148
"प्राप्त जानकारी के अनुसार",888,0.837738888574762
"शुरू होगी । </s>",888,0.9999920797607119
"मिल रहे हैं ।",885,0.7639922407306617
"गिरफ्तार किया था ।",885,0.7936584706844391
"जानकारी दी गई ।",885,0.5444136951139442
"नुकसान हुआ है ।",884,0.8355506818523203
"चलता है । </s>",884,0.9999951435657054
"लग गया । </s>",881,0.9999982985741508
"इस बात को लेकर",880,0.5606607527048634
"अस्पताल ले जाया गया",880,0.9653605989201935
"<s> उन्होंने कहा है",880,0.02321166320670972
"जांच की । </s>",880,0.9999981637972152
"सोशल मीडिया पर काफी",880,0.10278966822754455
"ने कहा कि अगर",880,0.014327583526245885
"के रूप में भी",880,0.042356651343644074
"बने हुए हैं ।",879,0.7849130106407272
"<s> सूचना मिलते ही",879,0.9999998766720418
"पुलिस को दी ।",879,0.434672676376968
"ने कहा कि जब",879,0.014294843049206269
"ले गया । </s>",878,0.9999982927606228
"<s> आम आदमी पार्टी",878,0.9057390902327621
"से हराया । </s>",876,0.9999999965753257
"हो जाए । </s>",875,0.9999922925430887
"नहीं हो पाया है",874,0.531025545304581
"एक - दूसरे से",874,0.22502215940557235
"दर्ज की । </s>",873,0.9999981490739397
"ही नहीं है ।",872,0.6687774844801148
"की गई हैं ।",871,0.8250317942862776
"नहीं हो पा रहा",871,0.5113794367657123
"करने को कहा ।",870,0.3027353154066153
"नहीं किया जाएगा ।",870,0.8540592536121702
"बन गई है ।",869,0.7801036582657739
"भी जाना जाता है",869,0.9597790117002644
"ने कहा कि भाजपा",868,0.014107546551460695
"करने की कोशिश कर",868,0.2188954376013738
"के बारे में पता",868,0.03034429892538749
"रखा गया था ।",867,0.7637107849913671
"पड़ा है । </s>",867,0.9999950483415037
"दिखाई दे रहे हैं",867,0.8637238290094115
"आ रहे थे ।",866,0.7861140867540759
"होती थी । </s>",866,0.9999977589459075
"हैं . ' </s>",866,0.9999999387556984
"अध्यक्ष डॉ . </s>",865,0.9999999976316495
"की मौत हो गयी",865,0.06864230242930014
"किए जाते हैं ।",865,0.8308200891632826
"से सम्मानित किया गया",864,0.6755444044058051
"दर्ज कराई है ।",864,0.7900224818754109
"को देखने के लिए",864,0.6438700334231513
"वाली है . </s>",864,0.9999781163838916
"भाग निकले । </s>",863,0.9999999977938396
"हाल ही में एक",863,0.13071011924343443
"पर आधारित है ।",863,0.6762056691708097
"<s> कहा जा रहा",862,0.9432945904957628
"को खारिज कर दिया",862,0.9404057065597986
"कर रहे हैं कि",862,0.02838740343441441
"चुके है । </s>",862,0.9999950196195866
"गये थे । </s>",862,0.9999976396435507
"के . . .",861,0.9995939063389362
"से जाना जाता है",860,0.8486782885605911
"कर दें । </s>",860,0.9999932016193254
"प्रदान करने के लिए",860,0.8927760938259937
"नारेबाजी की । </s>",859,0.999998118907508
"बिड़ला एसएल एफटीपी सीरीज",859,0.7199449521890298
"को ध्यान में रखकर",858,0.242475242298562
"<s> उनका कहना था",858,0.282229271490628
"परेशानियों का सामना करना",856,0.9708162762387144
"कर सकते हैं और",855,0.045621477659523
"कराई गई । </s>",855,0.9999989449368789
"<s> घटना की जानकारी",855,0.4034293341887664
"भारतीय जनता पार्टी भाजपा)",855,0.185342360264128
"आत्महत्या कर ली ।",854,0.6378760203060613
"रखी थी । </s>",854,0.999997727455686
"का ऐलान किया है",853,0.48569259992473146
"दिए हैं . </s>",851,0.9999781934715325
"आती हैं । </s>",851,0.9999940782911031
"निकाला गया । </s>",851,0.9999982385943911
"की व्यवस्था की गई",851,0.44177516580170906
"मांगी है । </s>",850,0.9999949493083337
"कहना है कि वह",850,0.05677272557047417
"लगा है . </s>",850,0.9999777559478616
"देखने को मिल रही",849,0.3228887451689376
"का फैसला लिया है",849,0.4681916412107709
"कह रहे हैं कि",849,0.5855401953232164
"पूछताछ की । </s>",848,0.9999980945065441
"लिया गया है .",848,0.14533004635610713
"तो पता चला कि",847,0.962586821951193
"प्रदेश के मुख्यमंत्री योगी",847,0.5537957828403863
"चुकी हैं . </s>",847,0.9999780904891077
"नहीं की है ।",846,0.7323411158984353
"देते हुए बताया कि",846,0.898378959645328
"जानकारी के लिए बता",846,0.7408105090385046
"रहना चाहिए । </s>",845,0.9999859992663277
"मौके पर पहुंच गए",845,0.43219244816658564
"के लिए कहा है",845,0.1967393160822102
"से कहा है कि",844,0.9998429362447446
"बनाते हैं । </s>",844,0.9999940291774038
"मांगा है । </s>",844,0.9999949134029427
"<s> इसके बाद पुलिस",844,0.04380440150823272
"में नहीं है ।",843,0.7383028643761
"पर निर्भर करता है",843,0.9999998059935921
"<s> 7 . </s>",842,0.9999999197262397
"कर सकता है .",841,0.16075138995008723
"आ रहा था ।",840,0.7315537373103423
"ने कहा कि प्रदेश",840,0.013649010210469999
"काम चल रहा है",839,0.8521415990351984
"के रहने वाले हैं",839,0.5799849391252426
"अनिवार्य है । </s>",839,0.9999948830894918
"नहीं मिली है ।",839,0.8218247137399456
"अच्छा है । </s>",839,0.9999948830894918
"दम तोड़ दिया ।",839,0.7933159979055527
"होती जा रही है",839,0.8467790331937962
"कर दिए गए हैं",839,0.5912547255037804
"मिलता है . </s>",839,0.9999774643095142
"भेजा जाएगा । </s>",838,0.9999935880201081
"हो गयी है ।",837,0.5654049033249513
"होने वाली है ।",837,0.6867605416535227
"सिंह का कहना है",837,0.947523119030312
"हो चुका है .",835,0.15147811658075294
"दिन है । </s>",835,0.9999948585773457
"कोरोना वायरस से संक्रमित",835,0.46542218844770605
"दर्ज है । </s>",834,0.9999948524125702
"करने की आवश्यकता है",834,0.6095541963107591
"नहीं होती है ।",834,0.7174546566726349
"ने कहा कि राज्य",834,0.013556306668727638
"दिखाई दे रहा है",833,0.9020032952036405
"विरोध किया । </s>",833,0.9999978567500609
"पर हमला कर दिया",832,0.900401892033278
"पर बंद हुआ ।",832,0.6509121311475434
"वृद्धि होगी । </s>",832,0.9999915466676829
"लेना चाहिए । </s>",831,0.9999857633935582
"<s> इससे पहले भी",830,0.16280938965287906
"करने की घोषणा की",829,0.824187612292582
"ने यह जानकारी दी",829,0.9351157575705948
"होने जा रही है",828,0.8831768307947732
"सकता है ? </s>",828,0.9999755994436671
"ने इस संबंध में",825,0.9999999757725823
"आदेश दिया है ।",825,0.6916655770528477
"बढ़ती जा रही है",824,0.8096219832465612
"जरूरी है . </s>",824,0.9999770540724301
"दी जाए । </s>",824,0.9999918155038868
"रहे हैं ? </s>",824,0.9691107751405169
". . । </s>",823,0.9999999958191294
"सकते है . </s>",823,0.9999770261915947
"की जांच की गई",822,0.25342933406941665
"<s> कोरोना काल में",822,0.7798445697987776
"<s> रिपोर्ट के मुताबिक",821,0.580423496643936
"नहीं हो रही है",820,0.7161044405425158
"लिए थे । </s>",820,0.9999975187472447
"आश्वासन दिया । </s>",820,0.9999975357512824
"सूत्रों की मानें तो",819,0.9999999971034484
"भाग गए । </s>",819,0.9999985017139801
"<s> ग्वालियर । </s>",818,0.9999999951450059
"कोरोना वायरस के संक्रमण",817,0.2025942754003032
"होने की उम्मीद है",817,0.8129749271923183
"ने कहा कि कोरोना",817,0.013275383839107943
"आज के समय में",817,0.9174487362549743
"करने को कहा है",817,0.28427341555182944
"से बचें । </s>",817,0.9999999948974216
