Ngram,Count,Katz_Prob
"संबोधित करते हुए कहा",1122,0.5315165876777251
"दावा किया है कि",1119,0.6669648181276088
"को पूरी तरह से",1119,0.9367671691792295
"रहे है . </s>",1119,0.981140350877193
"मौजूद हैं । </s>",1118,0.9995527728085868
"होने के साथ ही",1117,0.6533060269163253
"मौत हो गई .",1116,0.06700907070343005
"दर्ज किया गया ।",1116,0.2928590181149908
"वाला है . </s>",1116,0.9995519713261649
"कर रहे थे .",1115,0.13795024136650574
"सूत्रों का कहना है",1115,0.9995515695067264
"<s> उन्‍ होंने कहा",1114,0.6843884449907806
"लगी थी । </s>",1114,0.9995511669658886
"रहने वाला है ।",1114,0.7637174211248285
"पाए गए हैं ।",1112,0.8376036171816127
"बात ये है कि",1112,0.9707423580786027
"पुलिस ने शव को",1111,0.7277195281782438
"से मौत हो गई",1109,0.8340857787810384
"संबोधित किया । </s>",1108,0.9995487364620939
"चल रहा है .",1108,0.13778303060462802
"नहीं आया । </s>",1108,0.9995487364620939
"किए गए थे ।",1106,0.8098901098901099
"खास बात यह है",1105,0.7855618776671408
"हुए थे . </s>",1104,0.9995471014492754
"रहता है . </s>",1104,0.979148181011535
"ले लिया है ।",1103,0.7635041551246537
"का निर्णय लिया गया",1103,0.33623055809698077
"पुलिस मौके पर पहुंची",1101,0.7317154255319149
"हिस्सा लिया । </s>",1101,0.9995458673932789
"में काम करने वाले",1101,0.4048933038999264
"की जांच कर रही",1100,0.6156215005599104
"सरकार की तरफ से",1100,0.9995454545454545
"की गयी । </s>",1099,0.9995450409463148
"पोस्टमार्टम के लिए भेज",1099,0.5787671232876712
"का गठन किया गया",1099,0.473083548664944
"यह भी है कि",1097,0.9807692307692307
"बनाए गए हैं ।",1097,0.885702746365105
"किया जा रहा था",1096,0.0604113819344877
"की सुरक्षा के लिए",1096,0.8324468085106383
"में था । </s>",1094,0.9995429616087751
"परेशानी का सामना करना",1094,0.9052152317880795
"- आर . </s>",1093,0.9995425434583715
"उन्होंने कहा कि यह",1092,0.04359199648548265
"काम करते हैं ।",1091,0.6649390243902439
"चपेट में आने से",1089,0.822129909365559
"कर लिया है .",1089,0.1530511811023622
"पिछले 24 घंटे में",1089,0.8510555121188429
"करने के मामले में",1089,0.9193412162162162
"आरोप लगाया । </s>",1088,0.9995404411764706
"लिखा है । </s>",1087,0.999540018399264
"मौजूद है । </s>",1087,0.999540018399264
"जताई जा रही है",1087,0.8840520748576078
"बात कही है ।",1083,0.7699146514935988
"इलाज चल रहा है",1083,0.7815884476534296
"पर निशाना साधते हुए",1082,0.9995378927911276
"कर लिया गया ।",1081,0.24913534701406503
"मिली जानकारी के मुताबिक",1080,0.3122649696268441
"ने कहा कि भारत",1079,0.017440732235842037
"बताया गया है ।",1079,0.30100474462740723
"सकता था । </s>",1077,0.999535747446611
"गई हैं . </s>",1077,0.999535747446611
"लिया था . </s>",1075,0.9995348837209302
"<s> इसके बाद उन्होंने",1074,0.055249613998970666
"कर सकें । </s>",1074,0.9812614259597806
"लगा था । </s>",1073,0.9995340167753961
"<s> बताया गया कि",1073,0.5928689883913765
"का पालन करते हुए",1072,0.8848059454995871
"की जा रही थी",1071,0.07266987984522436
"बयान में कहा गया",1071,0.4270043877143997
"की घोषणा की थी",1070,0.20504217791411042
"पुलिस को सूचना दी",1070,0.6239789964994166
"ऐसा लगता है कि",1069,0.9132478632478632
"देखने को मिल रहा",1068,0.4054310672236992
"रखा गया । </s>",1068,0.9995318352059925
"में रखा गया है",1066,0.6364994026284349
"गृह मंत्री अमित शाह",1065,0.9995305164319249
"बैठक हुई । </s>",1064,0.9995300751879699
"बंद हुआ । </s>",1062,0.9995291902071564
"बंद है । </s>",1061,0.9995287464655985
"<s> घटना की सूचना",1061,0.4995289684408855
"दिए जाएंगे । </s>",1060,0.9995283018867924
"पर है . </s>",1060,0.9995283018867924
"कर लें । </s>",1060,0.9995283018867924
"<s> इस घटना के",1059,0.34591503267973855
"हैं . . .",1059,0.6940983606557377
"कर देते हैं ।",1058,0.7223360655737705
"मौके पर पहुंचे ।",1058,0.47315436241610737
"हो गईं । </s>",1058,0.9995274102079396
"मामले की जांच कर",1057,0.25238891543239367
"काम कर रहा है",1057,0.710013440860215
"नहीं किया गया ।",1057,0.26652371342078707
"की रिपोर्ट के मुताबिक",1056,0.4705751226036558
"बनाता है । </s>",1056,0.9995265151515151
"मिली है . </s>",1055,0.999526066350711
"मिल सके । </s>",1055,0.999526066350711
"आ चुके हैं ।",1055,0.7247422680412371
"रिपोर्ट में कहा गया",1054,0.768978102189781
"पेश किया । </s>",1054,0.9995256166982922
"को पोस्टमार्टम के लिए",1053,0.9088946459412781
"हो रही थी ।",1053,0.7125930941096817
"होने वाला है ।",1052,0.6805825242718446
"हार का सामना करना",1052,0.9736111111111111
"जा रहा है और",1051,0.020128377083732517
"रूप में हुई है",1050,0.6701787994891443
"आता है . </s>",1050,0.969067405355494
"उन्होंने कहा है कि",1050,0.9995238095238095
"पुलिस का कहना है",1049,0.9663594470046083
"के लिए तैयार है",1049,0.22998464575564817
"जाया गया । </s>",1048,0.9995229007633588
"मिले थे । </s>",1048,0.9995229007633588
"में हुआ । </s>",1048,0.9995229007633588
"बढ़ रही है ।",1047,0.7480343102215868
"देखा गया । </s>",1046,0.9995219885277247
"का रहने वाला है",1045,0.6908068783068783
"नहीं था . </s>",1045,0.9743470149253731
"<s> कहा जाता है",1044,0.9995210727969349
"जारी कर दिया है",1044,0.45787626151820976
"नहीं कर रहे हैं",1043,0.7398864442867282
"कर सकते है ।",1042,0.6934087882822902
"सामना करना पड़ा ।",1042,0.49383594120436225
"से बचाने के लिए",1042,0.9724556489262371
"ले जाया गया ।",1039,0.5120808678500987
"<s> मुझे लगता है",1039,0.9995187680461982
"भर्ती कराया गया था",1037,0.24567433041004977
"के बाद पुलिस ने",1037,0.6510678391959799
"आए हैं . </s>",1037,0.9995178399228544
"शुरू हुआ । </s>",1037,0.9995178399228544
"में आने के बाद",1036,0.7161134163208852
"प्राप्त कर सकते हैं",1036,0.9212633451957295
"जानी चाहिए । </s>",1035,0.9995169082125603
"कहा गया था कि",1032,0.723859649122807
"कर ली गई है",1030,0.6548982188295165
"करने के लिए तैयार",1029,0.032513514367906934
"पीएम मोदी ने कहा",1029,0.6925925925925925
"शिवराज सिंह चौहान ने",1029,0.5672917815774958
"<s> केंद्र सरकार ने",1028,0.4469334493257938
"भर्ती कराया । </s>",1027,0.9995131450827653
"कर चुकी है ।",1025,0.7250530785562632
"चाहते थे । </s>",1023,0.9995112414467253
"शुरू हो गया ।",1023,0.269433465085639
"पर पहुंची । </s>",1022,0.9995107632093934
"देता है . </s>",1022,0.9728571428571429
"<s> वहीं दूसरी ओर",1022,0.6168478260869565
"<s> इस वीडियो में",1022,0.5891003460207612
"बढ़ावा देने के लिए",1021,0.8951754385964912
"<s> इसके बाद से",1021,0.05252187339166238
"ने पुलिस को बताया",1021,0.4346252129471891
"जाती थी । </s>",1021,0.9995102840352595
"मिला है . </s>",1018,0.99950884086444
"इस घटना के बाद",1018,0.6993127147766323
"का जिक्र करते हुए",1016,0.9689885496183206
"बता दें कि इस",1016,0.08904770256050508
"भी थे । </s>",1015,0.9995073891625615
"बनाया गया । </s>",1015,0.9995073891625615
"के खिलाफ मामला दर्ज",1013,0.9995064165844028
"जारी रहा । </s>",1013,0.9995064165844028
"यादव ने बताया कि",1012,0.9995059288537549
"कांग्रेस अध्यक्ष राहुल गांधी",1012,0.9995059288537549
"वीडियो सोशल मीडिया पर",1012,0.9178765880217786
"नहीं होने के कारण",1011,0.7913077525450274
"बनाया जा रहा है",1011,0.9087230215827338
"शुरू होगा । </s>",1010,0.9995049504950495
"से मुलाकात की ।",1009,0.49679802955665026
"नहीं की गई है",1008,0.4990094105993066
"बयान में कहा कि",1008,0.40187475069804546
"रखा जाएगा । </s>",1008,0.9995039682539683
"लिया गया था ।",1007,0.7642369020501139
"वाले हैं . </s>",1007,0.9995034756703078
"लोगों को गिरफ्तार किया",1006,0.7437130177514792
"का निर्देश दिया है",1006,0.2832394366197183
"पाए गए । </s>",1005,0.9995024875621891
"के नाम से जाना",1005,0.28659058487874467
"मुश्किल है । </s>",1004,0.9995019920318725
"से घायल हो गया",1003,0.38409961685823757
"नहीं मिला है ।",1003,0.8257825370675453
"मारकर हत्या कर दी",1003,0.9995014955134596
"शुरू कर दी गई",1003,0.12416398315580877
"बना है । </s>",1003,0.9995014955134596
"कर दिया था .",1002,0.16767118700820358
"के मुख्यमंत्री योगी आदित्यनाथ",1002,0.9995009980039921
"में बताया गया है",1001,0.5515435501653804
"ने सोशल मीडिया पर",1001,0.8558597091531224
"उन्होंने यह भी कहा",999,0.7558667676003028
"का जायजा लिया ।",999,0.783751962323391
"शुरू हो गई ।",999,0.2574117040474349
"हो सका । </s>",998,0.999498997995992
"ने बताया कि यह",997,0.021148581251724356
"करना होगा . </s>",997,0.9994984954864594
"दिवस के अवसर पर",997,0.9994984954864594
"को कम करने के",994,0.4989954796584631
"करती थी । </s>",994,0.9994969818913481
"में मौत हो गई",994,0.9106324472960586
"बैठक की । </s>",994,0.9994969818913481
"हैं . "" </s>",993,0.999496475327291
"<s> मध्य प्रदेश के",993,0.4246897732135216
"योजना है । </s>",991,0.9994954591321897
"एक - दूसरे को",991,0.25488934637159033
"के साथ आता है",991,0.9994954591321897
"गिर गया । </s>",990,0.9994949494949495
"लेता है । </s>",990,0.9994949494949495
"उन्होंने कहा था कि",989,0.9691176470588235
"अधिकारी डॉ . </s>",989,0.9994944388270981
"की पुष्टि हुई है",989,0.6643145161290323
"हो गए हैं .",989,0.1532320570454193
"की जा चुकी है",988,0.8542387543252595
"छात्र - छात्राओं को",986,0.3532258064516129
"कहना है कि इस",985,0.06534147474613393
"आ रही है .",982,0.17533047516970346
"आयोजित किया गया ।",980,0.6512632978723404
"स) ता . </s>",980,0.7139212827988338
"लिए है । </s>",979,0.9994892747701737
"भेज दिया गया ।",979,0.3802953750485814
"कोविड - 19 की",979,0.09263466818138787
"मिलते हैं । </s>",979,0.9994892747701737
"की जांच की जा",978,0.3007692307692308
"जारी रहेगा । </s>",977,0.9994882292732856
"ने भाग लिया ।",976,0.7937347436940602
"करने का प्रयास किया",976,0.4989769820971867
"सकती हैं . </s>",975,0.9994871794871795
"उत्तर प्रदेश के मुख्यमंत्री",973,0.20669500531349627
"के लिए तैयार हैं",972,0.21309497696863347
"मदद मिलेगी । </s>",972,0.9657057654075547
"हुए उन्होंने कहा कि",972,0.9543222003929273
"<s> जबलपुर । </s>",970,0.9994845360824742
"देख सकते हैं ।",970,0.5280501089324618
"रुपये है । </s>",970,0.9994845360824742
"कर लिया . </s>",970,0.9994845360824742
"प्रधानमंत्री नरेंद्र मोदी की",969,0.10407264130668387
"के खिलाफ मुकदमा दर्ज",969,0.966566866267465
"की बात कही थी",967,0.14853234977716306
"खत्म होने के बाद",966,0.9082784571966134
"<s> 6 . </s>",966,0.9994824016563147
"निर्देश दिए गए हैं",965,0.6516891891891892
"का इंतजार कर रहे",965,0.6624313186813187
"में होगा । </s>",964,0.9994813278008299
"मदद करता है ।",964,0.7354961832061069
"डीएसपी - बीआर एफएमपी",964,0.9282273603082851
"की सूचना मिलते ही",963,0.9994807892004154
"लग रहा है ।",963,0.44997662459093035
"करना पड़ता है ।",963,0.7857142857142857
"सामने आ रहे हैं",962,0.9019699812382739
"शव को कब्जे में",962,0.9994802494802495
"भी नहीं है ।",961,0.6698047419804742
"दिल्‍ ली । </s>",961,0.9994797086368367
"को कब्जे में लेकर",961,0.6693379790940767
"फैसला लिया है ।",960,0.6932803468208093
"के लिए कहा ।",960,0.2230876540339456
"बनाया था । </s>",960,0.9994791666666667
"<s> खास बात यह",959,0.641566265060241
"प्राप्त किया । </s>",959,0.9994786235662148
"गलत है । </s>",959,0.9994786235662148
"का सामना करना पड़",958,0.12944436933892117
"सामने आया है .",957,0.18580031080031081
"की जरूरत होती है",957,0.9760204081632653
"की गयी है ।",957,0.6351261620185923
"की घोषणा कर दी",957,0.8427312775330397
"बनाया जाएगा । </s>",956,0.9994769874476988
"कराई जाएगी । </s>",955,0.9994764397905759
"लिए कहा । </s>",955,0.9994764397905759
"ही हैं । </s>",955,0.9994764397905759
"बधाई दी । </s>",954,0.999475890985325
"बन गया । </s>",953,0.9994753410283316
"मामला दर्ज किया गया",950,0.4754631947921883
"किसी भी प्रकार की",950,0.48717290918419703
"का आरोप लगाया ।",949,0.21406003159557663
"लगाई है । </s>",949,0.9994731296101159
"हिस्सा है । </s>",947,0.9994720168954594
"उठाया है । </s>",947,0.9994720168954594
"सवाल के जवाब में",946,0.9994714587737844
"करना चाहिए . </s>",946,0.9727366255144033
"में रहते हैं ।",946,0.6861393323657474
"लगे थे । </s>",946,0.9994714587737844
"बाकी है । </s>",945,0.9994708994708995
"हो जाता है .",945,0.13269176735037932
"पिछले कुछ दिनों से",944,0.7359594383775351
"देती हैं । </s>",943,0.9994697773064687
"कि इस मामले में",943,0.7054640718562875
"करना पड़ रहा है",943,0.9510595358224017
"आ गए हैं ।",943,0.7643957826439578
"हो चुकी हैं ।",942,0.7679445350734094
"करने जा रही है",938,0.7572697899838449
"ने आगे कहा कि",938,0.882768361581921
"में से एक हैं",938,0.14059688062387524
"हुए कहा था कि",938,0.9994669509594882
"फैसला किया । </s>",938,0.9994669509594882
"जागरण संवाददाता । </s>",938,0.9994669509594882
"की मदद के लिए",938,0.9735202492211839
"जाते है । </s>",938,0.9994669509594882
"माना जाता है .",937,0.14265041888804264
"की बात कही गई",937,0.14392193022898417
"कर दिया है कि",935,0.05633590547383651
"ने दावा किया कि",935,0.45921375921375923
"नाम से जाना जाता",935,0.8581267217630854
"का आदेश दिया है",935,0.4055989583333333
"को मिली । </s>",935,0.9994652406417113
"संभव है । </s>",934,0.9994646680942184
"उपस्थित रहे । </s>",934,0.9994646680942184
"कार्रवाई की मांग की",934,0.7999143101970866
"ने कहा कि देश",933,0.015079724441282059
"निर्देश दिया है ।",932,0.6315254237288136
"दे सकते हैं ।",932,0.7243390357698289
"की अपील की है",932,0.30471050049067716
"के निर्देश दिए गए",931,0.18982048143614852
"मनाया जाएगा । </s>",931,0.9994629430719656
"की रिपोर्ट के अनुसार",930,0.41440035666518055
"सामने आ रही है",930,0.6625089094796864
"हो रहा था ।",930,0.7041666666666667
"शव को पोस्टमार्टम के",929,0.9994617868675996
"के हवाले कर दिया",929,0.9671875
"उन्‍ होंने कहा कि",929,0.9138779527559056
"आधारित है । </s>",929,0.9994617868675996
"जरूरत है . </s>",928,0.9763157894736842
"कार्यक्रम का आयोजन किया",928,0.8652052238805971
"मांग की थी ।",927,0.7013626040878123
"को एक बार फिर",927,0.9651041666666667
"की बात है कि",926,0.3642266824085006
"व्यवस्था की गई है",926,0.7191142191142191
"रेफर कर दिया गया",926,0.49176408076514344
"करने जा रहे हैं",926,0.8390752493200363
"नई दिल्‍ ली ।",925,0.7068042813455657
"उपलब्ध हैं । </s>",924,0.9994588744588745
"मामला दर्ज कर लिया",924,0.5637973137973138
"कर सकती हैं ।",924,0.7683028286189684
"करने की अपील की",924,0.8535120147874307
"को इलाज के लिए",923,0.8605410447761194
"रहती हैं . </s>",923,0.9994582881906826
"ले रहा है ।",923,0.7877882152006832
"को हिरासत में लिया",922,0.4006521739130435
"कराई थी । </s>",920,0.9994565217391305
"अनुमान है । </s>",919,0.999455930359086
"कर रही हैं .",919,0.20789950203712088
"मीडिया पर वायरल हो",918,0.6112591605596269
"कि कोविड - 19",918,0.9994553376906318
"रह गए । </s>",918,0.9994553376906318
"पहुंच रहे हैं ।",918,0.8566760037348272
"<s> इस तरह के",917,0.3004918032786885
"लगा दी है ।",917,0.7682313495389773
"किए जाने के बाद",917,0.4721792890262751
"<s> इसके बाद वह",916,0.04711785898095728
"का फैसला किया ।",915,0.20205479452054795
"नजर आएंगे । </s>",914,0.99945295404814
"गोली मारकर हत्या कर",914,0.8569418386491557
"किया जाना है ।",914,0.8991141732283464
"पाते हैं । </s>",914,0.99945295404814
"बारे में जानकारी दी",913,0.33230152949745084
"करते थे . </s>",913,0.9994523548740416
"बनाया गया था ।",913,0.7907279029462738
"दे रहे हैं .",913,0.1860725938009788
"बना रहे हैं ।",913,0.6646030589949017
"लगा दिया । </s>",912,0.9994517543859649
"इस योजना के तहत",912,0.7065891472868217
"अपने परिवार के साथ",911,0.7768771331058021
"दिया गया था .",911,0.16506526468455401
"जानते हैं । </s>",910,0.9994505494505495
"में शामिल किया गया",909,0.5153148043108338
"करने का आदेश दिया",908,0.7830025884383088
"से इंकार कर दिया",907,0.9175101214574899
"पर पहुंच गया ।",907,0.4783641160949868
"शुरू करने के लिए",907,0.7708333333333334
"हासिल करने के लिए",906,0.759010896898575
"ने कहा कि आज",905,0.014626928425886995
"उनका कहना था कि",904,0.9994469026548672
"कहा है कि वह",904,0.10351741521539871
"की बात है ।",903,0.35517512790240063
"दिया जाएगा . </s>",903,0.9994462901439646
"दे दिया है ।",903,0.6665435745937962
"आस - पास के",902,0.7329268292682927
"दी गई . </s>",901,0.9994450610432852
"बनता है । </s>",900,0.9994444444444445
"माना गया है ।",900,0.7265751211631664
"में . . .",899,0.9320539419087137
"मंत्री डॉ . </s>",898,0.9994432071269488
"बढ़ता जा रहा है",898,0.9598930481283422
"में भर्ती कराया ।",898,0.16446765622136705
"चल रही थी ।",898,0.7326530612244898
"को शामिल किया गया",898,0.6241307371349096
"<s> साथ ही उन्होंने",897,0.10299862132352941
"शुरू हुई । </s>",897,0.9994425863991081
"तैयार किया गया है",897,0.7520973154362416
"से पता चलता है",897,0.9994425863991081
"शामिल है . </s>",896,0.9994419642857143
"पर पहुंच गए ।",895,0.5440997566909975
"न होने के कारण",895,0.735608552631579
"का अनुमान है ।",894,0.6400429799426934
"विभाग की टीम ने",894,0.6862519201228878
"में डॉ . </s>",894,0.9994407158836689
"पड़ती है । </s>",892,0.999439461883408
"आ रही हैं .",892,0.28123028391167193
"वाली हैं । </s>",891,0.999438832772166
"मरने वालों की संख्या",890,0.8833167825223436
"आयोजित की गई ।",889,0.6337375178316691
"एसएल एफटीपी सीरीज -",889,0.999437570303712
"<s> ov . i",888,0.9994369369369369
"ov . i </s>",888,0.9994369369369369
"में कहा गया कि",888,0.16063348416289594
"की जरूरत है .",888,0.14589840539207627
"प्राप्त जानकारी के अनुसार",888,0.8372641509433962
"शुरू होगी । </s>",888,0.9994369369369369
"मिल रहे हैं ।",885,0.7625
"गिरफ्तार किया था ।",885,0.7925627240143369
"जानकारी दी गई ।",885,0.543638598647818
"नुकसान हुआ है ।",884,0.8342776203966006
"चलता है । </s>",884,0.9994343891402715
"लग गया । </s>",881,0.9994324631101021
"इस बात को लेकर",880,0.5548895899053627
"अस्पताल ले जाया गया",880,0.9643640350877193
"<s> उन्होंने कहा है",880,0.02321315456081081
"जांच की । </s>",880,0.9994318181818181
"सोशल मीडिया पर काफी",880,0.1021605296782437
"ने कहा कि अगर",880,0.014222646269284258
"के रूप में भी",880,0.04197089000238607
"बने हुए हैं ।",879,0.7836752899197146
"<s> सूचना मिलते ही",879,0.9994311717861206
"पुलिस को दी ।",879,0.43361303060217177
"ने कहा कि जब",879,0.01420647498302015
"ले गया । </s>",878,0.9994305239179955
"<s> आम आदमी पार्टी",878,0.903707518022657
"से हराया । </s>",876,0.9994292237442922
"हो जाए । </s>",875,0.9994285714285714
"नहीं हो पाया है",874,0.5297149787750152
"एक - दूसरे से",874,0.22478126608337623
"दर्ज की । </s>",873,0.9994272623138603
"ही नहीं है ।",872,0.6667941851568477
"की गई हैं ।",871,0.8235572374645223
"नहीं हो पा रहा",871,0.5108568075117371
"करने को कहा ।",870,0.3023296244784423
"नहीं किया जाएगा ।",870,0.8524509803921568
"बन गई है ।",869,0.7782258064516129
"भी जाना जाता है",869,0.9586092715231788
"ने कहा कि भाजपा",868,0.014028590834114946
"करने की कोशिश कर",868,0.21823899371069183
"के बारे में पता",868,0.03019912274594444
"रखा गया था ।",867,0.7620932277924363
"पड़ा है । </s>",867,0.9994232987312572
"दिखाई दे रहे हैं",867,0.8621890547263682
"आ रहे थे ।",866,0.7839673913043478
"होती थी । </s>",866,0.9994226327944573
"हैं . ' </s>",866,0.9994226327944573
"अध्यक्ष डॉ . </s>",865,0.999421965317919
"की मौत हो गयी",865,0.06863289933312162
"किए जाते हैं ।",865,0.8296545105566219
"से सम्मानित किया गया",864,0.6735569422776911
"दर्ज कराई है ।",864,0.7885844748858447
"को देखने के लिए",864,0.642963514519732
"वाली है . </s>",864,0.9994212962962963
"भाग निकले । </s>",863,0.9994206257242179
"हाल ही में एक",863,0.12880824372759855
"पर आधारित है ।",863,0.6743549648162627
"<s> कहा जा रहा",862,0.9425601750547046
"को खारिज कर दिया",862,0.9394765539803708
"कर रहे हैं कि",862,0.028364941393388646
"चुके है । </s>",862,0.9994199535962877
"गये थे । </s>",862,0.9994199535962877
"के . . .",861,0.9994192799070848
"से जाना जाता है",860,0.8476331360946746
"कर दें । </s>",860,0.9994186046511628
"प्रदान करने के लिए",860,0.891597510373444
"नारेबाजी की । </s>",859,0.9994179278230501
"बिड़ला एसएल एफटीपी सीरीज",859,0.7184100418410042
"को ध्यान में रखकर",858,0.2421632307257837
"<s> उनका कहना था",858,0.28216518591641987
"परेशानियों का सामना करना",856,0.969954648526077
"कर सकते हैं और",855,0.045592786255469
"कराई गई । </s>",855,0.9994152046783625
"<s> घटना की जानकारी",855,0.4024964672633066
"भारतीय जनता पार्टी भाजपा)",855,0.18499675254384065
"आत्महत्या कर ली ।",854,0.6374159820761762
"रखी थी । </s>",854,0.9994145199063232
"का ऐलान किया है",853,0.484650369528141
"दिए हैं . </s>",851,0.999412455934195
"आती हैं । </s>",851,0.999412455934195
"निकाला गया । </s>",851,0.999412455934195
"की व्यवस्था की गई",851,0.44021739130434784
"मांगी है । </s>",850,0.9994117647058823
"कहना है कि वह",850,0.05638149598460211
"लगा है . </s>",850,0.9994117647058823
"देखने को मिल रही",849,0.32225598176984427
"का फैसला लिया है",849,0.46723568281938327
"कह रहे हैं कि",849,0.5855762594893029
"पूछताछ की । </s>",848,0.9994103773584906
"लिया गया है .",848,0.1452691121014741
"तो पता चला कि",847,0.9619318181818182
"प्रदेश के मुख्यमंत्री योगी",847,0.5529065969954279
"चुकी हैं . </s>",847,0.999409681227863
"नहीं की है ।",846,0.7307692307692307
"देते हुए बताया कि",846,0.8966065747613998
"जानकारी के लिए बता",846,0.7410166520595969
"रहना चाहिए । </s>",845,0.9994082840236687
"मौके पर पहुंच गए",845,0.4317484662576687
"के लिए कहा है",845,0.1963496861195071
"से कहा है कि",844,0.9994075829383886
"बनाते हैं । </s>",844,0.9994075829383886
"मांगा है । </s>",844,0.9994075829383886
"<s> इसके बाद पुलिस",844,0.04341224909933093
"में नहीं है ।",843,0.736451048951049
"पर निर्भर करता है",843,0.9994068801897983
"<s> 7 . </s>",842,0.9994061757719715
"कर सकता है .",841,0.16058463889950325
"आ रहा था ।",840,0.73
"ने कहा कि प्रदेश",840,0.01357579481871988
"काम चल रहा है",839,0.8512690355329949
"के रहने वाले हैं",839,0.5794747753973739
"अनिवार्य है । </s>",839,0.9994040524433849
"नहीं मिली है ।",839,0.8204500978473581
"अच्छा है । </s>",839,0.9994040524433849
"दम तोड़ दिया ।",839,0.7917847025495751
"होती जा रही है",839,0.8452620967741935
"कर दिए गए हैं",839,0.5900774102744546
"मिलता है . </s>",839,0.9994040524433849
"भेजा जाएगा । </s>",838,0.9994033412887828
"हो गयी है ।",837,0.5640593391773432
"होने वाली है ।",837,0.6856557377049181
"सिंह का कहना है",837,0.9462669683257918
"हो चुका है .",835,0.15139695210449927
"दिन है । </s>",835,0.9994011976047904
"कोरोना वायरस से संक्रमित",835,0.46232686980609417
"दर्ज है । </s>",834,0.999400479616307
"करने की आवश्यकता है",834,0.6079504011670314
"नहीं होती है ।",834,0.7160652920962199
"ने कहा कि राज्य",834,0.013478767101135224
"दिखाई दे रहा है",833,0.900974025974026
"विरोध किया । </s>",833,0.9993997599039616
"पर हमला कर दिया",832,0.8979481641468683
"पर बंद हुआ ।",832,0.649609375
"वृद्धि होगी । </s>",832,0.9993990384615384
"लेना चाहिए । </s>",831,0.9993983152827918
"<s> इससे पहले भी",830,0.1600424464595794
"करने की घोषणा की",829,0.8227408142999006
"ने यह जानकारी दी",829,0.9340473506200676
"होने जा रही है",828,0.8821961620469083
"सकता है ? </s>",828,0.9993961352657005
"ने इस संबंध में",825,0.9993939393939394
"आदेश दिया है ।",825,0.690536013400335
"बढ़ती जा रही है",824,0.8081452404317959
"जरूरी है . </s>",824,0.9993932038834952
"दी जाए । </s>",824,0.9993932038834952
"रहे हैं ? </s>",824,0.9676850763807285
". . । </s>",823,0.9993924665856622
"सकते है . </s>",823,0.9993924665856622
"की जांच की गई",822,0.25276923076923075
"<s> कोरोना काल में",822,0.7779356060606061
"<s> रिपोर्ट के मुताबिक",821,0.5798586572438162
"नहीं हो रही है",820,0.7144725370531823
"लिए थे । </s>",820,0.999390243902439
"आश्वासन दिया । </s>",820,0.999390243902439
"सूत्रों की मानें तो",819,0.9993894993894994
"भाग गए । </s>",819,0.9993894993894994
"<s> ग्वालियर । </s>",818,0.9993887530562348
"कोरोना वायरस के संक्रमण",817,0.2013067061143984
"होने की उम्मीद है",817,0.810824230387289
"ने कहा कि कोरोना",817,0.013203855234645364
"आज के समय में",817,0.9163860830527497
"करने को कहा है",817,0.2839012517385257
"से बचें । </s>",817,0.9993880048959608
"जाने के बाद भी",816,0.30451829723674384
"इस मामले की जांच",816,0.5015375153751538
"के लोगों के लिए",816,0.466533180778032
"ने कहा कि मैं",815,0.013171512662117146
"हासिल की है ।",815,0.7683962264150943
"के तहत मामला दर्ज",815,0.9707985697258641
"शुरुआत की । </s>",815,0.9993865030674847
"महत्व है । </s>",815,0.9993865030674847
"शिकायत की । </s>",814,0.9993857493857494
"<s> इस योजना के",814,0.5245003223726628
"ली गई । </s>",814,0.9993857493857494
"के निर्माण के लिए",813,0.7820019249278152
"हड़कंप मच गया ।",813,0.6192835365853658
"की कोशिश कर रही",813,0.26621887287024903
"रखा है . </s>",813,0.9993849938499385
"बारे में बात करते",813,0.37861136999068035
"के इलाज के लिए",812,0.9128233970753655
"जाना था । </s>",812,0.999384236453202
"के आस - पास",812,0.999384236453202
"दिख रही है ।",812,0.6971649484536082
"के खिलाफ कार्रवाई की",812,0.4773529411764706
"मांग कर रहे हैं",812,0.6204128440366973
"आयोजन किया जा रहा",811,0.9993834771886559
"किए हैं . </s>",811,0.9993834771886559
"ने कहा कि वे",810,0.013090656230796598
"निकाली गई । </s>",810,0.9993827160493827
"<s> इस घटना में",810,0.2645424836601307
"की जा रही हैं",810,0.054952141741904825
"मानते हैं । </s>",810,0.9993827160493827
"को मिल रही है",809,0.8483735571878279
"आते हैं . </s>",809,0.9993819530284301
"दिया जा सकता है",808,0.8654876741693462
"लगाया जाएगा । </s>",808,0.9993811881188119
"यह भी बताया कि",808,0.6937285223367697
"नहीं किया जा रहा",807,0.24969040247678018
"में लिखा है कि",807,0.7906862745098039
"अपील की है ।",807,0.4732981220657277
"<s> इस तरह की",807,0.2644262295081967
"समीक्षा की । </s>",806,0.999379652605459
"में हुई थी ।",806,0.7535079513564079
"कराई जा रही है",805,0.864124597207304
"लोगों ने बताया कि",805,0.9993788819875776
"<s> ज्ञात हो कि",805,0.9704463208685162
"को कोविड - 19",805,0.9993788819875776
"दिख रहे हैं ।",805,0.6977450130095403
"पाता है । </s>",805,0.9993788819875776
"जताया है । </s>",804,0.9993781094527363
"लाभ मिलेगा । </s>",804,0.9993781094527363
"लग रहा है कि",804,0.3756428237494156
"<s> मोदी ने कहा",804,0.7816147859922179
