Sentence,Add-One,Add-K,Token-Type 
"भावानगर  निचार  खंड  एनपीएस , सीपीएस  कर्मचारी  संगठन  की  बैठक  का  आयोजन  भावानगर  में  किया  गया ।",4.26463652219066e-81,3.995464638936811e-78,2.8947704232258862e-121
लेकिन  ईमानदारी  से  कहूं  तो  मैं  अब  पढ़ता  नहीं  हूं ।,1.1390104109267874e-38,3.2407743702049616e-36,5.377620843682739e-73
"बोनस  के  अतिरिक्त , MarketsWorld एक  भाग्यशाली  ट्रेडर  को , जो  कि  प्लेटफॉर्म  पर  सक्रिय  रहा  है , मासिक  लॉयल्टी  अवार्ड  भी  देता  है ।",7.842025594502133e-145,4.33821131471998e-141,3.156326585697575e-193
डॉ ।,1.8630037217912386e-05,7.510109969270048e-05,3.698187432523788e-18
परिजनों  को  वित्तीय  सुरक्षा  देने  या  किसी  आकस्मिक  स्थिति  में  बीमारी  के  बोझ  के  खर्च  से  राहत  दिलाने  के  लिए  बीमा  उत्पाद  को  निवेश  का  सबसे  लोकप्रिय  और  उपयुक्त  साधन  माना  जाता  है ।,4.794664925562073e-114,7.235672393747363e-107,1.795485256261048e-212
तूफान  के  दौरान  तेज  हवाएं  चलने  की  भी  चेतावनी  जारी  की  गई  है ।,5.704815826264707e-38,3.6719392931178176e-35,1.038763346283444e-90
इंदौर  दिनांक  10 अक्टूबर  2021 - आज  दिनांक  10 - 10 - 2021 को  गोमा  की  फेल  निवासी  फरियादी  ने  थाना  तुकोगंज  मे  रिपोर्ट  किया  था  कि  उसकी  17 वर्ष  04 माह  की  नाबालिग  लडकी  को  कोई  अज्ञात  बदमाश  बहला  फुंसलाकर  अपने  साथ  ले  गया ।,4.468660652036288e-180,4.074230493869329e-170,2.5834214476537723e-286
तब  उन्होंने  पीड़िता  को  कोटा  थाना  भेजने  कहा ।,1.5388161010336522e-36,1.7643737638452217e-34,7.718291269553038e-61
यहां  काम  करने  वाली  घरेलू  सहायिका  का  भी  कोरोना  टेस्ट  पॉजिटिव  आने  के  बाद  नगर  में  कम  से  कम  एक  सप्ताह  का  लॉक  डाउन  घोषित  करने  की  मांग  उठने  लगी  है ।,9.342387624167927e-90,5.660702427340349e-83,2.2743198507119056e-200
थोड़ी  ही  दूर  है  बरनावा ।,4.0662944337334596e-26,5.9622603479385415e-25,1.4902749760600322e-42
"केंद्रीय  रक्षा  मंत्री  राज  नाथ  सिंह , मानव  संसाधन  विकास  मंत्री  डॉ .",3.4093361884730203e-59,5.468718903095578e-56,1.857962419660728e-97
इस  कार्यक्रम  में  10 हजार  से  भी  अधिक  ब्रह्म  कुमार  भाई - बहनें  शामिल  होंगी ।,1.1060167303208584e-53,2.6662550480898467e-50,2.23523010393392e-103
इसके  अलावा  मनमाने  रूप  से  सीनियरटी  और  नियुक्ति  की  प्रक्रिया  की  जा  रही  है ।,3.714628472344404e-45,1.5683595554632762e-42,1.0446487791678782e-96
उसने  बताया  कि  वह  दिल्ली  की  एक  इंश्योरेंस  कंपनी  से  बोल  रहा  है ।,1.4837398680212657e-35,8.561792602281936e-33,1.2166228031561486e-90
"त्रिवेणी  सिंह , सुभाष  चंद्र  द्विवेदी , गायत्री  सिंह , डॉ .",4.0698896761103926e-95,2.7215756104738076e-93,5.624869818656641e-115
"अगर  हम  उन  लोगों  तक  पहुंचें  तों  हमें  अच्छे  एथलीट  मिलेंगे . """,5.537559253913081e-72,4.6292369100821915e-69,7.021573547862514e-98
केंद्र  की  योजनाओं  पर  बात  की ।,3.995393355037788e-18,8.678109107539408e-17,1.3414594779557304e-48
इनको  सुरक्षित  रहना  मानव  जाति  के  लिए  ही  नहीं  बल्कि  पशु  पक्षी  और  वनस्पतियों  के  लिए  भी  जरूरी  है ।,3.051170522368842e-64,3.297645254166285e-60,6.755228081636131e-127
लोग  घरों  में  कैद  है .,1.5987603041318663e-16,3.2807146629483538e-15,7.841131214101776e-43
कानपुर  उत्तर  प्रदेश  ने  रणजी  ट्रॉफी  एलीट  ग्रुप  सी  के  मैच  में  रविवार  को  यहां  गोवा  को  पारी  और  247 रन  से  शिकस्त  देकर  सात  अंक  प्राप्त  किये .,3.8227148508847695e-107,2.0780331991319247e-100,3.327944525056883e-183
"इस  साल  का  पहला  सूर्य  ग्रहण  उत्तरी  अमेरिका  के  उत्तरी  भाग , यूरोप  और  एशिया  में  आंशिक  रूप  में  दिखाई  देगा .",5.756950954088656e-87,1.9216737359840936e-82,3.3305864873373215e-152
कोरोना  के  कहर  से  डाऊ  जोंस  20000 के  नीचे  आ  आ  गया  है ।,8.087566129516988e-47,3.573792381741186e-44,9.923518273219215e-91
बालों  के  झड़ने  की  समस्या  का  समाधान  दो  तरीकों  से  होता  है - सर्जिकल  और  नॉन  सर्जिकल ।,5.2858319052264326e-70,1.5445113609938107e-66,1.1211655994460863e-115
साथ  ही  ऐसे  अवसरों  पर  भाग  लेने  के  लिए  छात्राओं  को  प्रोत्साहित  किया ।,4.981588259396177e-39,3.492389847364639e-36,5.811696358874767e-91
"अमेरिका  के  राष्ट्रपति  डोनाल्ड  ट्रंप  ने  चीन  से  चल  रहे  व्यापार  युद्ध  के  तहत  200 अरब  डॉलर  करीब  14 , 503 अरब  रुपये) के  चीनी  आयात  पर  10 प्रतिशत  शुल्क  लगा  दिया  है .",6.896500994194491e-129,1.7016477779926187e-121,2.7084432724625496e-225
"िकायत  में  कहा  गया  है  कि  अर्नब  गोस्वामी  ने  उनके  बारे  में  घोर  झूठे , दुर्भावनापूर्ण  और  अपमानजनक  बयान  दिए  हैं , जो  उनके  अपने  चैनल  रिपब्लिक  भारत  पर  प्रसारित  किए  गए ।",1.4373641553676698e-146,1.6629934393961718e-140,1.9421568310924794e-230
एल्बर्टा  में  131 हजार  डालर  की  टैक्सेबल  आय  पर  10 प्रतिशत  अतिरिक्त  आयकर  वसूल  किया  जाता  है ।,2.884229380078348e-73,1.4648454391122987e-69,3.524724752835822e-115
उन्होंने  बताया  कि  इन  मामलों  में  अब  तक  300 से  ज्यादा  व्यक्तियों  को  गिरफ्तार  किया  गया  है .,4.88055623905622e-40,1.6973780964533315e-36,1.235940618115198e-115
प्रदेश  के  चार  जिलों  में  इस  टिंचर  की  खपत  बढ़  गई  है ।,1.0954100889896562e-37,3.285462613500395e-35,1.15057727572941e-84
नए  वर्ग  में  विनेश  को  मिश्रित  सफलता  मिली ।,2.1615825654523413e-35,2.8653114359266298e-33,7.725226012155545e-61
आज  महिला  की  हालत  बिगडऩे  पर  जांच  की  गई  तो  पता  चला  कि  महिला  को  ओ  की  जगह  बी  पॉजिटिव  रक्त  चढ़ा  दिया  गया  था ।,1.0427354761114928e-83,2.2835833825921423e-78,3.0471248788680448e-164
"डीएसपी  ने  बताया  कि  नैन  डेरा  के  कृषि  विभाग  की  भी  जिम्मेदारी  संभाल  रहे  थे , उन्होंने  कहा  कि  कुछ  अनुयायी  अस्थियां  लाते  थे  और  अनुष्ठान  के  तहत  डेरा  परिसर  में  इसे  बिखेर  देते  थे .",1.4084672046698567e-140,7.284995548520736e-134,2.3411087702707142e-237
गणतंत्र  दिवस  समारोह  के  मुख्य  अतिथि  फ्रांस  के  राष्ट्रपति  फ्रांस्वा  ओलांद  का  सोमवार  को  राष्ट्रपति  भवन  में  उनका  रस्मी  स्वागत  किया  गया .,5.553254564171937e-75,8.11722539374464e-70,1.5076037005190334e-146
"वे  सिर्फ  देखते  हैं  कि  इसके  पास  क्या  है , जबकि  देखना  चाहिए  इसके  पास  मोहब्बत  के  जज्बात  हैं  या  नहीं ।",4.586805403985915e-96,7.279163351476745e-92,7.242514135378167e-152
"इसमें  प्रदेश  की  राजनीतिक  स्थिति , भौगोलिक  और  जातिगत  समीकरण  एवं  वोटर्स  की  स्थिति  का  ब्योरा  भी  दिया  गया ।",4.764192140098305e-86,2.447816433676281e-82,1.4207385258637108e-139
"स्वास्थ्य  मंत्रालय  के  मुताबिक , देश  में  पिछले  24 घंटे  में  2.76 लाख  केस  सामने  आए  हैं ।",6.236190188490117e-67,2.29925381872844e-63,3.242832722069075e-127
"पुन: प्रयास  किए  हैं , पत्र  लिखा  है ।",1.0272094366481564e-43,5.974782694235894e-42,3.709001155145732e-72
उन्होंने  सोशल  मीडिया  पर  कहा  कि  लॉकडाउन  की  सख्ती  से  महामारी  का  अंत  नहीं  होता  है ।,2.4926376919725643e-42,4.9187905456804756e-39,6.912871354496056e-109
मृतक  अमीन  निवासी  युवक  रवि  उर्फ  गोरखा  सलारपुर  रोड  पर  यूनियन  बैंक  के  साथ  स्थित  एक  मोबाइल  की  दुकान  से  बाहर  निकला  था ।,5.060366390287784e-85,1.0262824587944875e-79,4.773777663751527e-152
जब  60 साल  सत्ता  में  रहने  के  बाद  कांग्रेस  सरकार  देश  को  कृषि  नीति  नहीं  दे  सके  किसान  कांग्रेस  से  क्या  उम्मीद  करेंगे ।,1.8073953980096412e-77,4.3206561833346403e-72,3.728639505770707e-152
उपरांत  संगत  में  बैठकर  लंगर  छका ।,6.05767600243885e-34,2.881888601054825e-32,1.188549116654584e-48
"हिंदू  पंचांग  के  अनुसार , हर  माह  में  कृष्ण  पक्ष  की  चतुर्दशी  तिथि  को  मासिक  शिवरात्रि  मनाई  जाती  है ।",2.6663775203199953e-81,3.01285488297045e-77,3.496193573943277e-139
जीएसटी  प्रणाली  को  मोदी  सरकार  ने  पुराने  कर  को  समाप्त  करने  का  आग्रह  करने  के  लिए  लागू  किया  था ।,4.19577044296797e-56,2.7442091023438916e-52,2.0704842826522603e-127
नईदुनिया  प्रतिनि; घिळर् - ऊि्‌ ।,4.134586913861615e-20,1.8942008346495745e-18,1.497033703727737e-42
पुलिस  जानकारी  जुटाकर  पकड़े  गए  लोगों  को  सुरक्षित  स्थान  पर  भेज  रही  है ।,8.976252933749138e-41,8.486941633545984e-38,1.0539597360793314e-90
कोलकाता .,4.498649175298347e-07,2.1604772580264924e-06,1.3131441533728897e-18
सामान्य  तौर  पर  गुजरात  में  15 सितंबर  के  बाद  मानसून  समाप्ति  की  घोषणा  हो  जाती  है ।,8.20561686061399e-49,2.3559699830219762e-45,5.580363409226096e-109
इसे  मंगल  का  चक्कर  काट  रहे  Mars Reconnaisance Orbiter के  जरिए  भेजा  गया  था ।,8.878016131560181e-56,1.0774932228207283e-52,2.903910639046694e-97
जहां  उपचार  के  दौरान  पंकज  की  मौत  हो  गई ।,8.57524479503173e-25,1.1709498913986409e-22,9.099703927553581e-67
जिसे  ठीक  कराने  की  जगह  खानापूर्ति  कर  दी  गई ।,2.444803380910357e-29,4.826649154456148e-27,7.697236964949486e-67
इससे  आप  अपने  आपको  धारा  से  अलग  पाएंगी  और  इसलिए  कंफर्टेबल  महसूस  नहीं  करेंगी ।,8.707897364461812e-56,2.116016039269443e-52,2.1247848662732463e-97
"ईसा  पूर्व  चौथी  सदी  में  पंचारी  ने  कहा  था , भ्रष्ट  अधिकारियों  को  रंगे  हाथ  पकड़ना  उतना  ही  मुश्किल  है , जितना  मछलियों  को  पानी  पीते  हुए  और  मक्खियों  को  शहद  चाटते  हुए  पकड़ना ।",3.100195830456433e-177,9.254612832108967e-171,6.933994526915229e-243
राज्य  की  200 विधानसभा  सीटों  में  से  कांग्रेस  के  पास  पिछले  वर्ष  बसपा  छोड़  कांग्रेस  में  शामिल  हुए  छह  विधायकों  समेत  107 विधायक  है .,1.1849696916425691e-84,3.35200298500959e-79,1.3257300312293605e-158
"केडी  सिंह  ने  कहा  कि  सम्मान  मिलने  की  अनुभूति  तो  सुखद  थी  ही , लेकिन  प्रकृति  की  गोद  मे  बसे  इस  विश्वविद्यालय  का  परिसर  और  पूरा  वातावरण  देख  कर  मन  प्रसन्न  हो  गया ।",3.1744307805249164e-143,2.0791667840147595e-136,9.443904668302409e-225
यह  बात  है  कि  पिछले  वर्ष  की  तुलना  में  इस  बार  कोयले  का  प्रेषण  कम  रहा  है .,1.701272937814307e-48,3.0468896351165535e-45,1.1610566627332121e-115
नगर  पालिका  की  ओर  से  प्रत्येक  नये  वित्तीय  वर्ष  की  शुरुआत  में  बैठक  कर  साल  भर  विकास  में  होने  वाले  खर्च  व  विभिन्न  मदो  से  होने  वाली  संभावित  आय  का  खाका  खींचा  जाता  है ।,1.1305876466864687e-115,2.8314373471529893e-108,9.535274802079557e-219
यूएस  में  लंबे  समय  से  बंद  वॉल्ट  डिज्नी  वल्र्ड  फि  र  से  खुलने  जा  रहा  है ।,1.3509588236601617e-59,3.9881932234778225e-56,5.488125375993693e-109
"डीसी  ने  ICU , ICCU और  SDUC के  साथ  बच्चों  के  कोविड  वार्ड  का  भी  निरीक्षण  किया .",7.692867488547394e-83,4.450514141664486e-80,8.070270664198784e-128
जानकारी  मिलते  ही  प्रशासनिक  अधिकारी  हरकत  में  आए  और  जर्जर  पुलियाओं  का  निरीक्षण  कर  दुरुस्ती  कार्य  प्रारंभ  करवाया ।,6.432947718389176e-71,1.266903123152327e-66,8.346430170838387e-122
हालांकि  उसे  अस्पताल  ले  जाया  गया  लेकिन  उसकी  मौत  हो  गई ।,6.689560254332582e-29,6.283880009797746e-26,5.2926248072849074e-79
पीड़िता  ने  थाना  में  उसकी  रिपोर्ट  दर्ज  कराया ।,1.046766936346362e-26,1.4337679228652008e-24,7.753781294182311e-61
"हाईकोर्ट  में  शासन  के  मामलों  की  पैरवी  करने  के  लिए  अतिरिक्त  महाधिवक्ता , उपमहाधिवक्ता  व  शासकीय  अधिवक्ताओं  की  सूची  जारी  की  गई  है ।",4.1074512621159086e-89,5.524881230336745e-85,3.240862253584453e-163
उनके  अगले  क़दम  का  कोई  संकेत  नहीं  है .,5.616149436514451e-29,5.0492418411391895e-27,4.5043785378672654e-61
भारतीय  ओलिंपिक  संघ  आईओए) के  नवनियुक्‍ त  अध्‍ यक्ष  एन  रामचंद्रन  ने  खेलों  में  पारदर्शिता  लाने  का  वादा  किया  है ।,6.221243212363897e-80,3.2067943971246377e-75,1.7818090672241756e-133
स्कूल  में  बरात  का  स्वागत  किया  गया ।,9.036245984743885e-22,3.824032076126838e-20,1.3602184161039587e-54
"वहीं  टेलर  के  दूसरे  एल्बम  ' फियरलेस’ ने  चार  ग्रैमी  अवॉर्ड  जीते  थे  जिनमें  ' यू  बिलोंग  विद  मी’ और  ' लव  स्टोरी ' जैसे  गाने  शामिल  थे| वह  कई  ग्रैमी  अवार्ड  जीत  चुकी  हैं , जिसमें  2010 एल्बम  ऑफ़  द  ईयर  अवार्ड  के  लिए  लोकप्रिय  एल्बम  फियरलेस  शामिल  हैं ।",1.308566528224106e-233,1.2383326419757084e-222,0.0
नारियल  का  तेल  स्किन  से  लेकर  बालों  तक  के  लिए  खूब  फायदेमंद  होता  है ।,7.796714765220081e-49,9.115206859464025e-46,1.2198570966243952e-96
वे  सिपाही  से  तेल  निकाल  लेने  की  बात  पूछ  बैठे ।,9.090484923079011e-42,3.686651245675657e-39,5.2715579492098614e-73
लकड़ियों  की  कटाई  से  जंगलों  को  भी  नुकसान  पहुंचता  है ।,1.6675432555895036e-39,2.244082358379492e-37,1.5682197688968513e-72
इंजन  और  पावर  की  बात  की  जाए  तो  इस  बाइक  में  97.2 सीसी  का  इंजन  दिया  गया  है  जो  कि  8.24 बीएचपी  की  पावर  और  8.05 न्यूटन  मीटर  का  टार्क  जनरेट  करता  है ।,2.8465312164754064e-114,1.1334968805463167e-107,1.3694181475415157e-212
"पूर्णिमा  एक  साल  में  कई  बार  आती  है , लेकिन  शरद  पूर्णिमा  का  विशेष  महत्व  माना  जाता  है .",1.8624055538975636e-74,1.4236233188821066e-70,7.949819632720965e-134
"म्हाडा  जमीन  पर  अवैध  स्कूल - कॉलेज , बच्चों  की  जान  से  खिलवाड़  क्यों ?",4.972932248793288e-74,5.037771930296001e-71,4.7530557872952957e-110
जो  आप  सभी  के  प्रतियोगी  परीक्षाओं  हेतु  बहुत  ही  beneficial है ।,1.6273841683318303e-42,5.029943673147459e-40,1.223581314809903e-78
गलत  निर्णय  से  बिजली  का  बिल  भी  अधिक  आ  सकता  है  और  उचित  ठंडक  से  भी  वंचित  रह  सकते  हैं ।,1.521878913900405e-65,2.7413799839155935e-61,1.2974201273419346e-133
शहर  में  भी  लोग  इस  तरह  की  समस्याओं  से  परेशान  हैं ।,8.030427875042017e-27,1.2778662076998898e-24,8.135024425714474e-79
इस  वर्ष  रेडक्रॉस  दिवस  के  100 वर्ष  पूर्ण  होने  पर  कीप  क्लेपिंग  फॉर  वॉलंटियर्स  थीम  के  तहत  स्वयंसेवकों  का  शारीरिक  दूरी  बनाए  रखते  हुए  एक  दूसरे  का  तालियां  बजाकर  अभिनंदन  किया  गया ।,4.06941937813236e-122,3.552386486507767e-115,7.074178348277446e-207
इसके  साथ  ही  कोरोना  का  पहला  डोज  लेने  वालों  की  संख्या  4745494 तथा  दूसरा  डोज  लेने  वालों  की  संख्या  643855 है ।,2.9123271567499337e-69,1.1410893404261777e-64,1.797262961557136e-139
जिले  भर  में  कोरोना  वायरस  संक्रमण  को  रोकने  के  पुख्ता  इंतजाम  किए  गए  हैं । ',1.6542089148463626e-38,5.644748735738159e-35,5.0522388137781087e-104
छात्र  नेता  नमन  पुंज  का  कहना  है  कि  ऐसे  संवेदनशील  मामलों  में  प्रशासन  को  त्वरित  संज्ञान  लेने  की  जरूरत  है ।,2.7497013548015023e-67,4.5509335893851463e-63,2.5692584848695203e-133
"जिसमें  10 रेड  बेल्ट , चार  ऑरेंज  बेल्ट , दो  येल्लो  बेल्ट , दो  ग्रीन  बेल्ट , दो  परपल  बेल्ट , दो  परपल  स्ट्रीप  बेल्ट , दो  ब्राउन  बेल्ट  दिया  गया ।",4.0360883191512285e-240,5.404179119419597e-236,8.432202530677712e-272
हाईस्कूल  के  970 और  इंटर  के  4398 परीक्षार्थी  अनुपस्थित  रहे ।,1.0003997171335338e-48,1.2894541082914066e-46,4.991842147626795e-73
जिसे  वह  वही  छोड़़कर  फरार  हो  गए ।,3.2162861997990256e-27,2.2914141950855903e-25,1.0864414315941545e-54
कंकर - कंकर  में  शंकर  का  विज्ञान  क्या  है ?,1.9009036129949233e-46,2.5568144699860224e-44,9.32691808642224e-68
"पानी  निकासी  की  व्यवस्था  ना  होने  के  कारण  घरों  का  पानी  खुले  प्लाटों  में  जमा  हो  रहा  है , जहां  गदंगी  पनप  रही  है ।",6.077357697576735e-98,3.1812534974401513e-93,1.8086897217323543e-169
"इसलिए , मुझे  लगता  है  कि  वह  इस  समय  पूरा  गेंदबाज  है । """,1.410691626362558e-75,1.8552695476649473e-73,4.0256832602405417e-115
एजेंसी  चालकों  से  किसी  तरह  निगम  काम  चला  रहा  है ।,9.609188365453249e-36,2.2934816632088502e-33,1.8799545419056332e-72
ऐसे  परीक्षार्थियों  को  अटेंडेंस  में  भी  50 प्रतिशत  तक  की  छूट  मिलेगी ।,3.424594640165521e-43,1.952240032491935e-40,3.5817652569264826e-85
बिग  बॉस  OTT की  ट्रॉफी  जीतने  के  बाद  दिव्या  अग्रवाल  को  लेकर  खबरें  हैं  कि  सलमान  खान  के  शो  बिग  बॉस  सीजन  15 में  भी  एक्ट्रेस  नजर  आ  सकती  हैं ।,1.0204313258673782e-97,6.570850342225406e-91,1.682717859555832e-194
लक्ष्य  का  पीछा  करने  उतरी  इंडसवैली  की  टीम  महज  81 रन  ही  बना  सकी ।,1.7238019601576132e-54,4.565334656667741e-51,2.0413921747290012e-97
यह  प्रतिकूल  दिशा  में  जा  रही  है ।,2.876755389323598e-20,9.099195377593299e-19,4.19889492547729e-54
"मार्को , डॉ .",4.936996989339508e-31,2.2008180740512038e-30,1.3822162556556869e-42
"जियो  के  पास  2 , 599 रुपये , 2 , 399 रुपये  और  2121 रुपये  के  प्लान  हैं .",1.9571096491451164e-119,1.0856531643693472e-116,1.4180773685772641e-157
ग्रामीण  कार्य  विभाग  के  प्रमंडल  एक  और  दो  के  तहत  फेज  वन  में  बनायी  गयी  नई  सड़कों  के  चौड़ीकरण  का  प्रस्ताव  फेज  टू  के  तहत  लिया  गया ।,3.0825315598722335e-104,1.4050041234373682e-98,1.5412620436872821e-176
एसपी  सिटी  रणविजय  सिंह  का  कहना  है  कि  पूरी  घटना  के  संबंध  में  एफआईआर  दर्ज  कर  ली  गई  है  और  जल्द  ही  होटल  मालिक  और  दूसरे  आरोपियों  को  गिरफ्तार  किया  जाएगा .,1.9624688702595646e-83,8.810322573063474e-77,3.750828200560684e-201
श्री  कृष्ण  जन्म  स्थान  पर  त्रिस्तरीय  सुरक्षा  व्यवस्था  के  अलावा  कमांडो  हर  संदिग्ध  पर  नजर  बनाए  हुए  हैं ।,1.032420738503106e-64,2.522239774707529e-60,1.53910588220984e-121
इसमें  पांच  लाख  52 हजार  के  करीब  पुरुषों  और  पांच  लाख  78 हजार  के  करीब  महिलाओं  ने  अपने  मत  का  प्रयोग  किया  है ।,4.8077520049245254e-74,5.252317122506978e-69,1.0132027049321536e-151
फिर  से  मार्शल  लॉ  की  वापसी  हुई .,7.043218692817489e-27,5.324854511315803e-25,3.561787114076418e-55
भरोसे  में  आकर  डिलेवरी  बॉय  ने  उसे  कैमरा  दे  दिया ।,7.140698658719423e-44,1.9298940998070924e-41,5.439572725646115e-73
"मेरा  छोटा  भाई  है , तो  उसे  राखी  बांधने  के  बाद  उसे  गिफ्ट  देती  हूं ।",7.26513678604441e-73,2.3226728361426314e-69,3.279973599361196e-115
ये  स्टडी  हेल्थ  जर्नल  गट  में  प्रकाशित  हुई  है .,1.0787642376631504e-38,1.5094177894336395e-36,3.4243956505767614e-67
भारत  की  ओर  से  युजवेंद्र  चहल  सबसे  कामयाब  गेंदबाज़  रहे .,9.561414969440078e-39,3.006756169922819e-36,2.0747613687681986e-73
उन्होंने  कहा  कि  इंटर  पास  सभी  छात्र - छात्राओं  को  बीए  और  बीएससी  में  प्रवेश  दें ।,5.624142500482482e-54,2.445023373996432e-50,2.208936325530217e-109
मंगलवार  को  विशेष  आवासीय  विद्यालय  नाभा  हाउस  ऋषिकेश  में  पूर्व  पीएम  स्व .,2.0835474128824882e-51,1.9536845155375624e-48,1.1622618089807057e-85
"यही  कारण  है  कि  केरजीराव  सरकार  ने  अनुमति  नहीं  दी  थी , जिसके  खिलाफ  हाई  कोर्ट  का  दरवाजा  खटखटाया  गया  था ।",2.201854694434875e-83,3.048840234739442e-79,1.4126680637563394e-151
बैठक  में  खासतौर  पर  दोनों  राज्यों  के  डेंगू  पीडि़तों  पर  विचार  किया  गया ।,4.221611393381285e-43,2.8448847914363113e-40,3.6381776651476243e-91
"इसके  अलावा , यदि  यह  एक  ब्रांडेड  ट्रेवल  क्रेडिट  कार्ड  है  तो  आपको  एक्स्ट्रा  पॉइंट्स  मिलते  हैं  यदि  आप  उस  विशेष  ब्रांड  के  साथ  खर्च  या  खरीदारी  करते  हैं ।",2.750052116947782e-120,4.266890238413512e-114,3.557865688821729e-200
करौली - धौलपुर  सांसद  डॉ  मनोज  राजोरिया  ने  सोमवार  को  केन्द्रीय  पर्यटन  एवं  संस्कृति  राज्यमंत्री  डॉ  महेश  शर्मा  से  मुलाकात  की  और . . . . . . . . . .,1.127462569524929e-98,1.573386914876874e-92,6.910929806186263e-201
4 नवंबर  को  सुबह  3 बजकर  24 मिनट  से  चतुर्थी  तिथि  का  आरंभ  होगा .,8.363600984089372e-54,4.195215072215338e-50,7.28277701845107e-98
इस  अभियान  के  माध्यम  से  जन  जागरण  का  काम  भी  किया  जाएगा ।,1.8549366507297999e-31,7.290075308401732e-29,5.045788885319431e-85
एक  तरफ  तो  युद्ध  मे  विजयी  होने  पर  इस  पृथ्वी  का  सबसे  बड़ा  सम्राट  बनने  की  लालसा  और  दूसरी  तरफ  छल  से  गुरु  हत्या  करने  पर  नरक  वास !,5.441128212536011e-115,7.797349879967327e-109,1.4020921864905231e-183
"शुष्क , लुप्तप्राय  और  समस्याग्रस्त  त्वचा  के  लिए  इसका  उपयोग  करने  की  अनुशंसा  की  जाती  है ।",5.197265226165357e-72,3.062380748346995e-69,1.2328948013876672e-120
इससे  वह  बेहोश  हो  गए ।,1.5673261053479223e-14,4.864689369005125e-13,1.7854933755356294e-42
इन  लोगों  ने  पूर्वी  क्षेत्र  को  तहस  नहस  कर  दिया  है ।,3.5354980553331324e-31,1.0360129521565283e-28,1.567362450529697e-78
पार्क  में  गंदा  पानी  भरने  के  कारण  उसमें  मच्छर  पनप  रहे  हैं ।,3.3766521409650996e-41,3.0878289271277327e-38,7.080676737866876e-85
राजनीति  में  ऐसे  सौ  फीसदी  परिणाम  कभी  नहीं  आते ।,7.693368445964377e-37,2.236666776498377e-34,6.140210039790283e-67
वहीं  आगे  की  कहानी  इसी  घटना  के  इर्दगिर्द  घूमती  है ।,1.6695033734979303e-35,4.3088742482477534e-33,1.6398040582528921e-72
उन्होंने  कहा  है  कि  स्क्रिप्ट  पूरी  लिख  ली  गयी  है  और  कटरीना  इस  फिल्म  में  लीड  रोल  में  नजर  आएगी ।,1.1867495709038928e-64,1.8648242206349268e-60,1.1728865789025117e-133
"ऐसे  में  तैयार  रहिए  नए  भाषण , घोषणा  और  वादों  के  लिए ।",2.999463277189909e-63,4.482212971182441e-61,9.559198506418752e-97
इससे  पहले  बहनों  में  मंदिरों  में  जाकर  पूजा - अर्चना  की ।,5.043396014533396e-37,1.5930568068521774e-34,4.6488135683594616e-79
नारायण  साई  की  तलाश  के  लिए  बनाई  गई  सूरत  पुलिस  की  छ: टीमों  ने  दावा  किया  है  कि  उन्हें  मामले  से  जुड़े  अहम  सुराग  हासिल  हुए  हैं ।,3.415612247383958e-90,1.2886386712193625e-84,5.790635775260897e-176
कितना  अच्छा  बदलाव  है !,1.6157434950111168e-20,5.09942875355999e-19,2.697143325766003e-37
जनपद  अध्यक्ष  देवेंद्र  प्रताप  सिंह  ने  फोन  कर  वन  अमला  को  इस  घटना  की  सूचना  दी ।,5.88704335253501e-51,4.0417946350132994e-47,1.494614203846615e-109
इंस्टेंट  मैसेजिंग  एप  व्हाट्सएप  Whatsapp लंबे  समय  से  चर्चा  में  बने  डार्क  मोड  Dark Mode को  लॉन्च  करने  की  तैयारी  है ।,1.6657057006959623e-79,8.892422457980348e-75,1.4181396705939347e-139
बाल  विकास  कल्याण  के  लिए  भले  ही  सरकार  ने  बहुत  सी  योजनाएं  चलाई  हों  और  बाल  श्रम  उन्मूलन  के  लिए  भले  ही  कई  प्रावधान  किए  हों  लेकिन  यह  कटु  सत्य  है  कि  बच्चों  से  आज  भी  श्रम  करवाया  जाता  है ।,8.96613744096039e-134,5.239647577321654e-125,9.802048013728902e-255
एकेडमी  के  अंदर  सियासत  और  इससे  जुड़े  विवादों  से  इतर  ऑस्कर्स  की  पूरी  दुनिया  में  शोहरत  है .,4.468504318891954e-69,1.8386230870274432e-65,5.416188610853108e-116
लॉकडाउन  अवधि  का  बिजली  बिल  या  किसी  भी  तरह  का  बिल  माफ  की  करने  की  घोषणा  की  हवा  निकल  रही  है ।,4.930246477670033e-65,1.7164289441100058e-60,1.7436785345687237e-139
शुक्रवार  को  तबियत  बिगड़ने  पर  यहां  से  जयपुर  ले  गए ।,1.876225453229718e-34,5.36016884877057e-32,5.5295147364699293e-73
"अधिक  विधायकों  के  जहाज  पर  कूदने  के  साथ , पुडुचेरी  सरकार  एक  बड़े  संकट  की  ओर  बढ़  रही  है ।",8.071836778273917e-81,4.030020782679404e-77,5.275800496057231e-139
अब  जब  हड़ताल  खत्म  हुई  तो  सोने  के  भाव  बढ़  गए  हैं ।,1.1071191855094933e-39,1.1225000366479865e-36,6.116960641152361e-85
भजनों  पर  भक्त  जमकर  नाचे ।,9.726895961464385e-29,3.527831519930738e-27,1.4861621933446464e-42
