Sentence,Add-One,Add-K,Token-Type
"पुन: प्रयास  किए  हैं , पत्र  लिखा  है ।",1.3191457534847714e-36,1.3521935765880787e-36,1.7326870565448361e-59
उन्होंने  सोशल  मीडिया  पर  कहा  कि  लॉकडाउन  की  सख्ती  से  महामारी  का  अंत  नहीं  होता  है ।,3.3397888312542598e-47,3.5209117133387616e-47,9.809247205622792e-100
मृतक  अमीन  निवासी  युवक  रवि  उर्फ  गोरखा  सलारपुर  रोड  पर  यूनियन  बैंक  के  साथ  स्थित  एक  मोबाइल  की  दुकान  से  बाहर  निकला  था ।,2.436016526718192e-83,2.605148614501665e-83,6.143497310518986e-143
जब  60 साल  सत्ता  में  रहने  के  बाद  कांग्रेस  सरकार  देश  को  कृषि  नीति  नहीं  दे  सके  किसान  कांग्रेस  से  क्या  उम्मीद  करेंगे ।,5.100132553364714e-72,5.495290805274354e-72,1.5063468600041584e-142
उपरांत  संगत  में  बैठकर  लंगर  छका ।,7.50760649883546e-30,7.598536862045505e-30,8.140088402207724e-42
"हिंदू  पंचांग  के  अनुसार , हर  माह  में  कृष्ण  पक्ष  की  चतुर्दशी  तिथि  को  मासिक  शिवरात्रि  मनाई  जाती  है ।",2.2435731115280097e-77,2.3758950814476263e-77,4.082058012386668e-124
जीएसटी  प्रणाली  को  मोदी  सरकार  ने  पुराने  कर  को  समाप्त  करने  का  आग्रह  करने  के  लिए  लागू  किया  था ।,2.732114397269018e-56,2.907116469671991e-56,1.9428761254781685e-117
नईदुनिया  प्रतिनि; घिळर् - ऊि्‌ ।,3.6376432994382487e-25,3.6957219442156478e-25,3.608405018353059e-36
पुलिस  जानकारी  जुटाकर  पकड़े  गए  लोगों  को  सुरक्षित  स्थान  पर  भेज  रही  है ।,9.280449867501435e-44,9.67897688262342e-44,4.827611078131865e-83
कोलकाता .,8.128923229062299e-07,8.179465494477317e-07,1.8110958862810925e-12
सामान्य  तौर  पर  गुजरात  में  15 सितंबर  के  बाद  मानसून  समाप्ति  की  घोषणा  हो  जाती  है ।,1.1557440234464454e-50,1.2181644983081815e-50,9.838328541881019e-100
इसे  मंगल  का  चक्कर  काट  रहे  Mars Reconnaisance Orbiter के  जरिए  भेजा  गया  था ।,4.496340510392391e-59,3.28574232936075e-59,2.012998584741455e-89
जहां  उपचार  के  दौरान  पंकज  की  मौत  हो  गई ।,2.3334900823089973e-28,2.4070948704619485e-28,7.29165220595087e-59
जिसे  ठीक  कराने  की  जगह  खानापूर्ति  कर  दी  गई ।,1.629188298874049e-31,1.6793269557220416e-31,1.2559773123142731e-59
इससे  आप  अपने  आपको  धारा  से  अलग  पाएंगी  और  इसलिए  कंफर्टेबल  महसूस  नहीं  करेंगी ।,4.3693814969381984e-51,4.5655167719133694e-51,9.650834107561405e-90
"ईसा  पूर्व  चौथी  सदी  में  पंचारी  ने  कहा  था , भ्रष्ट  अधिकारियों  को  रंगे  हाथ  पकड़ना  उतना  ही  मुश्किल  है , जितना  मछलियों  को  पानी  पीते  हुए  और  मक्खियों  को  शहद  चाटते  हुए  पकड़ना ।",4.7142795421166753e-150,4.611863929312512e-150,4.618233489572589e-220
राज्य  की  200 विधानसभा  सीटों  में  से  कांग्रेस  के  पास  पिछले  वर्ष  बसपा  छोड़  कांग्रेस  में  शामिल  हुए  छह  विधायकों  समेत  107 विधायक  है .,1.0743137353640716e-77,1.160623323059629e-77,5.0550381591566343e-148
"केडी  सिंह  ने  कहा  कि  सम्मान  मिलने  की  अनुभूति  तो  सुखद  थी  ही , लेकिन  प्रकृति  की  गोद  मे  बसे  इस  विश्वविद्यालय  का  परिसर  और  पूरा  वातावरण  देख  कर  मन  प्रसन्न  हो  गया ।",1.7539163960589745e-119,1.9392611932321686e-119,4.392779997856138e-208
यह  बात  है  कि  पिछले  वर्ष  की  तुलना  में  इस  बार  कोयले  का  प्रेषण  कम  रहा  है .,1.7716753113060195e-51,1.8670632668924908e-51,1.225518396830098e-105
नगर  पालिका  की  ओर  से  प्रत्येक  नये  वित्तीय  वर्ष  की  शुरुआत  में  बैठक  कर  साल  भर  विकास  में  होने  वाले  खर्च  व  विभिन्न  मदो  से  होने  वाली  संभावित  आय  का  खाका  खींचा  जाता  है ।,5.14421892267027e-113,5.469145725593748e-113,3.26007191146076e-207
यूएस  में  लंबे  समय  से  बंद  वॉल्ट  डिज्नी  वल्र्ड  फि  र  से  खुलने  जा  रहा  है ।,4.71938262102061e-62,4.932014047616916e-62,1.2067082895250504e-100
"डीसी  ने  ICU , ICCU और  SDUC के  साथ  बच्चों  के  कोविड  वार्ड  का  भी  निरीक्षण  किया .",4.772495025141323e-72,2.8236312510049734e-72,4.075685982451174e-112
जानकारी  मिलते  ही  प्रशासनिक  अधिकारी  हरकत  में  आए  और  जर्जर  पुलियाओं  का  निरीक्षण  कर  दुरुस्ती  कार्य  प्रारंभ  करवाया ।,3.0500514144239304e-69,3.1577481069846026e-69,1.9059506115929997e-113
हालांकि  उसे  अस्पताल  ले  जाया  गया  लेकिन  उसकी  मौत  हो  गई ।,1.4317604995386791e-36,1.486178068156691e-36,3.7286265696271517e-72
पीड़िता  ने  थाना  में  उसकी  रिपोर्ट  दर्ज  कराया ।,1.930972073078483e-27,1.9855857097724938e-27,2.0515745854535499e-53
"हाईकोर्ट  में  शासन  के  मामलों  की  पैरवी  करने  के  लिए  अतिरिक्त  महाधिवक्ता , उपमहाधिवक्ता  व  शासकीय  अधिवक्ताओं  की  सूची  जारी  की  गई  है ।",1.4927782394459325e-85,1.5210210692471446e-85,2.7439215923414824e-146
उनके  अगले  क़दम  का  कोई  संकेत  नहीं  है .,6.024894262937005e-28,6.191192083740871e-28,1.2990372588237187e-53
भारतीय  ओलिंपिक  संघ  आईओए) के  नवनियुक्‍ त  अध्‍ यक्ष  एन  रामचंद्रन  ने  खेलों  में  पारदर्शिता  लाने  का  वादा  किया  है ।,2.6504301891104087e-81,2.699209282542636e-81,1.9277798538431193e-124
स्कूल  में  बरात  का  स्वागत  किया  गया ।,2.6340517500004238e-23,2.698646228362703e-23,5.655390116180921e-47
"वहीं  टेलर  के  दूसरे  एल्बम  ' फियरलेस’ ने  चार  ग्रैमी  अवॉर्ड  जीते  थे  जिनमें  ' यू  बिलोंग  विद  मी’ और  ' लव  स्टोरी ' जैसे  गाने  शामिल  थे| वह  कई  ग्रैमी  अवार्ड  जीत  चुकी  हैं , जिसमें  2010 एल्बम  ऑफ़  द  ईयर  अवार्ड  के  लिए  लोकप्रिय  एल्बम  फियरलेस  शामिल  हैं ।",2.5165578648626708e-214,1.891601072397357e-214,4.146697456953e-312
नारियल  का  तेल  स्किन  से  लेकर  बालों  तक  के  लिए  खूब  फायदेमंद  होता  है ।,2.2000637264669007e-46,2.3041998321888303e-46,3.020257762477772e-88
वे  सिपाही  से  तेल  निकाल  लेने  की  बात  पूछ  बैठे ।,1.1319201721705928e-36,1.1709884710643206e-36,1.4191144926155088e-65
लकड़ियों  की  कटाई  से  जंगलों  को  भी  नुकसान  पहुंचता  है ।,7.16551837217884e-36,7.388539865611466e-36,3.648031215038653e-64
इंजन  और  पावर  की  बात  की  जाए  तो  इस  बाइक  में  97.2 सीसी  का  इंजन  दिया  गया  है  जो  कि  8.24 बीएचपी  की  पावर  और  8.05 न्यूटन  मीटर  का  टार्क  जनरेट  करता  है ।,1.1068409988526789e-116,1.1641973374880553e-116,6.61553675924747e-200
"पूर्णिमा  एक  साल  में  कई  बार  आती  है , लेकिन  शरद  पूर्णिमा  का  विशेष  महत्व  माना  जाता  है .",1.2560373250638421e-67,1.327985444312666e-67,8.770238394841792e-119
"म्हाडा  जमीन  पर  अवैध  स्कूल - कॉलेज , बच्चों  की  जान  से  खिलवाड़  क्यों ?",2.0499093607378704e-61,2.126427785005883e-61,4.603432606563636e-96
जो  आप  सभी  के  प्रतियोगी  परीक्षाओं  हेतु  बहुत  ही  beneficial है ।,2.570944749711535e-40,2.546728680695722e-40,5.159999217827525e-71
गलत  निर्णय  से  बिजली  का  बिल  भी  अधिक  आ  सकता  है  और  उचित  ठंडक  से  भी  वंचित  रह  सकते  हैं ।,1.748871615645139e-63,1.8655290973876844e-63,5.749460686732364e-124
शहर  में  भी  लोग  इस  तरह  की  समस्याओं  से  परेशान  हैं ।,5.3859686137212385e-31,5.590863173999905e-31,5.6024167641845624e-70
इस  वर्ष  रेडक्रॉस  दिवस  के  100 वर्ष  पूर्ण  होने  पर  कीप  क्लेपिंग  फॉर  वॉलंटियर्स  थीम  के  तहत  स्वयंसेवकों  का  शारीरिक  दूरी  बनाए  रखते  हुए  एक  दूसरे  का  तालियां  बजाकर  अभिनंदन  किया  गया ।,2.2248614275723292e-123,2.0196427130972125e-123,1.0735647704471855e-196
इसके  साथ  ही  कोरोना  का  पहला  डोज  लेने  वालों  की  संख्या  4745494 तथा  दूसरा  डोज  लेने  वालों  की  संख्या  643855 है ।,1.3453232307526607e-76,8.102676493649741e-77,7.984602020632596e-131
जिले  भर  में  कोरोना  वायरस  संक्रमण  को  रोकने  के  पुख्ता  इंतजाम  किए  गए  हैं । ',3.3770021503925507e-48,3.5485615298931983e-48,1.6240810727692948e-94
छात्र  नेता  नमन  पुंज  का  कहना  है  कि  ऐसे  संवेदनशील  मामलों  में  प्रशासन  को  त्वरित  संज्ञान  लेने  की  जरूरत  है ।,1.600528684357897e-67,1.7039809607927542e-67,1.3595988932718711e-123
"जिसमें  10 रेड  बेल्ट , चार  ऑरेंज  बेल्ट , दो  येल्लो  बेल्ट , दो  ग्रीन  बेल्ट , दो  परपल  बेल्ट , दो  परपल  स्ट्रीप  बेल्ट , दो  ब्राउन  बेल्ट  दिया  गया ।",3.654454257181236e-185,3.61483458171024e-185,1.5324896937705675e-229
हाईस्कूल  के  970 और  इंटर  के  4398 परीक्षार्थी  अनुपस्थित  रहे ।,3.241322795886911e-42,3.06311114018238e-42,1.1097985923501707e-64
जिसे  वह  वही  छोड़़कर  फरार  हो  गए ।,1.1625666150420719e-29,9.931961843298711e-30,3.3207520254950424e-48
कंकर - कंकर  में  शंकर  का  विज्ञान  क्या  है ?,2.982306030498527e-36,3.021716211082702e-36,1.767974861056552e-59
"पानी  निकासी  की  व्यवस्था  ना  होने  के  कारण  घरों  का  पानी  खुले  प्लाटों  में  जमा  हो  रहा  है , जहां  गदंगी  पनप  रही  है ।",1.2849243828104038e-89,1.3657336550445563e-89,2.1256575404448898e-153
"इसलिए , मुझे  लगता  है  कि  वह  इस  समय  पूरा  गेंदबाज  है । """,6.474760857432228e-58,6.720881978151911e-58,8.550090071279192e-95
एजेंसी  चालकों  से  किसी  तरह  निगम  काम  चला  रहा  है ।,4.248716530752602e-33,4.396225873322146e-33,2.4588457550087373e-65
ऐसे  परीक्षार्थियों  को  अटेंडेंस  में  भी  50 प्रतिशत  तक  की  छूट  मिलेगी ।,2.9056906898821405e-41,3.0196333025651245e-41,1.1988271264737139e-76
बिग  बॉस  OTT की  ट्रॉफी  जीतने  के  बाद  दिव्या  अग्रवाल  को  लेकर  खबरें  हैं  कि  सलमान  खान  के  शो  बिग  बॉस  सीजन  15 में  भी  एक्ट्रेस  नजर  आ  सकती  हैं ।,3.1216411517259336e-102,3.4286007438539e-102,2.230312459188326e-183
लक्ष्य  का  पीछा  करने  उतरी  इंडसवैली  की  टीम  महज  81 रन  ही  बना  सकी ।,4.772863534955488e-55,4.3736438028537025e-55,1.0599227139722726e-89
यह  प्रतिकूल  दिशा  में  जा  रही  है ।,4.276905494705552e-22,4.383641863901404e-22,8.3835926796953235e-47
"मार्को , डॉ .",4.399544450221745e-24,4.42850873884475e-24,1.529831959214858e-30
"जियो  के  पास  2 , 599 रुपये , 2 , 399 रुपये  और  2121 रुपये  के  प्लान  हैं .",5.141676972976023e-92,5.267133262453556e-92,4.169911054222211e-131
ग्रामीण  कार्य  विभाग  के  प्रमंडल  एक  और  दो  के  तहत  फेज  वन  में  बनायी  गयी  नई  सड़कों  के  चौड़ीकरण  का  प्रस्ताव  फेज  टू  के  तहत  लिया  गया ।,2.251808048153785e-90,2.4510085319788677e-90,8.731538823260491e-165
एसपी  सिटी  रणविजय  सिंह  का  कहना  है  कि  पूरी  घटना  के  संबंध  में  एफआईआर  दर्ज  कर  ली  गई  है  और  जल्द  ही  होटल  मालिक  और  दूसरे  आरोपियों  को  गिरफ्तार  किया  जाएगा .,1.0758253328838859e-95,1.1868860997585669e-95,6.070900787030774e-189
श्री  कृष्ण  जन्म  स्थान  पर  त्रिस्तरीय  सुरक्षा  व्यवस्था  के  अलावा  कमांडो  हर  संदिग्ध  पर  नजर  बनाए  हुए  हैं ।,5.345637698817824e-63,5.666435176043167e-63,2.356601070007664e-113
इसमें  पांच  लाख  52 हजार  के  करीब  पुरुषों  और  पांच  लाख  78 हजार  के  करीब  महिलाओं  ने  अपने  मत  का  प्रयोग  किया  है ।,6.610250304334783e-73,7.120371016299125e-73,8.46089892507235e-142
फिर  से  मार्शल  लॉ  की  वापसी  हुई .,3.6074646246962896e-26,3.6968050191005964e-26,9.986656994871032e-48
भरोसे  में  आकर  डिलेवरी  बॉय  ने  उसे  कैमरा  दे  दिया ।,7.125067677889336e-39,7.359737905676826e-39,1.6653979323600369e-65
"मेरा  छोटा  भाई  है , तो  उसे  राखी  बांधने  के  बाद  उसे  गिफ्ट  देती  हूं ।",7.554534538334773e-63,7.908978411010542e-63,2.4050678662562193e-101
ये  स्टडी  हेल्थ  जर्नल  गट  में  प्रकाशित  हुई  है .,2.9230300174652086e-37,2.9832051529071713e-37,1.0716269897067976e-59
भारत  की  ओर  से  युजवेंद्र  चहल  सबसे  कामयाब  गेंदबाज़  रहे .,1.6691077402123106e-38,1.7230815632123278e-38,7.788060309439905e-66
उन्होंने  कहा  कि  इंटर  पास  सभी  छात्र - छात्राओं  को  बीए  और  बीएससी  में  प्रवेश  दें ।,2.2129752025573177e-52,2.3318817685502158e-52,1.227798012313662e-100
मंगलवार  को  विशेष  आवासीय  विद्यालय  नाभा  हाउस  ऋषिकेश  में  पूर्व  पीएम  स्व .,3.358592302370224e-48,3.489181340665975e-48,3.825641927671325e-78
"यही  कारण  है  कि  केरजीराव  सरकार  ने  अनुमति  नहीं  दी  थी , जिसके  खिलाफ  हाई  कोर्ट  का  दरवाजा  खटखटाया  गया  था ।",5.01546484762433e-80,4.013053325761468e-80,8.692865223838152e-137
बैठक  में  खासतौर  पर  दोनों  राज्यों  के  डेंगू  पीडि़तों  पर  विचार  किया  गया ।,7.805883367548658e-43,8.144262492603794e-43,2.6948810615637524e-82
"इसके  अलावा , यदि  यह  एक  ब्रांडेड  ट्रेवल  क्रेडिट  कार्ड  है  तो  आपको  एक्स्ट्रा  पॉइंट्स  मिलते  हैं  यदि  आप  उस  विशेष  ब्रांड  के  साथ  खर्च  या  खरीदारी  करते  हैं ।",1.2106298971892348e-110,1.3202284605363701e-110,4.0412785526178546e-185
करौली - धौलपुर  सांसद  डॉ  मनोज  राजोरिया  ने  सोमवार  को  केन्द्रीय  पर्यटन  एवं  संस्कृति  राज्यमंत्री  डॉ  महेश  शर्मा  से  मुलाकात  की  और . . . . . . . . . .,1.9729964816499286e-99,2.1627444293110236e-99,3.3185731664337573e-188
4 नवंबर  को  सुबह  3 बजकर  24 मिनट  से  चतुर्थी  तिथि  का  आरंभ  होगा .,2.8007258573186994e-51,2.9330802452936826e-51,5.364618998521458e-90
इस  अभियान  के  माध्यम  से  जन  जागरण  का  काम  भी  किया  जाएगा ।,8.262257462478479e-36,8.603081848444086e-36,2.3823879536183852e-76
एक  तरफ  तो  युद्ध  मे  विजयी  होने  पर  इस  पृथ्वी  का  सबसे  बड़ा  सम्राट  बनने  की  लालसा  और  दूसरी  तरफ  छल  से  गुरु  हत्या  करने  पर  नरक  वास !,2.2795337097278268e-101,2.486571366027704e-101,1.8107602363061797e-173
"शुष्क , लुप्तप्राय  और  समस्याग्रस्त  त्वचा  के  लिए  इसका  उपयोग  करने  की  अनुशंसा  की  जाती  है ।",3.2643736417810914e-65,3.392674838956982e-65,1.2381534340018268e-105
इससे  वह  बेहोश  हो  गए ।,3.604690045425451e-18,3.6720732072262494e-18,5.380636278841876e-36
इन  लोगों  ने  पूर्वी  क्षेत्र  को  तहस  नहस  कर  दिया  है ।,9.627853291113367e-37,9.973196789014752e-37,1.0782153610516912e-70
पार्क  में  गंदा  पानी  भरने  के  कारण  उसमें  मच्छर  पनप  रहे  हैं ।,3.264457626588369e-44,3.3948566551522667e-44,5.997100414163135e-77
राजनीति  में  ऐसे  सौ  फीसदी  परिणाम  कभी  नहीं  आते ।,4.6872459192842523e-32,4.835098031732097e-32,9.429066345891834e-60
वहीं  आगे  की  कहानी  इसी  घटना  के  इर्दगिर्द  घूमती  है ।,1.8563371632806146e-35,1.9149780475374852e-35,1.2424011194286334e-64
उन्होंने  कहा  है  कि  स्क्रिप्ट  पूरी  लिख  ली  गयी  है  और  कटरीना  इस  फिल्म  में  लीड  रोल  में  नजर  आएगी ।,2.766035168148175e-65,2.9500245633154246e-65,1.4654195170802308e-123
"ऐसे  में  तैयार  रहिए  नए  भाषण , घोषणा  और  वादों  के  लिए ।",4.4135828123827255e-50,4.576602062584827e-50,1.2217717049701009e-82
इससे  पहले  बहनों  में  मंदिरों  में  जाकर  पूजा - अर्चना  की ।,2.56224769582736e-36,2.6591300119659437e-36,1.766311309186188e-70
नारायण  साई  की  तलाश  के  लिए  बनाई  गई  सूरत  पुलिस  की  छ: टीमों  ने  दावा  किया  है  कि  उन्हें  मामले  से  जुड़े  अहम  सुराग  हासिल  हुए  हैं ।,1.6185008255871053e-87,1.7623807480326384e-87,6.214932384876973e-165
कितना  अच्छा  बदलाव  है !,9.028534472770446e-18,9.169542143417224e-18,1.7228160345843274e-30
जनपद  अध्यक्ष  देवेंद्र  प्रताप  सिंह  ने  फोन  कर  वन  अमला  को  इस  घटना  की  सूचना  दी ।,1.8486000609904254e-53,1.9481558348122997e-53,5.028813191947398e-101
इंस्टेंट  मैसेजिंग  एप  व्हाट्सएप  Whatsapp लंबे  समय  से  चर्चा  में  बने  डार्क  मोड  Dark Mode को  लॉन्च  करने  की  तैयारी  है ।,9.770412999982379e-84,1.0298261960402181e-83,1.5875019098283566e-130
बाल  विकास  कल्याण  के  लिए  भले  ही  सरकार  ने  बहुत  सी  योजनाएं  चलाई  हों  और  बाल  श्रम  उन्मूलन  के  लिए  भले  ही  कई  प्रावधान  किए  हों  लेकिन  यह  कटु  सत्य  है  कि  बच्चों  से  आज  भी  श्रम  करवाया  जाता  है ।,2.2415745325703323e-132,2.5402352416037383e-132,6.628314057203373e-243
एकेडमी  के  अंदर  सियासत  और  इससे  जुड़े  विवादों  से  इतर  ऑस्कर्स  की  पूरी  दुनिया  में  शोहरत  है .,1.6926225785232202e-62,1.7497858770485018e-62,5.021738058350941e-106
लॉकडाउन  अवधि  का  बिजली  बिल  या  किसी  भी  तरह  का  बिल  माफ  की  करने  की  घोषणा  की  हवा  निकल  रही  है ।,3.2402888170239335e-65,3.4691034067032817e-65,1.4626686937666914e-129
शुक्रवार  को  तबियत  बिगड़ने  पर  यहां  से  जयपुर  ले  गए ।,9.74932505413483e-35,1.008211865381045e-34,3.3918660427305236e-65
"अधिक  विधायकों  के  जहाज  पर  कूदने  के  साथ , पुडुचेरी  सरकार  एक  बड़े  संकट  की  ओर  बढ़  रही  है ।",3.64663781484728e-70,3.86274865877564e-70,1.6396368814294034e-123
अब  जब  हड़ताल  खत्म  हुई  तो  सोने  के  भाव  बढ़  गए  हैं ।,5.685888685600968e-40,5.919917923537905e-40,2.1788804507386317e-77
भजनों  पर  भक्त  जमकर  नाचे ।,2.3661925770249846e-24,2.399093921514347e-24,4.9382933610200294e-36
लोकल  को  वोकल  करने  के  साथ  साथ  ही  उसको  ग्लोबल  भी  किया  जा  सके  साथ  ही  मार्बल  एक्सपोर्ट  की  प्रक्रियाओं  को  सरल  किया  जाए ।,1.027323636874881e-80,1.1054486615836632e-80,1.417413652640869e-147
झांसी ।,7.159704611307698e-07,7.203497968992351e-07,4.631726759970445e-12
वे  ड्रग्स  की  डिलवरी  और  पैसों  की  वसूली  के  लिए  कम  उम्र  के  बच्चों  का  इस्तेमाल  करते  हैं ।,8.596271879748918e-57,9.066108873387785e-57,5.976155115134529e-111
"अभी  सरकार  न  ताे  न्यूनतम  समर्थन  मूल्य  का  कानून  बनाने  को  राजी  दिखाई  दे  रही  है , न  उक्त  कृषि  कानूनों  को  वापस  लेने  को  ही , जबकि  किसानों  का  कहना  है  कि  वे  उन्हें  वापस  लेने  के  तरीकों  पर  ही  बात  करेंगे  और  महज  कुछ  संशोधनों  के  सरकार  के  प्रस्ताव  को  मानकर  अपना  आन्दोलन  खत्म  नहीं  करेंगे ।",1.4455132923228564e-203,1.7210461123103756e-203,0.0
"उत्पाद  की  विशेषताएँ: 1 क्योंकि  फ़िल्टर  सामग्री  को  सिलेंडर  में  तब्दील  किया  जाता  है , फ़िल्टर  सामग्री  की  घनत्व  बड़ी  होती  है , इसलिए  धूल  कलेक्टर  में  कॉम्पैक्ट  संरचना  और  छोटी  मात्रा  होती  है ।",1.07496250598073e-140,1.0365125019231293e-140,9.144735610761566e-219
दरअसल  इस  खबर  के  आने  के  बाद  हुआवेई  को  चीनी  लोगों  का  काफी  विरोध  झेलना  पड़ा  था .,2.0080193736180034e-56,2.1153377794727668e-56,1.6999252446121989e-106
"के  नाम  के  पश्चात्  पड़ा  जो  विद्या  एवं  गुण  दोनों  में  पूर्णताप्राप्त  प्रथम  एवं  सबसे  महान  गुरु  माना  जाता  था  और  जिसने  सबसे  पहले  साधारण  जनता  को  विद्या  और  सद्गुण  सिखलाया , जिसका  एकाधिकार  पहले  आभिजात्य  शासक  वर्ग  के  हाथ  में  था ।",7.890831259167837e-165,6.204809529837782e-165,2.146639526887292e-261
वन  अरण्यपाल  सर्किल  धर्मशाला  में  प्रदीप  ठाकुर  ने  बताया  कि  वन  रक्षकों  की  भर्ती  में  फिजिकल  टेस्ट  पास  करने  वाले  अभ्यर्थियों  को  ऑनलाइन  एडमिट  कार्ड  जारी  कर  दिए  हैं ।,4.234305258060115e-102,4.59036232517768e-102,4.7507815939658725e-178
आंगन  के  दूसरे  ओर  का  दरवाजा  खुला  पड़ा  था ।,6.0588505980750644e-33,6.247142491481456e-33,2.7930723293225723e-59
वित्तीय  रूप  से  आप  तेज  गति  से  आगे  बढ़ेंगे  और  प्रॉपर्टी  की  खरीद  का  संकेत  है ।,2.2765029903814504e-53,2.394484735764306e-53,5.253912142913307e-100
ऐसे  मामलों  का  सबसे  दुखद  पक्ष  यह  है  कि  वक्त  रहते  कोई  कार्रवाई  नहीं  की  जाती  है ।,4.578426967277405e-52,4.8411371117050056e-52,4.271921013249146e-106
बम्बई  उच्च  न्यायालय  के  आदेश  के  बाद  पिछले  सप्ताह  मामले  की  जांच  का  जिम्मा  सीबीआई  को  सौंपा  गया  था ।,8.355373679381136e-62,8.873725527355597e-62,1.0207439179807137e-117
विधायक  पांचीलाल  मेड़ा  ने  कहा  कि  सरकार  ने  कि  सान  हित  में  योजनाएं  बनाई  हैं ।,5.308224264363982e-55,5.304240466666212e-55,2.6077045586736413e-94
बताया  कि  दुकानों  पर  कार्ड  धारकों  से  जानकारी  की  गई ।,2.248172315336078e-31,2.3256347532616326e-31,1.1876431595945782e-64
विदिशा ।,3.0998990831262114e-07,3.1183090493047946e-07,4.6239762551394845e-12
बहुजन  समाज  पार्टी  की  प्रमुख  मायावती  के  उत्पीड़न  के  आरोप  को  भी  गंगवार  ने  नकार  दिया ।,5.001512716166615e-54,5.265245562601528e-54,1.3125747792607312e-99
"रेडमी  नोट  10 सीरीजरेडमी  नोट  10 कीमतरेडमी  नोट  10 सीरीज  लॉन्च  डेटरेडमी  नोट  10 लॉन्च  डेटरेडमी  नोट  10 फीचर्सरेडमी  नोट  10 प्रो  डिजिटल  डेस्क , नई  दिल्ली ।",7.325087377724864e-135,2.3321744822283786e-135,3.845327966554263e-176
एसडीएम  ने  मामले  को  दिखवाकर  शीघ्र  कार्रवाई  का  आश्वासन  दिया  है ।,5.93677785557929e-39,5.7767922764872705e-39,1.2449799685726732e-70
रूस  की  वैक्‍ सीन  Sputnik V पर  कई  देश  सवाल  उठा  रहे  हैं ।,5.13683229121153e-50,5.313588174556859e-50,1.779213072593717e-83
भारी  मात्रा  में  इस  तरह  की  पोस्ट्स  के  कारण  ही  वो  सुरक्षा  एजेंसियों  के  निशाने  पर  आया ।,2.6543107029995996e-54,2.8001426762042345e-54,1.798580163765077e-105
खुर्शीद  आलम  बाबरी  मस्जिद  गिराए  जाने  के  20 वर्ष  बाद  लगभग  सभी  उर्दू  अखबारों  ने  इस  पर  विशेष  रिपोर्ट  प्रकाशित  की  और  सम्पादकीय  लिखे ।,1.3241717024781288e-88,1.4244422996451556e-88,8.220798401965989e-149
.,0.0112585340577979,0.011293673322707197,2.242590365861217e-06
इन  कॉलोनीज़  के  लिए  सरकार  ने  अथॉरिटीज़  बनाई  हैं  जिनकी  स्वीकृति  से  ही  नए  प्रोजेक्ट्स  लांच  किए  जाते  हैं .,9.76374083403107e-71,7.300811324752796e-71,7.437711443733859e-119
योग्यता  इंवायरमेंटल  इंजीनियरिंग/ इंवायरमेंटल  साइंस/ इंवायरमेंटल  प्लानिंग/ अर्बन  प्लानिंग/ लाइफ  साइंस/ माइक्रोबायोलपॉजी/ बायो  टेक्नोलॉजी/ फिजिक्स/ केमेस्ट्री  में  पीएचडी  हो ।,2.971602556087911e-116,1.3637757370782603e-116,7.175215054601642e-121
ईसीबी  के  मुख्य  कार्यकारी  टॉम  हैरिसन  ने  कहा  कि  इंग्लैंड  के  क्रिकेटर  और  उसके  क्रिकेट  निदेशक  व  पूर्व  कप्तान  एंड्रयू  स्ट्रास  समझते  हैं  कि  उनसे  क्या  उम्मीद  की  जाती  है ।,5.3102575461852114e-107,5.695494578252993e-107,2.5236868903607335e-183
"मेरे  अंदर  जो  लेखक  व  कवि  का  व्यक्तित्व  था , वह  कहीं  न  कहीं  मुझे  बीएससी  करने  से  रोक  रहा  था .",7.577142439708719e-81,8.0844524095964385e-81,3.5661093049358043e-138
एक  अमेरिकी  फेडरल  जज  ने  मंगलवार  को  आदेश  दिया  कि  फेसबुक  को  सामूहिक  मुकदमे  का  सामना  करना  पड़ेगा ।,4.827461943706046e-62,5.116639052900027e-62,9.654030257230058e-113
बात  जयपुरी  खाने  की  हो  और  जयपुरी  गट्टा  और  घेवर  न  हो  तो  बेकार  है ।,9.083547600201035e-58,9.197731735225776e-58,1.8130820786535825e-94
हनुमान  का  परिवार  लगभग  दस  साल  पहले  गांव  के  बाहर  अपने  खेतों  में  घर  बनवाकर  रहता  है ।,8.47454760146926e-56,8.953352609578451e-56,1.991806430948228e-106
हादसा  गुरुवार  को  नॉर्थ  कैरोलीना  में  हुआ ।,5.348224581931851e-28,5.432584730116562e-28,2.921018644469755e-47
"हरहुआ  विकास  खंड  क्षेत्र  में  कुल  13 न्याय  पंचायतों  में  75 ग्राम  प्रधान , 959 ग्राम  पंचायतों  के  वार्ड  सदस्य , 100 क्षेत्र  पंचायत  सदस्य , 04 जिला  पंचायत  सदस्य  का  निर्वाचन  होगा ।",7.952591424075199e-149,8.596720257291784e-149,1.0237070767456122e-221
गाड़ी  चलाते  वक्त  सावधानी  बरतें ।,1.4941373321286873e-24,1.5213118134152945e-24,1.9670563339556145e-36
सबसे  अहम  बात  इस  बेटिओ  के  प्रति  लागए  गए  योजना  की  शुरुआत  भी  इसी  जगह  पौधे  लगाकर  की  गई  थी  तथा  पौधे  लगाकर  पूरा  वन  बेटिओ  को  समर्पित  कर  दिया  गया  था ।,6.009206783526078e-113,4.915203770638888e-113,2.7083198131144134e-196
