Sentence,Add-One,Add-K,Token-Type
केंद्र  की  योजनाओं  पर  बात  की ।,1.0000000000000076e-96,1.0000000000000076e-96,1.0000000000000076e-96
इनको  सुरक्षित  रहना  मानव  जाति  के  लिए  ही  नहीं  बल्कि  पशु  पक्षी  और  वनस्पतियों  के  लिए  भी  जरूरी  है ।,1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
लोग  घरों  में  कैद  है .,1.0000000000000067e-84,1.0000000000000067e-84,1.0000000000000067e-84
कानपुर  उत्तर  प्रदेश  ने  रणजी  ट्रॉफी  एलीट  ग्रुप  सी  के  मैच  में  रविवार  को  यहां  गोवा  को  पारी  और  247 रन  से  शिकस्त  देकर  सात  अंक  प्राप्त  किये .,0.0,0.0,0.0
"इस  साल  का  पहला  सूर्य  ग्रहण  उत्तरी  अमेरिका  के  उत्तरी  भाग , यूरोप  और  एशिया  में  आंशिक  रूप  में  दिखाई  देगा .",1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
कोरोना  के  कहर  से  डाऊ  जोंस  20000 के  नीचे  आ  आ  गया  है ।,1.0000000000000141e-180,1.0000000000000141e-180,1.0000000000000141e-180
बालों  के  झड़ने  की  समस्या  का  समाधान  दो  तरीकों  से  होता  है - सर्जिकल  और  नॉन  सर्जिकल ।,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
साथ  ही  ऐसे  अवसरों  पर  भाग  लेने  के  लिए  छात्राओं  को  प्रोत्साहित  किया ।,1.0000000000000141e-180,1.0000000000000141e-180,1.0000000000000141e-180
"अमेरिका  के  राष्ट्रपति  डोनाल्ड  ट्रंप  ने  चीन  से  चल  रहे  व्यापार  युद्ध  के  तहत  200 अरब  डॉलर  करीब  14 , 503 अरब  रुपये) के  चीनी  आयात  पर  10 प्रतिशत  शुल्क  लगा  दिया  है .",0.0,0.0,0.0
"िकायत  में  कहा  गया  है  कि  अर्नब  गोस्वामी  ने  उनके  बारे  में  घोर  झूठे , दुर्भावनापूर्ण  और  अपमानजनक  बयान  दिए  हैं , जो  उनके  अपने  चैनल  रिपब्लिक  भारत  पर  प्रसारित  किए  गए ।",0.0,0.0,0.0
एल्बर्टा  में  131 हजार  डालर  की  टैक्सेबल  आय  पर  10 प्रतिशत  अतिरिक्त  आयकर  वसूल  किया  जाता  है ।,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
उन्होंने  बताया  कि  इन  मामलों  में  अब  तक  300 से  ज्यादा  व्यक्तियों  को  गिरफ्तार  किया  गया  है .,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
प्रदेश  के  चार  जिलों  में  इस  टिंचर  की  खपत  बढ़  गई  है ।,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
नए  वर्ग  में  विनेश  को  मिश्रित  सफलता  मिली ।,1.0000000000000094e-120,1.0000000000000094e-120,1.0000000000000094e-120
आज  महिला  की  हालत  बिगडऩे  पर  जांच  की  गई  तो  पता  चला  कि  महिला  को  ओ  की  जगह  बी  पॉजिटिव  रक्त  चढ़ा  दिया  गया  था ।,0.0,0.0,0.0
"डीएसपी  ने  बताया  कि  नैन  डेरा  के  कृषि  विभाग  की  भी  जिम्मेदारी  संभाल  रहे  थे , उन्होंने  कहा  कि  कुछ  अनुयायी  अस्थियां  लाते  थे  और  अनुष्ठान  के  तहत  डेरा  परिसर  में  इसे  बिखेर  देते  थे .",0.0,0.0,0.0
गणतंत्र  दिवस  समारोह  के  मुख्य  अतिथि  फ्रांस  के  राष्ट्रपति  फ्रांस्वा  ओलांद  का  सोमवार  को  राष्ट्रपति  भवन  में  उनका  रस्मी  स्वागत  किया  गया .,1.0000000000000227e-288,1.0000000000000227e-288,1.0000000000000227e-288
"वे  सिर्फ  देखते  हैं  कि  इसके  पास  क्या  है , जबकि  देखना  चाहिए  इसके  पास  मोहब्बत  के  जज्बात  हैं  या  नहीं ।",1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
"इसमें  प्रदेश  की  राजनीतिक  स्थिति , भौगोलिक  और  जातिगत  समीकरण  एवं  वोटर्स  की  स्थिति  का  ब्योरा  भी  दिया  गया ।",1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
"स्वास्थ्य  मंत्रालय  के  मुताबिक , देश  में  पिछले  24 घंटे  में  2.76 लाख  केस  सामने  आए  हैं ।",1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
"पुन: प्रयास  किए  हैं , पत्र  लिखा  है ।",1.0000000000000094e-120,1.0000000000000094e-120,1.0000000000000094e-120
उन्होंने  सोशल  मीडिया  पर  कहा  कि  लॉकडाउन  की  सख्ती  से  महामारी  का  अंत  नहीं  होता  है ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
मृतक  अमीन  निवासी  युवक  रवि  उर्फ  गोरखा  सलारपुर  रोड  पर  यूनियन  बैंक  के  साथ  स्थित  एक  मोबाइल  की  दुकान  से  बाहर  निकला  था ।,1.0000000000000237e-300,1.0000000000000237e-300,1.0000000000000237e-300
जब  60 साल  सत्ता  में  रहने  के  बाद  कांग्रेस  सरकार  देश  को  कृषि  नीति  नहीं  दे  सके  किसान  कांग्रेस  से  क्या  उम्मीद  करेंगे ।,1.0000000000000237e-300,1.0000000000000237e-300,1.0000000000000237e-300
उपरांत  संगत  में  बैठकर  लंगर  छका ।,1.0000000000000076e-96,1.0000000000000076e-96,1.0000000000000076e-96
"हिंदू  पंचांग  के  अनुसार , हर  माह  में  कृष्ण  पक्ष  की  चतुर्दशी  तिथि  को  मासिक  शिवरात्रि  मनाई  जाती  है ।",1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
जीएसटी  प्रणाली  को  मोदी  सरकार  ने  पुराने  कर  को  समाप्त  करने  का  आग्रह  करने  के  लिए  लागू  किया  था ।,1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
नईदुनिया  प्रतिनि; घिळर् - ऊि्‌ ।,1.0000000000000067e-84,1.0000000000000067e-84,1.0000000000000067e-84
पुलिस  जानकारी  जुटाकर  पकड़े  गए  लोगों  को  सुरक्षित  स्थान  पर  भेज  रही  है ।,1.0000000000000141e-180,1.0000000000000141e-180,1.0000000000000141e-180
कोलकाता .,1.0000000000000028e-36,1.0000000000000028e-36,1.0000000000000028e-36
सामान्य  तौर  पर  गुजरात  में  15 सितंबर  के  बाद  मानसून  समाप्ति  की  घोषणा  हो  जाती  है ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
इसे  मंगल  का  चक्कर  काट  रहे  Mars Reconnaisance Orbiter के  जरिए  भेजा  गया  था ।,1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
जहां  उपचार  के  दौरान  पंकज  की  मौत  हो  गई ।,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
जिसे  ठीक  कराने  की  जगह  खानापूर्ति  कर  दी  गई ।,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
इससे  आप  अपने  आपको  धारा  से  अलग  पाएंगी  और  इसलिए  कंफर्टेबल  महसूस  नहीं  करेंगी ।,1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
"ईसा  पूर्व  चौथी  सदी  में  पंचारी  ने  कहा  था , भ्रष्ट  अधिकारियों  को  रंगे  हाथ  पकड़ना  उतना  ही  मुश्किल  है , जितना  मछलियों  को  पानी  पीते  हुए  और  मक्खियों  को  शहद  चाटते  हुए  पकड़ना ।",0.0,0.0,0.0
राज्य  की  200 विधानसभा  सीटों  में  से  कांग्रेस  के  पास  पिछले  वर्ष  बसपा  छोड़  कांग्रेस  में  शामिल  हुए  छह  विधायकों  समेत  107 विधायक  है .,1e-312,1e-312,1e-312
"केडी  सिंह  ने  कहा  कि  सम्मान  मिलने  की  अनुभूति  तो  सुखद  थी  ही , लेकिन  प्रकृति  की  गोद  मे  बसे  इस  विश्वविद्यालय  का  परिसर  और  पूरा  वातावरण  देख  कर  मन  प्रसन्न  हो  गया ।",0.0,0.0,0.0
यह  बात  है  कि  पिछले  वर्ष  की  तुलना  में  इस  बार  कोयले  का  प्रेषण  कम  रहा  है .,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
नगर  पालिका  की  ओर  से  प्रत्येक  नये  वित्तीय  वर्ष  की  शुरुआत  में  बैठक  कर  साल  भर  विकास  में  होने  वाले  खर्च  व  विभिन्न  मदो  से  होने  वाली  संभावित  आय  का  खाका  खींचा  जाता  है ।,0.0,0.0,0.0
यूएस  में  लंबे  समय  से  बंद  वॉल्ट  डिज्नी  वल्र्ड  फि  र  से  खुलने  जा  रहा  है ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
"डीसी  ने  ICU , ICCU और  SDUC के  साथ  बच्चों  के  कोविड  वार्ड  का  भी  निरीक्षण  किया .",1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
जानकारी  मिलते  ही  प्रशासनिक  अधिकारी  हरकत  में  आए  और  जर्जर  पुलियाओं  का  निरीक्षण  कर  दुरुस्ती  कार्य  प्रारंभ  करवाया ।,1.000000000000019e-240,1.000000000000019e-240,1.000000000000019e-240
हालांकि  उसे  अस्पताल  ले  जाया  गया  लेकिन  उसकी  मौत  हो  गई ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
पीड़िता  ने  थाना  में  उसकी  रिपोर्ट  दर्ज  कराया ।,1.0000000000000094e-120,1.0000000000000094e-120,1.0000000000000094e-120
"हाईकोर्ट  में  शासन  के  मामलों  की  पैरवी  करने  के  लिए  अतिरिक्त  महाधिवक्ता , उपमहाधिवक्ता  व  शासकीय  अधिवक्ताओं  की  सूची  जारी  की  गई  है ।",1.0000000000000237e-300,1.0000000000000237e-300,1.0000000000000237e-300
उनके  अगले  क़दम  का  कोई  संकेत  नहीं  है .,1.0000000000000094e-120,1.0000000000000094e-120,1.0000000000000094e-120
भारतीय  ओलिंपिक  संघ  आईओए) के  नवनियुक्‍ त  अध्‍ यक्ष  एन  रामचंद्रन  ने  खेलों  में  पारदर्शिता  लाने  का  वादा  किया  है ।,1.000000000000021e-264,1.000000000000021e-264,1.000000000000021e-264
स्कूल  में  बरात  का  स्वागत  किया  गया ।,1.0000000000000085e-108,1.0000000000000085e-108,1.0000000000000085e-108
"वहीं  टेलर  के  दूसरे  एल्बम  ' फियरलेस’ ने  चार  ग्रैमी  अवॉर्ड  जीते  थे  जिनमें  ' यू  बिलोंग  विद  मी’ और  ' लव  स्टोरी ' जैसे  गाने  शामिल  थे| वह  कई  ग्रैमी  अवार्ड  जीत  चुकी  हैं , जिसमें  2010 एल्बम  ऑफ़  द  ईयर  अवार्ड  के  लिए  लोकप्रिय  एल्बम  फियरलेस  शामिल  हैं ।",0.0,0.0,0.0
नारियल  का  तेल  स्किन  से  लेकर  बालों  तक  के  लिए  खूब  फायदेमंद  होता  है ।,1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
वे  सिपाही  से  तेल  निकाल  लेने  की  बात  पूछ  बैठे ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
लकड़ियों  की  कटाई  से  जंगलों  को  भी  नुकसान  पहुंचता  है ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
इंजन  और  पावर  की  बात  की  जाए  तो  इस  बाइक  में  97.2 सीसी  का  इंजन  दिया  गया  है  जो  कि  8.24 बीएचपी  की  पावर  और  8.05 न्यूटन  मीटर  का  टार्क  जनरेट  करता  है ।,0.0,0.0,0.0
"पूर्णिमा  एक  साल  में  कई  बार  आती  है , लेकिन  शरद  पूर्णिमा  का  विशेष  महत्व  माना  जाता  है .",1.000000000000019e-240,1.000000000000019e-240,1.000000000000019e-240
"म्हाडा  जमीन  पर  अवैध  स्कूल - कॉलेज , बच्चों  की  जान  से  खिलवाड़  क्यों ?",1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
जो  आप  सभी  के  प्रतियोगी  परीक्षाओं  हेतु  बहुत  ही  beneficial है ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
गलत  निर्णय  से  बिजली  का  बिल  भी  अधिक  आ  सकता  है  और  उचित  ठंडक  से  भी  वंचित  रह  सकते  हैं ।,1.000000000000021e-264,1.000000000000021e-264,1.000000000000021e-264
शहर  में  भी  लोग  इस  तरह  की  समस्याओं  से  परेशान  हैं ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
इस  वर्ष  रेडक्रॉस  दिवस  के  100 वर्ष  पूर्ण  होने  पर  कीप  क्लेपिंग  फॉर  वॉलंटियर्स  थीम  के  तहत  स्वयंसेवकों  का  शारीरिक  दूरी  बनाए  रखते  हुए  एक  दूसरे  का  तालियां  बजाकर  अभिनंदन  किया  गया ।,0.0,0.0,0.0
इसके  साथ  ही  कोरोना  का  पहला  डोज  लेने  वालों  की  संख्या  4745494 तथा  दूसरा  डोज  लेने  वालों  की  संख्या  643855 है ।,1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
जिले  भर  में  कोरोना  वायरस  संक्रमण  को  रोकने  के  पुख्ता  इंतजाम  किए  गए  हैं । ',1.0000000000000161e-204,1.0000000000000161e-204,1.0000000000000161e-204
छात्र  नेता  नमन  पुंज  का  कहना  है  कि  ऐसे  संवेदनशील  मामलों  में  प्रशासन  को  त्वरित  संज्ञान  लेने  की  जरूरत  है ।,1.000000000000021e-264,1.000000000000021e-264,1.000000000000021e-264
"जिसमें  10 रेड  बेल्ट , चार  ऑरेंज  बेल्ट , दो  येल्लो  बेल्ट , दो  ग्रीन  बेल्ट , दो  परपल  बेल्ट , दो  परपल  स्ट्रीप  बेल्ट , दो  ब्राउन  बेल्ट  दिया  गया ।",0.0,0.0,0.0
हाईस्कूल  के  970 और  इंटर  के  4398 परीक्षार्थी  अनुपस्थित  रहे ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
जिसे  वह  वही  छोड़़कर  फरार  हो  गए ।,1.0000000000000085e-108,1.0000000000000085e-108,1.0000000000000085e-108
कंकर - कंकर  में  शंकर  का  विज्ञान  क्या  है ?,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
"पानी  निकासी  की  व्यवस्था  ना  होने  के  कारण  घरों  का  पानी  खुले  प्लाटों  में  जमा  हो  रहा  है , जहां  गदंगी  पनप  रही  है ।",1e-312,1e-312,1e-312
"इसलिए , मुझे  लगता  है  कि  वह  इस  समय  पूरा  गेंदबाज  है । """,1.0000000000000141e-180,1.0000000000000141e-180,1.0000000000000141e-180
एजेंसी  चालकों  से  किसी  तरह  निगम  काम  चला  रहा  है ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
ऐसे  परीक्षार्थियों  को  अटेंडेंस  में  भी  50 प्रतिशत  तक  की  छूट  मिलेगी ।,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
बिग  बॉस  OTT की  ट्रॉफी  जीतने  के  बाद  दिव्या  अग्रवाल  को  लेकर  खबरें  हैं  कि  सलमान  खान  के  शो  बिग  बॉस  सीजन  15 में  भी  एक्ट्रेस  नजर  आ  सकती  हैं ।,0.0,0.0,0.0
लक्ष्य  का  पीछा  करने  उतरी  इंडसवैली  की  टीम  महज  81 रन  ही  बना  सकी ।,1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
यह  प्रतिकूल  दिशा  में  जा  रही  है ।,1.0000000000000085e-108,1.0000000000000085e-108,1.0000000000000085e-108
"मार्को , डॉ .",1.0000000000000048e-60,1.0000000000000048e-60,1.0000000000000048e-60
"जियो  के  पास  2 , 599 रुपये , 2 , 399 रुपये  और  2121 रुपये  के  प्लान  हैं .",1.000000000000019e-240,1.000000000000019e-240,1.000000000000019e-240
ग्रामीण  कार्य  विभाग  के  प्रमंडल  एक  और  दो  के  तहत  फेज  वन  में  बनायी  गयी  नई  सड़कों  के  चौड़ीकरण  का  प्रस्ताव  फेज  टू  के  तहत  लिया  गया ।,0.0,0.0,0.0
एसपी  सिटी  रणविजय  सिंह  का  कहना  है  कि  पूरी  घटना  के  संबंध  में  एफआईआर  दर्ज  कर  ली  गई  है  और  जल्द  ही  होटल  मालिक  और  दूसरे  आरोपियों  को  गिरफ्तार  किया  जाएगा .,0.0,0.0,0.0
श्री  कृष्ण  जन्म  स्थान  पर  त्रिस्तरीय  सुरक्षा  व्यवस्था  के  अलावा  कमांडो  हर  संदिग्ध  पर  नजर  बनाए  हुए  हैं ।,1.000000000000019e-240,1.000000000000019e-240,1.000000000000019e-240
इसमें  पांच  लाख  52 हजार  के  करीब  पुरुषों  और  पांच  लाख  78 हजार  के  करीब  महिलाओं  ने  अपने  मत  का  प्रयोग  किया  है ।,1.0000000000000237e-300,1.0000000000000237e-300,1.0000000000000237e-300
फिर  से  मार्शल  लॉ  की  वापसी  हुई .,1.0000000000000085e-108,1.0000000000000085e-108,1.0000000000000085e-108
भरोसे  में  आकर  डिलेवरी  बॉय  ने  उसे  कैमरा  दे  दिया ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
"मेरा  छोटा  भाई  है , तो  उसे  राखी  बांधने  के  बाद  उसे  गिफ्ट  देती  हूं ।",1.0000000000000161e-204,1.0000000000000161e-204,1.0000000000000161e-204
ये  स्टडी  हेल्थ  जर्नल  गट  में  प्रकाशित  हुई  है .,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
भारत  की  ओर  से  युजवेंद्र  चहल  सबसे  कामयाब  गेंदबाज़  रहे .,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
उन्होंने  कहा  कि  इंटर  पास  सभी  छात्र - छात्राओं  को  बीए  और  बीएससी  में  प्रवेश  दें ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
मंगलवार  को  विशेष  आवासीय  विद्यालय  नाभा  हाउस  ऋषिकेश  में  पूर्व  पीएम  स्व .,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
"यही  कारण  है  कि  केरजीराव  सरकार  ने  अनुमति  नहीं  दी  थी , जिसके  खिलाफ  हाई  कोर्ट  का  दरवाजा  खटखटाया  गया  था ।",1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
बैठक  में  खासतौर  पर  दोनों  राज्यों  के  डेंगू  पीडि़तों  पर  विचार  किया  गया ।,1.0000000000000141e-180,1.0000000000000141e-180,1.0000000000000141e-180
"इसके  अलावा , यदि  यह  एक  ब्रांडेड  ट्रेवल  क्रेडिट  कार्ड  है  तो  आपको  एक्स्ट्रा  पॉइंट्स  मिलते  हैं  यदि  आप  उस  विशेष  ब्रांड  के  साथ  खर्च  या  खरीदारी  करते  हैं ।",0.0,0.0,0.0
करौली - धौलपुर  सांसद  डॉ  मनोज  राजोरिया  ने  सोमवार  को  केन्द्रीय  पर्यटन  एवं  संस्कृति  राज्यमंत्री  डॉ  महेश  शर्मा  से  मुलाकात  की  और . . . . . . . . . .,0.0,0.0,0.0
4 नवंबर  को  सुबह  3 बजकर  24 मिनट  से  चतुर्थी  तिथि  का  आरंभ  होगा .,1.000000000000015e-192,1.000000000000015e-192,1.000000000000015e-192
इस  अभियान  के  माध्यम  से  जन  जागरण  का  काम  भी  किया  जाएगा ।,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
एक  तरफ  तो  युद्ध  मे  विजयी  होने  पर  इस  पृथ्वी  का  सबसे  बड़ा  सम्राट  बनने  की  लालसा  और  दूसरी  तरफ  छल  से  गुरु  हत्या  करने  पर  नरक  वास !,0.0,0.0,0.0
"शुष्क , लुप्तप्राय  और  समस्याग्रस्त  त्वचा  के  लिए  इसका  उपयोग  करने  की  अनुशंसा  की  जाती  है ।",1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
इससे  वह  बेहोश  हो  गए ।,1.0000000000000067e-84,1.0000000000000067e-84,1.0000000000000067e-84
इन  लोगों  ने  पूर्वी  क्षेत्र  को  तहस  नहस  कर  दिया  है ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
पार्क  में  गंदा  पानी  भरने  के  कारण  उसमें  मच्छर  पनप  रहे  हैं ।,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
राजनीति  में  ऐसे  सौ  फीसदी  परिणाम  कभी  नहीं  आते ।,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
वहीं  आगे  की  कहानी  इसी  घटना  के  इर्दगिर्द  घूमती  है ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
उन्होंने  कहा  है  कि  स्क्रिप्ट  पूरी  लिख  ली  गयी  है  और  कटरीना  इस  फिल्म  में  लीड  रोल  में  नजर  आएगी ।,1.000000000000021e-264,1.000000000000021e-264,1.000000000000021e-264
"ऐसे  में  तैयार  रहिए  नए  भाषण , घोषणा  और  वादों  के  लिए ।",1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
इससे  पहले  बहनों  में  मंदिरों  में  जाकर  पूजा - अर्चना  की ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
नारायण  साई  की  तलाश  के  लिए  बनाई  गई  सूरत  पुलिस  की  छ: टीमों  ने  दावा  किया  है  कि  उन्हें  मामले  से  जुड़े  अहम  सुराग  हासिल  हुए  हैं ।,0.0,0.0,0.0
कितना  अच्छा  बदलाव  है !,1.0000000000000057e-72,1.0000000000000057e-72,1.0000000000000057e-72
जनपद  अध्यक्ष  देवेंद्र  प्रताप  सिंह  ने  फोन  कर  वन  अमला  को  इस  घटना  की  सूचना  दी ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
इंस्टेंट  मैसेजिंग  एप  व्हाट्सएप  Whatsapp लंबे  समय  से  चर्चा  में  बने  डार्क  मोड  Dark Mode को  लॉन्च  करने  की  तैयारी  है ।,1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
बाल  विकास  कल्याण  के  लिए  भले  ही  सरकार  ने  बहुत  सी  योजनाएं  चलाई  हों  और  बाल  श्रम  उन्मूलन  के  लिए  भले  ही  कई  प्रावधान  किए  हों  लेकिन  यह  कटु  सत्य  है  कि  बच्चों  से  आज  भी  श्रम  करवाया  जाता  है ।,0.0,0.0,0.0
एकेडमी  के  अंदर  सियासत  और  इससे  जुड़े  विवादों  से  इतर  ऑस्कर्स  की  पूरी  दुनिया  में  शोहरत  है .,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
लॉकडाउन  अवधि  का  बिजली  बिल  या  किसी  भी  तरह  का  बिल  माफ  की  करने  की  घोषणा  की  हवा  निकल  रही  है ।,1.0000000000000217e-276,1.0000000000000217e-276,1.0000000000000217e-276
शुक्रवार  को  तबियत  बिगड़ने  पर  यहां  से  जयपुर  ले  गए ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
"अधिक  विधायकों  के  जहाज  पर  कूदने  के  साथ , पुडुचेरी  सरकार  एक  बड़े  संकट  की  ओर  बढ़  रही  है ।",1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
अब  जब  हड़ताल  खत्म  हुई  तो  सोने  के  भाव  बढ़  गए  हैं ।,1.0000000000000132e-168,1.0000000000000132e-168,1.0000000000000132e-168
भजनों  पर  भक्त  जमकर  नाचे ।,1.0000000000000067e-84,1.0000000000000067e-84,1.0000000000000067e-84
लोकल  को  वोकल  करने  के  साथ  साथ  ही  उसको  ग्लोबल  भी  किया  जा  सके  साथ  ही  मार्बल  एक्सपोर्ट  की  प्रक्रियाओं  को  सरल  किया  जाए ।,1e-312,1e-312,1e-312
झांसी ।,1.0000000000000028e-36,1.0000000000000028e-36,1.0000000000000028e-36
वे  ड्रग्स  की  डिलवरी  और  पैसों  की  वसूली  के  लिए  कम  उम्र  के  बच्चों  का  इस्तेमाल  करते  हैं ।,1.000000000000019e-240,1.000000000000019e-240,1.000000000000019e-240
"अभी  सरकार  न  ताे  न्यूनतम  समर्थन  मूल्य  का  कानून  बनाने  को  राजी  दिखाई  दे  रही  है , न  उक्त  कृषि  कानूनों  को  वापस  लेने  को  ही , जबकि  किसानों  का  कहना  है  कि  वे  उन्हें  वापस  लेने  के  तरीकों  पर  ही  बात  करेंगे  और  महज  कुछ  संशोधनों  के  सरकार  के  प्रस्ताव  को  मानकर  अपना  आन्दोलन  खत्म  नहीं  करेंगे ।",0.0,0.0,0.0
"उत्पाद  की  विशेषताएँ: 1 क्योंकि  फ़िल्टर  सामग्री  को  सिलेंडर  में  तब्दील  किया  जाता  है , फ़िल्टर  सामग्री  की  घनत्व  बड़ी  होती  है , इसलिए  धूल  कलेक्टर  में  कॉम्पैक्ट  संरचना  और  छोटी  मात्रा  होती  है ।",0.0,0.0,0.0
दरअसल  इस  खबर  के  आने  के  बाद  हुआवेई  को  चीनी  लोगों  का  काफी  विरोध  झेलना  पड़ा  था .,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
"के  नाम  के  पश्चात्  पड़ा  जो  विद्या  एवं  गुण  दोनों  में  पूर्णताप्राप्त  प्रथम  एवं  सबसे  महान  गुरु  माना  जाता  था  और  जिसने  सबसे  पहले  साधारण  जनता  को  विद्या  और  सद्गुण  सिखलाया , जिसका  एकाधिकार  पहले  आभिजात्य  शासक  वर्ग  के  हाथ  में  था ।",0.0,0.0,0.0
वन  अरण्यपाल  सर्किल  धर्मशाला  में  प्रदीप  ठाकुर  ने  बताया  कि  वन  रक्षकों  की  भर्ती  में  फिजिकल  टेस्ट  पास  करने  वाले  अभ्यर्थियों  को  ऑनलाइन  एडमिट  कार्ड  जारी  कर  दिए  हैं ।,0.0,0.0,0.0
आंगन  के  दूसरे  ओर  का  दरवाजा  खुला  पड़ा  था ।,1.0000000000000105e-132,1.0000000000000105e-132,1.0000000000000105e-132
वित्तीय  रूप  से  आप  तेज  गति  से  आगे  बढ़ेंगे  और  प्रॉपर्टी  की  खरीद  का  संकेत  है ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
ऐसे  मामलों  का  सबसे  दुखद  पक्ष  यह  है  कि  वक्त  रहते  कोई  कार्रवाई  नहीं  की  जाती  है ।,1.000000000000018e-228,1.000000000000018e-228,1.000000000000018e-228
बम्बई  उच्च  न्यायालय  के  आदेश  के  बाद  पिछले  सप्ताह  मामले  की  जांच  का  जिम्मा  सीबीआई  को  सौंपा  गया  था ।,1.0000000000000199e-252,1.0000000000000199e-252,1.0000000000000199e-252
विधायक  पांचीलाल  मेड़ा  ने  कहा  कि  सरकार  ने  कि  सान  हित  में  योजनाएं  बनाई  हैं ।,1.0000000000000161e-204,1.0000000000000161e-204,1.0000000000000161e-204
बताया  कि  दुकानों  पर  कार्ड  धारकों  से  जानकारी  की  गई ।,1.0000000000000113e-144,1.0000000000000113e-144,1.0000000000000113e-144
विदिशा ।,1.0000000000000028e-36,1.0000000000000028e-36,1.0000000000000028e-36
बहुजन  समाज  पार्टी  की  प्रमुख  मायावती  के  उत्पीड़न  के  आरोप  को  भी  गंगवार  ने  नकार  दिया ।,1.0000000000000171e-216,1.0000000000000171e-216,1.0000000000000171e-216
"रेडमी  नोट  10 सीरीजरेडमी  नोट  10 कीमतरेडमी  नोट  10 सीरीज  लॉन्च  डेटरेडमी  नोट  10 लॉन्च  डेटरेडमी  नोट  10 फीचर्सरेडमी  नोट  10 प्रो  डिजिटल  डेस्क , नई  दिल्ली ।",0.0,0.0,0.0
एसडीएम  ने  मामले  को  दिखवाकर  शीघ्र  कार्रवाई  का  आश्वासन  दिया  है ।,1.0000000000000123e-156,1.0000000000000123e-156,1.0000000000000123e-156
